session,rule,segment_id,retained_interval_id,state,source_start_index,source_end_index,filtered_start_index,filtered_end_index,start_s,end_s,duration_s,n_samples
01,T60,1,1,Awake,0,49737,0,49737,2.63,997.35,994.74,49737
01,T60,2,2,Drowsy,55738,65474,49737,59473,1117.39,1312.09,194.7199999999998,9736
01,T60,3,3,Awake,71475,73661,59473,61659,1432.13,1475.83,43.7199999999998,2186
01,T60,4,4,Drowsy,79662,84021,61659,66018,1595.87,1683.03,87.18000000000006,4359
01,T60,5,5,Awake,90022,97381,66018,73377,1803.07,1950.23,147.18000000000006,7359
01,T60,6,6,Drowsy,103382,105085,73377,75080,2070.27,2104.31,34.059999999999945,1703
01,T60,8,7,Drowsy,114607,117828,75080,78301,2294.77,2359.17,64.42000000000007,3221
04,T60,1,1,Awake,0,4824,0,4824,1.589780092,195.3005199,193.75075280800027,4824
04,T60,2,2,Awake,4824,15946,4824,15946,195.4344797,641.9903145,446.5956347,11122
04,T60,3,3,Drowsy,18934,20966,15946,17978,762.0300994,843.6001086,81.61051439999994,2032
04,T60,4,4,Awake,23954,50310,17978,44334,963.6397831,2022.04983,1058.4502979000001,26356
04,T60,7,5,Drowsy,56264,74700,44334,62770,2261.180839,3001.500009,740.359183,18436
04,T60,8,6,Drowsy,74700,75413,62770,63483,3001.627182,3030.130873,28.54370400000016,713
04,T60,9,7,Drowsy,75413,75416,63483,63486,3030.275311,3030.275705,0.04040700000041397,3
05,T60,1,1,Awake,0,26,0,26,0.079678297,0.949347258,0.9096649609999737,26
05,T60,2,2,Awake,26,39946,26,39946,1.021755695,1599.1096,1598.127840305,39920
05,T60,3,3,Awake,39946,40003,39946,40003,1599.177884,1601.400358,2.262470000000121,57
05,T60,4,4,Awake,40003,40114,40003,40114,1601.491501,1605.839345,4.388509999999997,111
05,T60,5,5,Drowsy,43112,50578,40114,47580,1725.880084,2024.669312,298.8296720000001,7466
05,T60,6,6,Awake,53576,65699,47580,59703,2144.709941,2629.899977,485.23002399999996,12123
05,T60,7,7,Drowsy,68697,78330,59703,69336,2749.929626,3135.419588,385.5306780000001,9633
05,T60,9,8,Drowsy,83830,91208,69336,76714,3355.570074,3650.799804,295.269726,7378
05,T60,10,9,Drowsy,91208,91211,76714,76717,3650.950265,3650.950561,0.040292000000135886,3
06,T60,1,1,Awake,0,22,0,22,0.076048613,0.830703735,0.7946661219998791,22
06,T60,2,2,Awake,22,7859,22,7859,0.952121973,315.6207809,314.7086699269999,7837
06,T60,3,3,Awake,7859,7893,7859,7893,315.81971,316.9906075,1.2109084999999027,34
06,T60,4,4,Awake,7893,7975,7893,7975,317.1073637,320.2807133,3.2133605999998736,82
06,T60,5,5,Awake,7975,21021,7975,21021,320.4570489,844.2999387,523.8829675,13046
06,T60,6,6,Drowsy,24008,24749,21021,21762,964.3107257,994.0298891,29.759386500000005,741
06,T60,8,7,Drowsy,27771,35444,21762,29435,1115.440693,1423.560324,308.1600189999999,7673
06,T60,9,8,Awake,38432,64136,29435,55139,1543.599823,2575.810272,1032.259995,25704
06,T60,10,9,Drowsy,67125,79176,55139,67190,2695.890688,3179.750769,483.90009200000014,12051
06,T60,11,10,Drowsy,79176,79179,67190,67193,3179.874259,3179.874706,0.04045799999977362,3
07,T60,1,1,Awake,0,34,0,34,0.077609062,1.299525976,1.2619269139999383,34
07,T60,2,2,Awake,34,362,34,362,1.44337225,14.46954417,13.06618191999994,328
07,T60,3,3,Awake,362,26353,362,26353,14.61673331,1058.439476,1043.86360069,25991
07,T60,4,4,Drowsy,29341,30752,26353,27764,1178.479623,1235.109582,56.670651000000134,1411
07,T60,5,5,Awake,33740,62131,27764,56155,1355.159745,2495.329838,1140.2097600000002,28391
07,T60,6,6,Drowsy,65120,79765,56155,70800,2615.40028,3203.449967,588.0896970000001,14645
07,T60,7,7,Drowsy,79765,79768,70800,70803,3203.580321,3203.58067,0.04035899999985304,3
08,T60,1,1,Awake,0,21,0,21,0.075852394,0.760113239,0.7242708450001658,21
08,T60,2,2,Awake,21,44119,21,44119,0.889225483,1771.870669,1771.021453517,44098
08,T60,3,3,Awake,44119,44571,44119,44571,1771.935745,1790.020632,18.124897000000146,452
08,T60,4,4,Awake,44571,47012,44571,47012,1790.131517,1888.050171,97.95949300000007,2441
08,T60,5,5,Drowsy,49999,54068,47012,51081,2008.050553,2171.420274,163.41016899999977,4069
08,T60,6,6,Awake,57055,66968,51081,60994,2291.420887,2689.470156,398.09010599999965,9913
08,T60,7,7,Drowsy,69955,77593,60994,68632,2809.471093,3116.160144,306.729061,7638
08,T60,8,8,Drowsy,77593,77595,68632,68634,3116.269978,3116.270199,0.04023100000040358,2
09,T60,1,1,Awake,0,689,0,689,0.079853058,0.860676527,0.8208224690000798,689
09,T60,2,2,Awake,689,937,689,937,1.003372192,10.79018736,9.826814168000078,248
09,T60,3,3,Awake,937,24874,937,24874,10.94799399,969.1200893,958.2120943100001,23937
09,T60,4,4,Awake,24874,43340,24874,43340,969.2121582,1708.410069,739.2376328,18466
09,T60,5,5,Drowsy,46337,67203,43340,64206,1828.430186,2663.509785,835.1195980000002,20866
09,T60,6,6,Drowsy,67203,67227,64206,64230,2663.584385,2664.47008,0.9257330000000366,24
09,T60,8,7,Awake,70226,78154,64230,72158,2784.539938,3101.790095,317.290156,7928
09,T60,9,8,Awake,78154,101098,72158,95102,3101.935892,4020.049869,918.1539760000001,22944
09,T60,10,9,Awake,101098,106020,95102,100024,4020.142181,4217.039715,196.93829800000003,4922
09,T60,11,10,Drowsy,109019,119267,100024,110272,4337.100016,4747.220085,410.1600679999997,10248
09,T60,12,11,Drowsy,119267,119272,110272,110277,4747.4096,4747.410185,0.040583999999853404,5
10,T60,1,1,Awake,0,31,0,31,0.075451374053955,1.190474271774292,1.1550257205963135,31
10,T60,2,2,Awake,31,14314,31,14314,1.325752019882202,574.8495802879333,573.5642096996307,14283
10,T60,3,3,Drowsy,17301,21477,14314,18490,694.8502571582794,862.5301191806793,167.72010111808777,4176
10,T60,4,4,Awake,24466,48618,18490,42642,982.6095902919768,1952.570098876953,970.0005114078521,24152
10,T60,5,5,Awake,48618,51036,42642,45060,1952.6501932144165,2049.689685106277,97.07945227622986,2418
10,T60,6,6,Drowsy,54023,60382,45060,51419,2169.7000737190247,2425.050050973892,255.38998007774353,6359
10,T60,7,7,Drowsy,60382,60386,51419,51423,2425.204045534134,2425.2045135498047,0.04047083854675293,4
11,T60,1,1,Awake,0,32,0,32,0.077824592590332,1.2002737522125244,1.162459135055542,32
11,T60,2,2,Awake,32,14337,32,14337,1.306063175201416,575.6901063919067,574.4235746860504,14305
11,T60,3,3,Drowsy,17325,28353,14337,25365,695.7394170761108,1138.5894122123718,442.8908197879791,11028
11,T60,4,4,Awake,31341,45585,25365,39609,1258.6298854351044,1830.609431266785,572.0199344158173,14244
11,T60,5,5,Drowsy,48574,61579,39609,52614,1950.669543504715,2472.8601813316345,522.2306478023529,13005
11,T60,6,6,Drowsy,61579,61582,52614,52617,2472.987951517105,2472.9882621765137,0.040320634841918945,3
12,T60,1,1,Awake,0,12592,0,12592,1.359906912,507.0802243,505.760489988,12592
12,T60,4,2,Drowsy,16972,19198,12592,14818,683.0403547,772.3995421,89.39965560000007,2226
12,T60,5,3,Awake,22185,26752,14818,19385,892.4095235,1075.779533,183.41048350000005,4567
12,T60,6,4,Drowsy,29739,34690,19385,24336,1195.779934,1394.569613,198.83029499999998,4951
12,T60,8,5,Drowsy,38452,43989,24336,29873,1545.690059,1768.009845,222.3594559999999,5537
12,T60,9,6,Awake,46978,54674,29873,37569,1888.079549,2197.090392,309.05076800000006,7696
12,T60,10,7,Drowsy,57663,89816,37569,69722,2317.159797,3608.199698,1291.0799180000001,32153
12,T60,11,8,Drowsy,89816,89850,69722,69756,3608.338382,3609.569969,1.2716040000002522,34
12,T60,12,9,Drowsy,89850,89853,69756,69759,3609.716321,3609.716688,0.04038400000013098,3
13,T60,1,1,Awake,0,68,0,68,0.075252295,2.660028219,2.624775319000045,68
13,T60,2,2,Awake,68,10051,68,10051,2.7839818,403.5900431,400.8469515,9983
13,T60,3,3,Drowsy,13040,31057,10051,28068,523.6605568,1247.190376,723.5706892000001,18017
13,T60,4,4,Awake,34044,59784,28068,53808,1367.190958,2400.890114,1033.739874,25740
13,T60,5,5,Drowsy,62772,76469,53808,67505,2520.920062,3070.94015,550.0600873949998,13697
13,T60,6,6,Drowsy,76469,76473,67505,67509,3071.096043,3071.096517,0.040473394999985146,4
14,T60,1,1,Awake,0,143,0,143,0.078132391,5.680231571,5.642109380000012,143
14,T60,2,2,Awake,143,13580,143,13580,5.825064182,545.4202094,539.635247718,13437
14,T60,3,3,Drowsy,16567,18538,13580,15551,665.4302137,744.5603178,79.16952350000008,1971
14,T60,4,4,Awake,21525,34980,15551,29006,864.5707312,1404.92954,540.3996827999999,13455
14,T60,5,5,Drowsy,37969,44456,29006,35493,1525.010089,1785.489724,260.5194039999999,6487
14,T60,6,6,Awake,47444,67812,35493,55861,1905.529586,2723.459548,817.9708780000001,20368
14,T60,9,7,Drowsy,70799,72639,55861,57701,2843.460182,2917.309927,73.8897552,1840
14,T60,10,8,Drowsy,72639,85945,57701,71007,2917.429798,3451.730322,534.3405341999998,13306
14,T60,11,9,Drowsy,85945,85948,71007,71010,3451.861938,3451.862285,0.040357200000158855,3
15,T60,1,1,Awake,0,71,0,71,0.078166723,2.779408216,2.7412484929998326,71
15,T60,2,2,Awake,71,325,71,325,2.891521692,12.98003697,10.128522277999833,254
15,T60,3,3,Awake,325,36395,325,36395,13.1353631,1461.779537,1448.6841808999998,36070
15,T60,4,4,Awake,36395,36463,36395,36463,1461.858481,1464.509497,2.691022999999859,68
