session_id,state,pct_0v,pct_1v,pct_2v
1,Awake,18.563400070249386,46.103896103896105,35.63164477798624
1,Drowsy,25.64102564102564,44.87179487179488,29.48717948717949
4,Awake,28.947368421052637,37.83783783783784,24.324324324324323
4,Drowsy,25.60975609756097,40.96385542168675,26.506024096385545
5,Awake,45.23809523809524,36.58536585365854,15.277777777777777
5,Drowsy,51.65174436554493,34.38818565400844,14.420335761799176
6,Awake,11.764705882352942,45.33333333333333,40.57971014492753
6,Drowsy,21.33333333333333,46.57534246575342,30.55555555555556
7,Awake,16.774891774891778,43.39981006647673,38.36657169990504
7,Drowsy,21.590909090909093,43.18181818181819,32.89473684210527
8,Awake,13.108828006088281,43.05019305019305,43.00476947535771
8,Drowsy,20.399851906701223,45.37162162162162,30.789473684210527
9,Awake,22.61904761904762,43.01075268817204,32.98969072164948
9,Drowsy,26.03942449303274,44.04531786941581,30.116992934090117
10,Awake,13.513513513513512,44.117647058823536,39.18918918918919
10,Drowsy,21.25,46.25,32.5
11,Awake,11.961485010919198,45.65126050420169,43.57011635027557
11,Drowsy,20.391545391545392,43.63063063063063,36.58974358974359
12,Awake,23.1550051072523,41.08187134502924,33.319377990430624
12,Drowsy,22.89156626506024,43.67816091954023,32.608695652173914
13,Awake,50.0,36.11111111111111,13.88888888888889
13,Drowsy,54.66666666666666,32.911392405063296,14.473684210526317
14,Awake,19.78021978021978,44.44444444444444,34.52380952380952
14,Drowsy,33.333333333333336,40.42553191489362,27.472527472527474
15,Awake,24.134512734482236,36.80681133212779,31.593707250342
15,Drowsy,23.766307430516164,44.80708245243129,30.640203154236836
17,Awake,27.738927738927742,41.443467593539154,23.2079041412655
17,Drowsy,15.029651593773165,44.613133345527714,36.00640113798008
18,Awake,25.26315789473684,40.625,29.473684210526315
18,Drowsy,27.77777777777778,41.75824175824176,29.67032967032967
19,Awake,25.699126092384525,41.931752458068246,31.19425460442488
19,Drowsy,26.66736797811908,41.61991584852734,31.740251008516356
21,Awake,53.26086956521739,29.34782608695652,18.823529411764707
21,Drowsy,31.52173913043478,37.89473684210526,24.17582417582418
22,Awake,21.176470588235293,43.75,33.734939759036145
22,Drowsy,18.181818181818183,42.04545454545455,37.2093023255814
23,Awake,34.21052631578948,38.23529411764706,23.529411764705884
23,Drowsy,48.648648648648646,36.47058823529412,16.867469879518076
25,Awake,19.54022988505747,45.05494505494506,34.11764705882353
25,Drowsy,22.105263157894736,44.08602150537634,33.69565217391304
