session_id,Awake,Drowsy,metric,delta_drowsy_minus_awake
1,18.563400070249386,25.64102564102564,0V,7.077625570776252
4,28.947368421052637,25.60975609756097,0V,-3.3376123234916655
5,45.23809523809524,51.65174436554493,0V,6.413649127449688
6,11.764705882352942,21.33333333333333,0V,9.568627450980387
7,16.774891774891778,21.590909090909093,0V,4.816017316017316
8,13.108828006088281,20.399851906701223,0V,7.291023900612942
9,22.61904761904762,26.03942449303274,0V,3.42037687398512
10,13.513513513513512,21.25,0V,7.736486486486488
11,11.961485010919198,20.391545391545392,0V,8.430060380626195
12,23.1550051072523,22.89156626506024,0V,-0.26343884219205904
13,50.0,54.66666666666666,0V,4.666666666666657
14,19.78021978021978,33.333333333333336,0V,13.553113553113555
15,24.134512734482236,23.766307430516164,0V,-0.36820530396607154
17,27.738927738927742,15.029651593773165,0V,-12.709276145154577
18,25.26315789473684,27.77777777777778,0V,2.5146198830409396
19,25.699126092384525,26.66736797811908,0V,0.9682418857345567
21,53.26086956521739,31.52173913043478,0V,-21.73913043478261
22,21.176470588235293,18.181818181818183,0V,-2.99465240641711
23,34.21052631578948,48.648648648648646,0V,14.438122332859166
25,19.54022988505747,22.105263157894736,0V,2.5650332728372653
1,46.103896103896105,44.87179487179488,1V,-1.232101232101222
4,37.83783783783784,40.96385542168675,1V,3.1260175838489133
5,36.58536585365854,34.38818565400844,1V,-2.1971801996500986
6,45.33333333333333,46.57534246575342,1V,1.242009132420094
7,43.39981006647673,43.18181818181819,1V,-0.21799188465854513
8,43.05019305019305,45.37162162162162,1V,2.3214285714285694
9,43.01075268817204,44.04531786941581,1V,1.0345651812437708
10,44.117647058823536,46.25,1V,2.132352941176464
11,45.65126050420169,43.63063063063063,1V,-2.0206298735710604
12,41.08187134502924,43.67816091954023,1V,2.5962895745109904
13,36.11111111111111,32.911392405063296,1V,-3.199718706047811
14,44.44444444444444,40.42553191489362,1V,-4.018912529550825
15,36.80681133212779,44.80708245243129,1V,8.000271120303495
17,41.443467593539154,44.613133345527714,1V,3.1696657519885605
18,40.625,41.75824175824176,1V,1.133241758241759
19,41.931752458068246,41.61991584852734,1V,-0.3118366095409044
21,29.34782608695652,37.89473684210526,1V,8.54691075514874
22,43.75,42.04545454545455,1V,-1.7045454545454533
23,38.23529411764706,36.47058823529412,1V,-1.764705882352935
25,45.05494505494506,44.08602150537634,1V,-0.9689235495687214
1,35.63164477798624,29.48717948717949,2V,-6.14446529080675
4,24.324324324324323,26.506024096385545,2V,2.181699772061222
5,15.277777777777777,14.420335761799176,2V,-0.8574420159786005
6,40.57971014492753,30.55555555555556,2V,-10.024154589371971
7,38.36657169990504,32.89473684210527,2V,-5.47183485779977
8,43.00476947535771,30.789473684210527,2V,-12.215295791147184
9,32.98969072164948,30.116992934090117,2V,-2.872697787559364
10,39.18918918918919,32.5,2V,-6.689189189189193
11,43.57011635027557,36.58974358974359,2V,-6.980372760531978
12,33.319377990430624,32.608695652173914,2V,-0.71068233825671
13,13.88888888888889,14.473684210526317,2V,0.5847953216374275
14,34.52380952380952,27.472527472527474,2V,-7.051282051282044
15,31.593707250342,30.640203154236836,2V,-0.9535040961051635
17,23.2079041412655,36.00640113798008,2V,12.798496996714576
18,29.473684210526315,29.67032967032967,2V,0.19664545980335646
19,31.19425460442488,31.740251008516356,2V,0.5459964040914755
21,18.823529411764707,24.17582417582418,2V,5.352294764059472
22,33.734939759036145,37.2093023255814,2V,3.4743625665452527
23,23.529411764705884,16.867469879518076,2V,-6.661941885187808
25,34.11764705882353,33.69565217391304,2V,-0.42199488491048953
