Time (s),IR Value raw,PPG processed,Label,source_row_index,segment_id,retained_interval_id,sqi_artifact,rule
0.073789358,115064,-11.454932346578218,0,0,1,1,False,T60
0.074045897,114907,161.05561102480536,0,1,1,1,False,T60
0.074202061,114968,187.7012514587359,0,2,1,1,False,T60
0.089788914,114992,180.04099415758344,0,3,1,1,False,T60
0.129926682,115036,154.35816624705132,0,4,1,1,False,T60
0.179757595,115208,46.76632421746534,0,5,1,1,False,T60
0.219773769,115319,-42.84945226679616,0,6,1,1,False,T60
0.260552168,115355,-56.045599135832695,0,7,1,1,False,T60
0.300158024,115412,-74.35786421755769,0,8,1,1,False,T60
0.340222359,115495,-136.55295987006073,0,9,1,1,False,T60
0.380253553,115599,-214.81708867110308,0,10,1,1,False,T60
0.410552025,115687,-285.34309595488685,0,11,1,1,False,T60
0.460276604,115764,-338.0383295468622,0,12,1,1,False,T60
0.490482092,115806,-374.2637645674124,0,13,1,1,False,T60
0.539597988,115842,-385.6138333933277,0,14,1,1,False,T60
0.580260754,115878,-403.84294933741234,0,15,1,1,False,T60
0.619637251,115939,-501.5401197422586,0,16,1,1,False,T60
0.659577847,115987,-482.3914451058432,0,17,1,1,False,T60
0.699648142,115561,-50.88430947241251,0,18,1,1,False,T60
0.739757061,114957,478.76894644761256,0,19,1,1,False,T60
0.780561686,114915,608.8560012692554,0,20,1,1,False,T60
0.82050395,115005,499.1747241629162,0,21,1,1,False,T60
0.860412598,115031,456.6713573606605,0,22,1,1,False,T60
0.899998426,115099,403.98900778644,0,23,1,1,False,T60
0.939804077,115235,269.6052817977828,0,24,1,1,False,T60
0.980176687,115334,174.43152782762007,0,25,1,1,False,T60
1.019887209,115332,177.45691616848802,0,26,1,1,False,T60
1.059605122,115332,171.7224448177422,0,27,1,1,False,T60
1.100248814,115442,70.44810235040943,0,28,1,1,False,T60
1.140425205,115575,-55.99425495852171,0,29,1,1,False,T60
1.180715084,115646,-134.29623624270215,0,30,1,1,False,T60
1.219609261,115713,-201.42017598478668,0,31,1,1,False,T60
