Time (s),IR Value raw,PPG processed,Label,source_row_index,segment_id,retained_interval_id,sqi_artifact,rule
0.075852394,117387,-37.68635982555952,0,0,1,1,False,T60
0.076164961,117216,203.03619471040184,0,1,1,1,False,T60
0.076329708,117410,135.65208105184934,0,2,1,1,False,T60
0.084970236,117696,-66.06283690532709,0,3,1,1,False,T60
0.121114731,117876,-187.732114692579,0,4,1,1,False,T60
0.161062002,118034,-246.7242174954362,0,5,1,1,False,T60
0.200093031,118101,-237.30607564998556,0,6,1,1,False,T60
0.241087198,118083,-155.60348113402873,0,7,1,1,False,T60
0.28009963,118120,-129.59990400766435,0,8,1,1,False,T60
0.320192337,118299,-239.02861168392505,0,9,1,1,False,T60
0.360621929,118520,-409.3763439428906,0,10,1,1,False,T60
0.401053667,118721,-560.1541611723231,0,11,1,1,False,T60
0.44064045,118877,-676.3091113135861,0,12,1,1,False,T60
0.480200052,118976,-726.9792354357749,0,13,1,1,False,T60
0.520826101,119048,-748.1334154217968,0,14,1,1,False,T60
0.560078382,119138,-878.0146478834108,0,15,1,1,False,T60
0.600507498,119205,-843.1913130744086,0,16,1,1,False,T60
0.640804291,118539,-124.71500839740082,0,17,1,1,False,T60
0.680690765,117432,854.0718817097575,0,18,1,1,False,T60
0.721035004,117257,1189.9130422193516,0,19,1,1,False,T60
0.760113239,117450,957.6486849335788,0,20,1,1,False,T60
0.889225483,117710,712.9408333433296,0,21,2,2,False,T60
0.889410019,117892,535.1929540723926,0,22,2,2,False,T60
0.889529467,118100,345.17171600603046,0,23,2,2,False,T60
0.93007946,118220,244.01460941524775,0,24,2,2,False,T60
0.970262527,118189,266.69615194893987,0,25,2,2,False,T60
1.010880947,118221,247.66249755546912,0,26,2,2,False,T60
1.041012526,118407,70.95848762490674,0,27,2,2,False,T60
1.090328693,118658,-175.4557683531594,0,28,2,2,False,T60
1.130095005,118858,-365.24456556147913,0,29,2,2,False,T60
1.161111593,118983,-496.7002064253585,0,30,2,2,False,T60
1.214529991,119099,-603.8563329920928,0,31,2,2,False,T60
1.240763664,119175,-654.7931971296898,0,32,2,2,False,T60
1.28107214,119246,-745.305445413517,0,33,2,2,False,T60
1.321146965,119302,-860.1831686165215,0,34,2,2,False,T60
1.361125231,119095,-445.8290242936663,0,35,2,2,False,T60
1.400710344,117852,553.6094984302684,0,36,2,2,False,T60
1.450404167,117362,1182.1787674373377,0,37,2,2,False,T60
1.490712881,117483,1068.4792670974373,0,38,2,2,False,T60
1.535619974,117773,744.2251103310872,0,39,2,2,False,T60
1.571120739,118057,479.9555451536184,0,40,2,2,False,T60
1.61116457,118288,258.4309974820262,0,41,2,2,False,T60
1.650276184,118406,152.16932462268488,0,42,2,2,False,T60
1.691133022,118388,171.25288512471803,0,43,2,2,False,T60
1.730080128,118396,178.28579706715408,0,44,2,2,False,T60
1.772444963,118512,62.96627193308599,0,45,2,2,False,T60
1.810584307,118726,-123.97963239036667,0,46,2,2,False,T60
1.85071826,118887,-288.6760159239253,0,47,2,2,False,T60
1.891085148,119052,-442.5029731021814,0,48,2,2,False,T60
1.930749893,119212,-590.7740866150486,0,49,2,2,False,T60
1.97070384,119298,-653.334836781216,0,50,2,2,False,T60
2.010657549,119362,-712.957331299047,0,51,2,2,False,T60
