lower_w_seconds,upper_w_seconds,n_combinations,median_d_cc,q25_d_cc,q75_d_cc,median_d_nrmse,q25_d_nrmse,q75_d_nrmse,median_support,minimum_support,rate_cc,rate_nrmse,relative_rate_cc,relative_rate_nrmse,stable_pair,after_dominant_transition,sustained_stability,selected
0.0,0.2,120,0.0035503859131132114,0.0014377035651088536,0.007791938950982066,0.0033700806466592037,0.0013819205724786442,0.007163559303414788,1.0,1.0,0.017751929565566055,0.016850403233296018,0.17529473128582593,0.21583823859502296,True,False,False,False
0.2,0.4,120,2.2043028083650515e-06,0.0,3.257355110872063e-05,2.2132375287013213e-06,0.0,5.337931040865943e-05,1.0,1.0,1.1021514041825256e-05,1.1066187643506606e-05,0.00010883399098610098,0.00014174773243508135,True,False,False,False
0.4,0.6,120,0.002137277724802449,0.000205061866136227,0.009223550197382984,0.0020593691782257997,0.0002366980304220072,0.007411379830835103,1.0,1.0,0.010686388624012246,0.010296845891129001,0.10552473269698899,0.13189316893225236,True,False,False,False
0.6,0.8,120,0.020253808469144166,0.015555285110433165,0.02760263565389935,0.015613918407583392,0.012163044898701288,0.021019853648508596,1.0,1.0,0.1012690423457208,0.07806959203791693,1.0,1.0,False,False,False,False
0.8,1.0,120,0.003605171083198739,0.00046187907410487567,0.00913952939596332,0.00325976410802702,0.0004908287712337919,0.0075173651879757355,1.0,1.0,0.018025855415993698,0.016298820540135105,0.1779996630604594,0.20877296927873115,True,True,True,True
1.0,1.5,120,0.008893924630033235,0.00477994521769575,0.013228536930600379,0.007937171363898907,0.004896426141921661,0.011090527110905857,1.0,1.0,0.01778784926006647,0.015874342727797815,0.17564942699211877,0.20333579711916447,True,True,True,False
1.5,2.0,120,0.007033594956090695,0.00494813097528761,0.009338253070248303,0.006442058194393483,0.004551974852354795,0.008518035095873453,1.0,1.0,0.01406718991218139,0.012884116388786965,0.13890908402350277,0.16503373531821958,True,True,True,False
