session,window_id,window_size_s,label,representation,dimension,fnn_percent,valid_count
sample_1.csv,13,60,Awake,Processed,8,0.4087193460490463,2936
sample_1.csv,13,60,Awake,Processed,9,0.546448087431694,2928
sample_1.csv,13,60,Awake,Processed,10,0.7534246575342466,2920
sample_1.csv,14,60,Awake,Processed,1,96.32352941176471,2992
sample_1.csv,14,60,Awake,Processed,2,35.656836461126005,2984
sample_1.csv,14,60,Awake,Processed,3,8.299731182795698,2976
sample_1.csv,14,60,Awake,Processed,4,2.6954177897574128,2968
sample_1.csv,14,60,Awake,Processed,5,0.6081081081081081,2960
sample_1.csv,14,60,Awake,Processed,6,0.4403794037940379,2952
sample_1.csv,14,60,Awake,Processed,7,0.4076086956521739,2944
sample_1.csv,14,60,Awake,Processed,8,0.3405994550408719,2936
sample_1.csv,14,60,Awake,Processed,9,0.34153005464480873,2928
sample_1.csv,14,60,Awake,Processed,10,0.4452054794520548,2920
sample_1.csv,15,60,Awake,Processed,1,96.3903743315508,2992
sample_1.csv,15,60,Awake,Processed,2,33.98123324396783,2984
sample_1.csv,15,60,Awake,Processed,3,7.594086021505377,2976
sample_1.csv,15,60,Awake,Processed,4,2.8301886792452833,2968
sample_1.csv,15,60,Awake,Processed,5,0.5405405405405406,2960
sample_1.csv,15,60,Awake,Processed,6,0.10162601626016261,2952
sample_1.csv,15,60,Awake,Processed,7,0.0,2944
sample_1.csv,15,60,Awake,Processed,8,0.0,2936
sample_1.csv,15,60,Awake,Processed,9,0.10245901639344263,2928
sample_1.csv,15,60,Awake,Processed,10,0.136986301369863,2920
sample_1.csv,16,60,Awake,Processed,1,96.75802139037432,2992
sample_1.csv,16,60,Awake,Processed,2,34.852546916890084,2984
sample_1.csv,16,60,Awake,Processed,3,5.577956989247312,2976
sample_1.csv,16,60,Awake,Processed,4,0.8423180592991913,2968
sample_1.csv,16,60,Awake,Processed,5,0.2702702702702703,2960
sample_1.csv,16,60,Awake,Processed,6,0.0,2952
sample_1.csv,16,60,Awake,Processed,7,0.0,2944
sample_1.csv,16,60,Awake,Processed,8,0.10217983651226158,2936
sample_1.csv,16,60,Awake,Processed,9,0.06830601092896176,2928
sample_1.csv,16,60,Awake,Processed,10,0.0684931506849315,2920
sample_1.csv,17,60,Awake,Processed,1,97.25935828877004,2992
sample_1.csv,17,60,Awake,Processed,2,36.930294906166225,2984
sample_1.csv,17,60,Awake,Processed,3,7.762096774193548,2976
sample_1.csv,17,60,Awake,Processed,4,2.6954177897574128,2968
sample_1.csv,17,60,Awake,Processed,5,0.20270270270270271,2960
sample_1.csv,17,60,Awake,Processed,6,0.06775067750677506,2952
sample_1.csv,17,60,Awake,Processed,7,0.033967391304347824,2944
sample_1.csv,17,60,Awake,Processed,8,0.10217983651226158,2936
sample_1.csv,17,60,Awake,Processed,9,0.3756830601092896,2928
sample_1.csv,17,60,Awake,Processed,10,0.4452054794520548,2920
sample_1.csv,22,60,Awake,Processed,1,96.89171122994652,2992
sample_1.csv,22,60,Awake,Processed,2,39.57774798927614,2984
sample_1.csv,22,60,Awake,Processed,3,6.821236559139784,2976
sample_1.csv,22,60,Awake,Processed,4,1.3140161725067385,2968
sample_1.csv,22,60,Awake,Processed,5,0.5067567567567568,2960
sample_1.csv,22,60,Awake,Processed,6,0.33875338753387535,2952
sample_1.csv,22,60,Awake,Processed,7,0.1358695652173913,2944
sample_1.csv,22,60,Awake,Processed,8,0.17029972752043596,2936
sample_1.csv,22,60,Awake,Processed,9,0.3756830601092896,2928
sample_1.csv,22,60,Awake,Processed,10,0.6506849315068494,2920
sample_1.csv,23,60,Awake,Processed,1,97.4933155080214,2992
sample_1.csv,23,60,Awake,Processed,2,36.56166219839142,2984
sample_1.csv,23,60,Awake,Processed,3,4.838709677419355,2976
sample_1.csv,23,60,Awake,Processed,4,1.2129380053908356,2968
sample_1.csv,23,60,Awake,Processed,5,0.472972972972973,2960
sample_1.csv,23,60,Awake,Processed,6,0.23712737127371272,2952
sample_1.csv,23,60,Awake,Processed,7,0.2717391304347826,2944
sample_1.csv,23,60,Awake,Processed,8,0.13623978201634876,2936
sample_1.csv,23,60,Awake,Processed,9,0.06830601092896176,2928
sample_1.csv,23,60,Awake,Processed,10,0.0684931506849315,2920
sample_1.csv,27,60,Awake,Processed,1,97.82754010695187,2992
sample_1.csv,27,60,Awake,Processed,2,37.29892761394102,2984
sample_1.csv,27,60,Awake,Processed,3,7.325268817204302,2976
sample_1.csv,27,60,Awake,Processed,4,1.7520215633423182,2968
sample_1.csv,27,60,Awake,Processed,5,0.10135135135135136,2960
sample_1.csv,27,60,Awake,Processed,6,0.16937669376693767,2952
sample_1.csv,27,60,Awake,Processed,7,0.1358695652173913,2944
sample_1.csv,27,60,Awake,Processed,8,0.13623978201634876,2936
sample_1.csv,27,60,Awake,Processed,9,0.17076502732240437,2928
sample_1.csv,27,60,Awake,Processed,10,0.3424657534246575,2920
sample_1.csv,28,60,Awake,Processed,1,97.79411764705883,2992
sample_1.csv,28,60,Awake,Processed,2,35.45576407506702,2984
sample_1.csv,28,60,Awake,Processed,3,5.64516129032258,2976
sample_1.csv,28,60,Awake,Processed,4,1.8194070080862534,2968
sample_1.csv,28,60,Awake,Processed,5,0.0,2960
sample_1.csv,28,60,Awake,Processed,6,0.0,2952
sample_1.csv,28,60,Awake,Processed,7,0.033967391304347824,2944
sample_1.csv,28,60,Awake,Processed,8,0.0,2936
sample_1.csv,28,60,Awake,Processed,9,0.0,2928
sample_1.csv,28,60,Awake,Processed,10,0.2054794520547945,2920
sample_1.csv,29,60,Awake,Processed,1,97.79411764705883,2992
sample_1.csv,29,60,Awake,Processed,2,38.03619302949062,2984
sample_1.csv,29,60,Awake,Processed,3,5.913978494623656,2976
sample_1.csv,29,60,Awake,Processed,4,1.5161725067385445,2968
sample_1.csv,29,60,Awake,Processed,5,0.2364864864864865,2960
sample_1.csv,29,60,Awake,Processed,6,0.13550135501355012,2952
sample_1.csv,29,60,Awake,Processed,7,0.10190217391304347,2944
sample_1.csv,29,60,Awake,Processed,8,0.03405994550408719,2936
sample_1.csv,29,60,Awake,Processed,9,0.06830601092896176,2928
sample_1.csv,29,60,Awake,Processed,10,0.03424657534246575,2920
sample_1.csv,30,60,Awake,Processed,1,98.29545454545455,2992
sample_1.csv,30,60,Awake,Processed,2,33.07640750670242,2984
sample_1.csv,30,60,Awake,Processed,3,5.846774193548387,2976
sample_1.csv,30,60,Awake,Processed,4,1.853099730458221,2968
sample_1.csv,30,60,Awake,Processed,5,0.20270270270270271,2960
sample_1.csv,30,60,Awake,Processed,6,0.03387533875338753,2952
sample_1.csv,30,60,Awake,Processed,7,0.16983695652173914,2944
sample_1.csv,30,60,Awake,Processed,8,0.17029972752043596,2936
sample_1.csv,30,60,Awake,Processed,9,0.1366120218579235,2928
sample_1.csv,30,60,Awake,Processed,10,0.3082191780821918,2920
sample_1.csv,33,60,Awake,Processed,1,97.92780748663101,2992
sample_1.csv,33,60,Awake,Processed,2,34.95308310991957,2984
sample_1.csv,33,60,Awake,Processed,3,6.754032258064516,2976
sample_1.csv,33,60,Awake,Processed,4,2.055256064690027,2968
sample_1.csv,33,60,Awake,Processed,5,0.2364864864864865,2960
sample_1.csv,33,60,Awake,Processed,6,0.06775067750677506,2952
sample_1.csv,33,60,Awake,Processed,7,0.1358695652173913,2944
sample_1.csv,33,60,Awake,Processed,8,0.10217983651226158,2936
sample_1.csv,33,60,Awake,Processed,9,0.1366120218579235,2928
sample_1.csv,33,60,Awake,Processed,10,0.2054794520547945,2920
sample_1.csv,18,60,Drowsy,Processed,1,97.2927807486631,2992
sample_1.csv,18,60,Drowsy,Processed,2,38.806970509383376,2984
sample_1.csv,18,60,Drowsy,Processed,3,8.635752688172044,2976
