session,window_size_s,label,representation,window_id,factor,factor_value,selected_m,m_found
sample_11.csv,120,Awake,Processed,1,theiler_multiplier,2.0,7.0,True
sample_11.csv,120,Awake,Raw,1,R_tol,10.0,,False
sample_11.csv,120,Awake,Raw,1,R_tol,15.0,,False
sample_11.csv,120,Awake,Raw,1,R_tol,20.0,,False
sample_11.csv,120,Awake,Raw,1,A_tol,1.5,,False
sample_11.csv,120,Awake,Raw,1,A_tol,2.0,,False
sample_11.csv,120,Awake,Raw,1,A_tol,2.5,,False
sample_11.csv,120,Awake,Raw,1,fnn_threshold,0.5,,False
sample_11.csv,120,Awake,Raw,1,fnn_threshold,1.0,,False
sample_11.csv,120,Awake,Raw,1,fnn_threshold,2.0,,False
sample_11.csv,120,Awake,Raw,1,theiler_multiplier,0.0,,False
sample_11.csv,120,Awake,Raw,1,theiler_multiplier,1.0,,False
sample_11.csv,120,Awake,Raw,1,theiler_multiplier,2.0,,False
sample_11.csv,120,Drowsy,Processed,5,R_tol,10.0,,False
sample_11.csv,120,Drowsy,Processed,5,R_tol,15.0,,False
sample_11.csv,120,Drowsy,Processed,5,R_tol,20.0,,False
sample_11.csv,120,Drowsy,Processed,5,A_tol,1.5,,False
sample_11.csv,120,Drowsy,Processed,5,A_tol,2.0,,False
sample_11.csv,120,Drowsy,Processed,5,A_tol,2.5,5.0,True
sample_11.csv,120,Drowsy,Processed,5,fnn_threshold,0.5,,False
sample_11.csv,120,Drowsy,Processed,5,fnn_threshold,1.0,,False
sample_11.csv,120,Drowsy,Processed,5,fnn_threshold,2.0,5.0,True
sample_11.csv,120,Drowsy,Processed,5,theiler_multiplier,0.0,,False
sample_11.csv,120,Drowsy,Processed,5,theiler_multiplier,1.0,,False
sample_11.csv,120,Drowsy,Processed,5,theiler_multiplier,2.0,,False
sample_11.csv,120,Drowsy,Raw,5,R_tol,10.0,,False
sample_11.csv,120,Drowsy,Raw,5,R_tol,15.0,,False
sample_11.csv,120,Drowsy,Raw,5,R_tol,20.0,,False
sample_11.csv,120,Drowsy,Raw,5,A_tol,1.5,,False
sample_11.csv,120,Drowsy,Raw,5,A_tol,2.0,,False
sample_11.csv,120,Drowsy,Raw,5,A_tol,2.5,,False
sample_11.csv,120,Drowsy,Raw,5,fnn_threshold,0.5,,False
sample_11.csv,120,Drowsy,Raw,5,fnn_threshold,1.0,,False
sample_11.csv,120,Drowsy,Raw,5,fnn_threshold,2.0,,False
sample_11.csv,120,Drowsy,Raw,5,theiler_multiplier,0.0,,False
sample_11.csv,120,Drowsy,Raw,5,theiler_multiplier,1.0,,False
sample_11.csv,120,Drowsy,Raw,5,theiler_multiplier,2.0,,False
sample_11.csv,180,Awake,Processed,1,R_tol,10.0,,False
sample_11.csv,180,Awake,Processed,1,R_tol,15.0,6.0,True
sample_11.csv,180,Awake,Processed,1,R_tol,20.0,6.0,True
sample_11.csv,180,Awake,Processed,1,A_tol,1.5,,False
sample_11.csv,180,Awake,Processed,1,A_tol,2.0,6.0,True
sample_11.csv,180,Awake,Processed,1,A_tol,2.5,6.0,True
sample_11.csv,180,Awake,Processed,1,fnn_threshold,0.5,,False
sample_11.csv,180,Awake,Processed,1,fnn_threshold,1.0,6.0,True
sample_11.csv,180,Awake,Processed,1,fnn_threshold,2.0,5.0,True
sample_11.csv,180,Awake,Processed,1,theiler_multiplier,0.0,6.0,True
sample_11.csv,180,Awake,Processed,1,theiler_multiplier,1.0,6.0,True
sample_11.csv,180,Awake,Processed,1,theiler_multiplier,2.0,6.0,True
sample_11.csv,180,Awake,Raw,1,R_tol,10.0,,False
sample_11.csv,180,Awake,Raw,1,R_tol,15.0,,False
sample_11.csv,180,Awake,Raw,1,R_tol,20.0,,False
sample_11.csv,180,Awake,Raw,1,A_tol,1.5,,False
sample_11.csv,180,Awake,Raw,1,A_tol,2.0,,False
sample_11.csv,180,Awake,Raw,1,A_tol,2.5,,False
sample_11.csv,180,Awake,Raw,1,fnn_threshold,0.5,,False
sample_11.csv,180,Awake,Raw,1,fnn_threshold,1.0,,False
sample_11.csv,180,Awake,Raw,1,fnn_threshold,2.0,,False
sample_11.csv,180,Awake,Raw,1,theiler_multiplier,0.0,,False
