session,window_id,window_size_s,label,representation,fs,tau_samples,max_m,selected_m,min_fnn_percent,valid_count_at_selected_m,m_found
sample_5.csv,23,60,Awake,Raw,25.002500250041432,5,10,6.0,0.20477815699658702,1470.0,True
sample_5.csv,24,60,Awake,Raw,25.002500250041432,5,10,5.0,0.0,1475.0,True
sample_5.csv,25,60,Awake,Raw,25.002500250041432,5,10,7.0,0.2061855670103093,1465.0,True
sample_5.csv,32,60,Awake,Raw,25.002500250041432,5,10,5.0,0.5460750853242321,1475.0,True
sample_5.csv,34,60,Awake,Raw,25.002500250041432,5,10,,1.292517006802721,,False
sample_5.csv,35,60,Awake,Raw,25.002500250041432,5,10,,1.8305084745762712,,False
sample_5.csv,36,60,Awake,Raw,25.002500250041432,5,10,,1.911262798634812,,False
sample_5.csv,37,60,Awake,Raw,25.002500250041432,5,10,4.0,0.06802721088435373,1480.0,True
sample_5.csv,38,60,Awake,Raw,25.002500250041432,5,10,,1.292517006802721,,False
sample_5.csv,40,60,Awake,Raw,25.002500250041432,5,10,6.0,0.0,1470.0,True
sample_5.csv,26,60,Drowsy,Raw,25.002500250041432,5,10,5.0,0.0,1475.0,True
sample_5.csv,27,60,Drowsy,Raw,25.002500250041432,5,10,5.0,0.6802721088435374,1475.0,True
sample_5.csv,29,60,Drowsy,Raw,25.002500250041432,5,10,5.0,0.06802721088435373,1475.0,True
sample_5.csv,31,60,Drowsy,Raw,25.002500250041432,5,10,,2.7891156462585034,,False
sample_5.csv,47,60,Drowsy,Raw,25.002500250041432,5,10,5.0,0.13605442176870747,1475.0,True
sample_5.csv,51,60,Drowsy,Raw,25.002500250041432,5,10,5.0,0.0,1475.0,True
sample_5.csv,52,60,Drowsy,Raw,25.002500250041432,5,10,8.0,0.7534246575342466,1460.0,True
sample_5.csv,54,60,Drowsy,Raw,25.002500250041432,5,10,6.0,0.3448275862068966,1470.0,True
sample_5.csv,2,60,Awake,Processed,25.002500250041432,4,10,6.0,0.6793478260869565,1476.0,True
sample_5.csv,3,60,Awake,Processed,25.002500250041432,4,10,6.0,0.3405994550408719,1476.0,True
sample_5.csv,4,60,Awake,Processed,25.002500250041432,4,10,,1.084010840108401,,False
sample_5.csv,5,60,Awake,Processed,25.002500250041432,4,10,,1.5667574931880108,,False
sample_5.csv,6,60,Awake,Processed,25.002500250041432,4,10,,1.226158038147139,,False
sample_5.csv,7,60,Awake,Processed,25.002500250041432,4,10,,1.1580381471389645,,False
sample_5.csv,8,60,Awake,Processed,25.002500250041432,4,10,,1.0869565217391304,,False
sample_5.csv,9,60,Awake,Processed,25.002500250041432,4,10,,1.358695652173913,,False
sample_5.csv,10,60,Awake,Processed,25.002500250041432,4,10,5.0,0.8108108108108109,1480.0,True
sample_5.csv,11,60,Awake,Processed,25.002500250041432,4,10,7.0,0.9510869565217392,1472.0,True
sample_5.csv,12,60,Awake,Processed,25.002500250041432,4,10,8.0,0.6164383561643836,1468.0,True
sample_5.csv,13,60,Awake,Processed,25.002500250041432,4,10,,1.4344262295081966,,False
sample_5.csv,14,60,Awake,Processed,25.002500250041432,4,10,,1.1486486486486487,,False
sample_5.csv,16,60,Awake,Processed,25.002500250041432,4,10,5.0,0.20380434782608695,1480.0,True
sample_5.csv,17,60,Awake,Processed,25.002500250041432,4,10,,1.418918918918919,,False
sample_5.csv,18,60,Awake,Processed,25.002500250041432,4,10,5.0,0.8108108108108109,1480.0,True
sample_5.csv,19,60,Awake,Processed,25.002500250041432,4,10,,1.0190217391304348,,False
sample_5.csv,20,60,Awake,Processed,25.002500250041432,4,10,8.0,0.7493188010899182,1468.0,True
sample_5.csv,21,60,Awake,Processed,25.002500250041432,4,10,,2.0325203252032518,,False
sample_5.csv,22,60,Awake,Processed,25.002500250041432,4,10,,1.3513513513513513,,False
sample_5.csv,23,60,Awake,Processed,25.002500250041432,4,10,,1.2295081967213115,,False
sample_5.csv,24,60,Awake,Processed,25.002500250041432,4,10,,1.9808743169398908,,False
sample_5.csv,25,60,Awake,Processed,25.002500250041432,4,10,,1.9754768392370572,,False
sample_5.csv,32,60,Awake,Processed,25.002500250041432,4,10,,1.0245901639344261,,False
sample_5.csv,33,60,Awake,Processed,25.002500250041432,4,10,6.0,0.4076086956521739,1476.0,True
sample_5.csv,34,60,Awake,Processed,25.002500250041432,4,10,5.0,0.20325203252032523,1480.0,True
sample_5.csv,35,60,Awake,Processed,25.002500250041432,4,10,5.0,0.0,1480.0,True
sample_5.csv,36,60,Awake,Processed,25.002500250041432,4,10,5.0,0.6097560975609756,1480.0,True
sample_5.csv,37,60,Awake,Processed,25.002500250041432,4,10,7.0,0.4794520547945206,1472.0,True
sample_5.csv,38,60,Awake,Processed,25.002500250041432,4,10,5.0,0.4076086956521739,1480.0,True
sample_5.csv,39,60,Awake,Processed,25.002500250041432,4,10,,1.0135135135135136,,False
sample_5.csv,40,60,Awake,Processed,25.002500250041432,4,10,,1.4266304347826086,,False
sample_5.csv,49,60,Awake,Processed,25.002500250041432,4,10,,1.2942779291553135,,False
sample_5.csv,26,60,Drowsy,Processed,25.002500250041432,4,10,,1.8342391304347827,,False
sample_5.csv,27,60,Drowsy,Processed,25.002500250041432,4,10,4.0,0.6811989100817438,1484.0,True
sample_5.csv,28,60,Drowsy,Processed,25.002500250041432,4,10,5.0,0.8130081300813009,1480.0,True
sample_5.csv,29,60,Drowsy,Processed,25.002500250041432,4,10,5.0,0.5434782608695652,1480.0,True
sample_5.csv,30,60,Drowsy,Processed,25.002500250041432,4,10,,1.358695652173913,,False
sample_5.csv,31,60,Drowsy,Processed,25.002500250041432,4,10,6.0,0.8130081300813009,1476.0,True
