schema_version,analysis_id,session_id,session,source_file,representation,window_uid,window_size_s,window_id,source_row_index,state,label_code,start_time_s,end_time_s,sampling_rate_hz,n_samples,stationarity_score_processed,stationarity_pass_processed,symbolic_n_levels,symbolic_word_length,peak_min_distance_s,peak_prominence_fraction,ppi_min_s,ppi_max_s,abrupt_change_threshold,min_peak_coverage_pct,prominence_threshold,min_required_intervals,n_peaks,peak_coverage_pct,n_intervals,n_words,mean_hr_bpm,median_hr_bpm,mean_ppi_ms,median_ppi_ms,sd_ppi_ms,min_ppi_ms,max_ppi_ms,ppi_cv,n_invalid_ppi,invalid_ppi_pct,n_abrupt_gt_20pct,abrupt_gt_20pct,ppi_qc_pass,pct_0v,pct_1v,pct_2lv,pct_2uv,pct_2v,symbolic_invariants_pass,symbolic_valid,analysis_included,failure_stage,invalid_reason
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w001,60,1,0,Awake,0,60.18977975845337,120.39949297904968,24.993766908601188,1500,0.056604322177433684,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,363.76907224666525,28,77,98.6912727355957,76,74,77.29156959037475,78.92768497453007,779.1416268599661,760.1895332336426,47.77742114201178,680.1695823669434,880.2194595336914,0.061320586007656275,0,0.0,0,0.0,True,13.513513513513512,59.45945945945946,9.45945945945946,17.56756756756757,27.027027027027028,True,True,True,,
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w002,60,2,1,Awake,0,120.44059586524963,180.6397018432617,24.993766908601188,1500,0.06030823996380633,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,378.22686811657917,28,78,99.29142236709595,77,75,77.99261193941992,78.92768497453007,773.6993950682801,760.1895332336426,58.99209526707039,640.1596069335938,920.229434967041,0.07624678995886283,0,0.0,0,0.0,True,17.333333333333332,49.33333333333333,14.666666666666666,18.666666666666664,33.33333333333333,True,True,True,,
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w003,60,3,2,Awake,0,180.679402589798,240.8799974918365,24.993766908601188,1500,0.08390615392227341,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,396.9766357917672,28,76,98.82463932037354,75,73,76.26934224081424,74.98130072580356,790.5971145629883,800.1995086669922,56.52144635485294,680.1695823669434,920.229434967041,0.07149209795193323,0,0.0,0,0.0,True,9.58904109589041,50.68493150684931,12.32876712328767,27.397260273972602,39.726027397260275,True,True,True,,
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w004,60,4,3,Awake,0,240.9193904399872,301.1197283267975,24.993766908601188,1500,0.04642737891340818,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,413.1147190100814,28,76,97.89107322692871,75,73,77.16887014975535,74.98130072580356,783.1285858154297,800.1995086669922,65.83297561423691,640.1596069335933,920.229434967041,0.08406406917925052,0,0.0,0,0.0,True,21.91780821917808,41.0958904109589,15.068493150684931,21.91780821917808,36.986301369863014,True,True,True,,
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w005,60,5,4,Awake,0,301.1596429347992,361.3598327636719,24.993766908601188,1500,0.10463129951003024,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,403.1288006913255,28,75,98.49122285842896,74,72,75.4143024404716,74.98130072580356,798.5774826359104,800.1995086669922,48.86272425248812,680.1695823669434,920.229434967041,0.06118720514282989,0,0.0,0,0.0,True,6.944444444444445,45.83333333333333,19.444444444444443,27.77777777777778,47.22222222222222,True,True,True,,
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w006,60,6,5,Awake,0,361.4003410339356,421.599440574646,24.993766908601188,1500,0.03361301067236649,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,411.26826071151027,28,73,98.42453956604004,72,70,73.46832384329059,73.19603166090349,820.204496383667,820.204496383667,54.13906941595816,680.1695823669434,960.2394104003906,0.06600679422590429,0,0.0,1,1.408450704225352,True,2.857142857142857,45.714285714285715,15.714285714285715,35.714285714285715,51.42857142857143,True,True,True,,
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w007,60,7,6,Awake,0,421.6394283771515,481.8395617008209,24.993766908601188,1500,0.038061649961078185,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,412.6333814158053,28,65,98.55790615081787,64,62,67.31383121732311,66.68297495377787,923.9803701639175,900.2244472503662,206.08343322716746,680.1695823669434,1680.4189682006836,0.22303875697121953,0,0.0,9,14.285714285714286,True,54.83870967741935,33.87096774193548,0.0,11.29032258064516,11.29032258064516,True,True,True,,
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w008,60,8,7,Awake,0,481.8793661594391,542.0797247886658,24.993766908601188,1500,0.1321912855119581,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,435.8092048174565,28,70,98.09112310409546,69,67,70.6711737069424,71.4107625960034,852.9662878616996,840.2094841003418,58.017610563566585,720.179557800293,960.2394104003924,0.06801864433471443,0,0.0,0,0.0,True,13.432835820895523,41.791044776119406,17.910447761194032,26.865671641791046,44.776119402985074,True,True,True,,
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w009,60,9,8,Awake,0,542.1203167438507,602.3201444149017,24.993766908601188,1500,0.3619782496713215,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,424.3236688221835,28,75,97.55765676498413,74,72,76.09880330133214,74.98130072580356,791.0080278241957,800.1995086669922,45.18237826716192,680.1695823669434,880.2194595336914,0.057119999643295484,0,0.0,0,0.0,True,9.722222222222221,33.33333333333333,19.444444444444443,37.5,56.94444444444444,True,True,True,,
1.0.0,symbolic_processed_v1,11,session_11,sample_11.csv,processed,session_11__processed__60s__w010,60,10,9,Drowsy,1,635.6998307704926,695.8996908664703,24.993766908601188,1500,0.07734510517832181,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,418.32628284430695,28,82,98.09112310409546,81,79,83.06594689255694,83.31255636200396,726.6009118821886,720.179557800293,57.09550718876588,600.1496315002441,880.2194595336932,0.07857890935047901,0,0.0,1,1.25,True,11.39240506329114,46.835443037974684,8.860759493670887,32.911392405063296,41.77215189873418,True,True,True,,
