schema_version,analysis_id,session_id,session,source_file,representation,window_uid,window_size_s,window_id,source_row_index,state,label_code,start_time_s,end_time_s,sampling_rate_hz,n_samples,stationarity_score_processed,stationarity_pass_processed,symbolic_n_levels,symbolic_word_length,peak_min_distance_s,peak_prominence_fraction,ppi_min_s,ppi_max_s,abrupt_change_threshold,min_peak_coverage_pct,prominence_threshold,min_required_intervals,n_peaks,peak_coverage_pct,n_intervals,n_words,mean_hr_bpm,median_hr_bpm,mean_ppi_ms,median_ppi_ms,sd_ppi_ms,min_ppi_ms,max_ppi_ms,ppi_cv,n_invalid_ppi,invalid_ppi_pct,n_abrupt_gt_20pct,abrupt_gt_20pct,ppi_qc_pass,pct_0v,pct_1v,pct_2lv,pct_2uv,pct_2v,symbolic_invariants_pass,symbolic_valid,analysis_included,failure_stage,invalid_reason
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w001,60,1,0,Awake,0,2.63,62.61,50.000000000045475,3000,0.09287681019000465,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,120.17646096739666,28,80,98.83333333324344,79,77,80.18114269250928,81.08108108115482,750.6329113917224,739.999999999327,42.346003721194904,659.9999999993997,879.9999999991996,0.05641373177027723,0,0.0,0,0.0,True,16.883116883116884,46.753246753246756,15.584415584415584,20.77922077922078,36.36363636363636,True,True,True,,
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w002,60,2,1,Awake,0,62.63,122.61,50.000000000045475,3000,0.10521115739987497,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,112.33440870295365,28,80,98.93333333324335,79,77,80.16070860114654,78.94736842112444,751.3924050626077,759.9999999993088,46.81480636956194,639.9999999994179,859.9999999992178,0.062304071819386075,0,0.0,0,0.0,True,12.987012987012987,40.25974025974026,20.77922077922078,25.974025974025974,46.753246753246756,True,True,True,,
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w003,60,3,2,Awake,0,122.63,182.61,50.000000000045475,3000,0.13448383621141846,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,110.8361930485637,28,85,98.56666666657702,84,82,85.68889448967653,85.71428571436367,704.0476190469788,699.9999999993634,52.48336621442564,599.9999999994543,819.9999999992542,0.07454519381156176,0,0.0,0,0.0,True,29.268292682926827,41.46341463414634,7.317073170731707,21.95121951219512,29.268292682926827,True,True,True,,
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w004,60,4,3,Awake,0,182.63,242.61,50.000000000045475,3000,0.09846889560987869,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,110.34753982819662,28,81,98.96666666657666,80,78,81.08614916853527,81.08108108115482,742.2499999993249,739.999999999327,42.81177526408463,659.9999999993997,899.9999999991815,0.05767837691360535,0,0.0,0,0.0,True,20.512820512820515,43.58974358974359,14.102564102564104,21.794871794871796,35.8974358974359,True,True,True,,
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w005,60,5,4,Awake,0,242.63,302.61,50.000000000045475,3000,0.12446930560112156,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,106.97106871524085,28,82,98.3666666665772,81,79,82.57785047852505,81.08108108115482,728.6419753079792,739.999999999327,38.85077497356568,639.9999999994179,819.9999999992542,0.05331943024164151,0,0.0,0,0.0,True,8.860759493670887,53.16455696202532,15.18987341772152,22.78481012658228,37.9746835443038,True,True,True,,
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w006,60,6,5,Awake,0,302.63,362.61,50.000000000045475,3000,0.39026664729855526,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,115.84094227353826,28,76,97.33333333324481,75,73,77.94564147758041,76.92307692314688,778.6666666659585,779.9999999992906,84.6189125452894,619.9999999994361,979.9999999991087,0.10867154864559035,0,0.0,0,0.0,True,19.17808219178082,53.42465753424657,12.32876712328767,15.068493150684931,27.397260273972602,True,True,True,,
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w007,60,7,6,Awake,0,362.63,422.61,50.000000000045475,3000,0.17857617328338113,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,99.5973077746995,28,80,98.49999999991041,79,77,80.46094034817507,81.08108108115482,748.1012658221044,739.999999999327,42.78976481277731,639.9999999994179,879.9999999991996,0.05719782436907752,0,0.0,2,2.5641025641025643,True,15.584415584415584,41.55844155844156,5.194805194805195,37.66233766233766,42.85714285714286,True,True,True,,
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w008,60,8,7,Awake,0,422.63,482.61,50.000000000045475,3000,0.49253566621077627,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,97.1532606890369,28,92,99.13333333324317,91,89,92.36894656787935,90.90909090917359,653.6263736257791,659.9999999993997,51.88698152960871,559.9999999994907,759.9999999993088,0.07938324342970221,0,0.0,2,2.2222222222222223,True,24.719101123595507,35.95505617977528,5.617977528089888,33.70786516853933,39.325842696629216,True,True,True,,
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w009,60,9,8,Awake,0,482.63,542.61,50.000000000045475,3000,0.15610684076545248,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,97.76474611264459,28,84,98.83333333324344,83,81,84.56361920522812,83.33333333340913,714.4578313246515,719.9999999993452,58.54439657937399,579.9999999994725,839.999999999236,0.0819424100521494,0,0.0,0,0.0,True,29.629629629629626,49.382716049382715,8.641975308641975,12.345679012345679,20.98765432098765,True,True,True,,
1.0.0,symbolic_processed_v1,1,session_01,sample_1.csv,processed,session_01__processed__60s__w010,60,10,9,Awake,0,542.63,602.61,50.000000000045475,3000,0.10571814037591075,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,98.56711115398565,28,79,97.96666666657757,78,76,79.95692029309822,78.94736842112444,753.5897435890581,759.9999999993088,49.88231237864342,639.9999999994179,919.9999999991633,0.06619292898158771,0,0.0,1,1.2987012987012987,True,11.842105263157896,53.94736842105264,7.894736842105264,26.315789473684212,34.21052631578948,True,True,True,,
