schema_version,analysis_id,session_id,session,source_file,representation,window_uid,window_size_s,window_id,source_row_index,state,label_code,start_time_s,end_time_s,sampling_rate_hz,n_samples,stationarity_score_processed,stationarity_pass_processed,symbolic_n_levels,symbolic_word_length,peak_min_distance_s,peak_prominence_fraction,ppi_min_s,ppi_max_s,abrupt_change_threshold,min_peak_coverage_pct,prominence_threshold,min_required_intervals,n_peaks,peak_coverage_pct,n_intervals,n_words,mean_hr_bpm,median_hr_bpm,mean_ppi_ms,median_ppi_ms,sd_ppi_ms,min_ppi_ms,max_ppi_ms,ppi_cv,n_invalid_ppi,invalid_ppi_pct,n_abrupt_gt_20pct,abrupt_gt_20pct,ppi_qc_pass,pct_0v,pct_1v,pct_2lv,pct_2uv,pct_2v,symbolic_invariants_pass,symbolic_valid,analysis_included,failure_stage,invalid_reason
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w001,60,1,0,Awake,0,1.589780092,61.79052806,24.991877639597273,1500,0.32745801896442767,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,405.2358668299709,28,85,98.16522666733363,84,82,86.47541535829342,88.20662696328449,701.1801904809545,680.2210000046216,88.81747827568175,600.1950000040779,1360.4420000092432,0.12666855036899993,0,0.0,2,2.4096385542168677,True,73.17073170731707,17.073170731707318,1.2195121951219512,8.536585365853659,9.75609756097561,True,True,True,,
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w002,60,2,1,Awake,0,61.83078885,122.0406938,24.991877639597273,1500,0.09542681596195901,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,474.90501114258973,28,83,98.36529166733499,82,80,84.95715488044445,88.20662696328449,719.746036590256,680.2210000046216,125.19640516444761,600.1950000040779,1480.4810000100588,0.17394525124105772,0,0.0,4,4.938271604938271,True,65.0,25.0,1.25,8.75,10.0,True,True,True,,
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w003,60,3,2,Awake,0,122.0806785,182.2897861,24.991877639597273,1500,0.045155795659844566,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,484.2690208468232,28,77,99.43230500067557,76,74,77.20522029782197,78.92171886188613,784.9918815842808,760.2470000051653,94.0017941945748,680.2210000046216,1440.468000009787,0.1197487469613815,0,0.0,2,2.6666666666666665,True,66.21621621621621,22.972972972972972,0.0,10.81081081081081,10.81081081081081,True,True,True,,
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w004,60,4,3,Awake,0,242.5703766,302.7798588,24.991877639597273,1500,0.1312307710101132,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,441.8478051165774,28,76,98.16522666733363,75,73,78.11222441737495,78.92171886188613,785.321813338669,760.2470000051653,140.89621780958228,640.2080000043497,1480.4810000100588,0.17941207721021366,0,0.0,4,5.405405405405405,True,47.94520547945205,28.767123287671232,4.10958904109589,19.17808219178082,23.28767123287671,True,True,True,,
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w005,60,5,4,Awake,0,302.8202434,363.0201728,24.991877639597273,1500,0.2621766876783241,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,447.48384284024655,28,78,98.7654216673377,77,75,78.27659692148093,78.92171886188613,769.6006883169172,760.2470000051653,49.81413563293399,680.2210000046216,920.2990000062528,0.06472724932441955,0,0.0,0,0.0,True,8.0,34.666666666666664,12.0,45.33333333333333,57.33333333333333,True,True,True,,
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w006,60,6,5,Awake,0,363.0602818,423.2602339,24.991877639597273,1500,0.020381803934921294,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,462.8841837417174,28,82,98.49866833400256,81,79,82.93387539589402,83.30625879865758,729.619765437056,720.2340000048935,87.49764606825616,640.2080000043497,1440.468000009787,0.1199222529502657,0,0.0,2,2.5,True,87.34177215189874,10.126582278481013,0.0,2.5316455696202533,2.5316455696202533,True,True,True,,
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w007,60,7,6,Awake,0,423.3002825,483.5101414,24.991877639597273,1500,0.17543141447464128,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,453.07425399748286,28,74,98.09853833399984,73,71,75.25350478886031,74.97563291879182,806.2893561698618,800.2600000054372,99.51348154357088,680.2210000046216,1440.468000009787,0.12342154932602914,0,0.0,2,2.7777777777777777,True,53.52112676056338,35.2112676056338,0.0,11.267605633802816,11.267605633802816,True,True,True,,
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w008,60,8,7,Awake,0,483.5498762,543.750746,24.991877639597273,1500,0.0971296326711016,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,451.16824605160184,28,76,98.2986033340012,75,73,77.71876179572685,78.92171886188613,786.3888266720096,760.2470000051653,128.48242606514617,640.2080000043497,1440.468000009787,0.1633828224758516,0,0.0,6,8.108108108108109,True,53.42465753424657,21.91780821917808,2.73972602739726,21.91780821917808,24.65753424657534,True,True,True,,
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w009,60,9,8,Awake,0,543.7901969,603.9907424,24.991877639597273,1500,0.11085733973230906,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,429.028701050063,28,76,99.09886333400664,75,73,77.10931643031643,78.92171886188613,792.7909066720531,760.2470000051653,128.5161004651544,560.182000003806,1480.4810000100588,0.1621059214776243,0,0.0,6,8.108108108108109,True,45.20547945205479,38.35616438356164,0.0,16.43835616438356,16.43835616438356,True,True,True,,
1.0.0,symbolic_processed_v1,4,session_04,sample_4.csv,processed,session_04__processed__60s__w010,60,10,9,Awake,0,604.0298774,664.240195,24.991877639597273,1500,0.12460800369928493,True,6,3,0.3,0.2,0.3,2.0,0.2,90.0,438.12110307688584,28,85,98.89879833400528,84,82,85.29701542160542,83.30625879865758,706.4199881000377,720.2340000048935,47.90863796546239,640.2080000043497,880.2860000059809,0.06781891618655322,0,0.0,0,0.0,True,20.73170731707317,45.12195121951219,7.317073170731707,26.829268292682926,34.14634146341463,True,True,True,,
