session,session_id,state,window_id,window_30_id,parent_window_60_id,subwindow,duration_s,window_size_s,representation,fs,n_samples,m,tau_seconds,tau_samples,theiler_seconds,theiler_samples,n_horizons,horizon_min_s,horizon_max_s,Mean_CC,Mean_NRMSE,mean_valid_fraction,minimum_valid_fraction,valid,status,failure_reason
sample_7,7,Awake,24,sample_7_awake_w0012_60s_h2,sample_7_awake_w0012_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8127293168332999,0.509128255069742,1.0,1.0,True,ok,
sample_7,7,Awake,25,sample_7_awake_w0013_60s_h1,sample_7_awake_w0013_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7578725208274864,0.5765314447479877,1.0,1.0,True,ok,
sample_7,7,Awake,26,sample_7_awake_w0013_60s_h2,sample_7_awake_w0013_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6529801900528583,0.6820841126976405,1.0,1.0,True,ok,
sample_7,7,Awake,27,sample_7_awake_w0014_60s_h1,sample_7_awake_w0014_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7610503589372679,0.571085513753506,1.0,1.0,True,ok,
sample_7,7,Awake,28,sample_7_awake_w0014_60s_h2,sample_7_awake_w0014_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8074783313579391,0.5199126593090206,1.0,1.0,True,ok,
sample_7,7,Awake,29,sample_7_awake_w0015_60s_h1,sample_7_awake_w0015_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7245629534792186,0.613260415394636,1.0,1.0,True,ok,
sample_7,7,Awake,30,sample_7_awake_w0015_60s_h2,sample_7_awake_w0015_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7121400293893062,0.6360668361125325,1.0,1.0,True,ok,
sample_7,7,Awake,31,sample_7_awake_w0016_60s_h1,sample_7_awake_w0016_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8891731272832705,0.4271178258327304,1.0,1.0,True,ok,
sample_7,7,Awake,32,sample_7_awake_w0016_60s_h2,sample_7_awake_w0016_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.607455708704047,0.7325620749273082,1.0,1.0,True,ok,
sample_7,7,Awake,33,sample_7_awake_w0017_60s_h1,sample_7_awake_w0017_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5414969122763079,0.7857088400057746,1.0,1.0,True,ok,
sample_7,7,Awake,34,sample_7_awake_w0017_60s_h2,sample_7_awake_w0017_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.9140973658784959,0.37192254871773156,1.0,1.0,True,ok,
sample_7,7,Awake,35,sample_7_awake_w0021_60s_h1,sample_7_awake_w0021_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6762703720644417,0.6862431213519833,1.0,1.0,True,ok,
sample_7,7,Awake,36,sample_7_awake_w0021_60s_h2,sample_7_awake_w0021_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5314930042031502,0.7658780938506397,1.0,1.0,True,ok,
sample_7,7,Awake,37,sample_7_awake_w0022_60s_h1,sample_7_awake_w0022_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6413247163049614,0.7000524670029218,1.0,1.0,True,ok,
sample_7,7,Awake,38,sample_7_awake_w0022_60s_h2,sample_7_awake_w0022_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5377697913445998,0.7644547407113849,1.0,1.0,True,ok,
sample_7,7,Awake,39,sample_7_awake_w0023_60s_h1,sample_7_awake_w0023_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5427231463289608,0.7274037715582701,1.0,1.0,True,ok,
sample_7,7,Awake,40,sample_7_awake_w0023_60s_h2,sample_7_awake_w0023_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6051018592132842,0.734268644572956,1.0,1.0,True,ok,
sample_7,7,Awake,41,sample_7_awake_w0024_60s_h1,sample_7_awake_w0024_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7154261632728278,0.6273722650984488,1.0,1.0,True,ok,
sample_7,7,Awake,42,sample_7_awake_w0024_60s_h2,sample_7_awake_w0024_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5869735405922469,0.714331248229749,1.0,1.0,True,ok,
sample_7,7,Awake,43,sample_7_awake_w0025_60s_h1,sample_7_awake_w0025_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.47535693301119786,0.7630115338986101,1.0,1.0,True,ok,
sample_7,7,Awake,44,sample_7_awake_w0025_60s_h2,sample_7_awake_w0025_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6651118378095038,0.6698539442073271,1.0,1.0,True,ok,
sample_7,7,Awake,45,sample_7_awake_w0026_60s_h1,sample_7_awake_w0026_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5935555097668905,0.6884561213989084,1.0,1.0,True,ok,
sample_7,7,Awake,46,sample_7_awake_w0026_60s_h2,sample_7_awake_w0026_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.4862187934202942,0.8085991237104914,1.0,1.0,True,ok,
sample_7,7,Awake,47,sample_7_awake_w0027_60s_h1,sample_7_awake_w0027_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5448928858427711,0.7545298398315805,1.0,1.0,True,ok,
sample_7,7,Awake,48,sample_7_awake_w0027_60s_h2,sample_7_awake_w0027_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7643166068073006,0.5877860557678504,1.0,1.0,True,ok,
sample_7,7,Awake,49,sample_7_awake_w0028_60s_h1,sample_7_awake_w0028_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6635503985861502,0.6724897662941101,1.0,1.0,True,ok,
sample_7,7,Awake,50,sample_7_awake_w0028_60s_h2,sample_7_awake_w0028_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5427347966948964,0.7252715002081771,1.0,1.0,True,ok,
sample_7,7,Awake,51,sample_7_awake_w0030_60s_h1,sample_7_awake_w0030_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7463256746225551,0.6160063516772379,1.0,1.0,True,ok,
sample_7,7,Awake,52,sample_7_awake_w0030_60s_h2,sample_7_awake_w0030_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7711232845252556,0.5586933598192065,1.0,1.0,True,ok,
sample_7,7,Awake,53,sample_7_awake_w0032_60s_h1,sample_7_awake_w0032_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7087479769249198,0.6424737684038189,1.0,1.0,True,ok,
sample_7,7,Awake,54,sample_7_awake_w0032_60s_h2,sample_7_awake_w0032_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7599306731187778,0.6058579111099944,1.0,1.0,True,ok,
sample_7,7,Awake,55,sample_7_awake_w0033_60s_h1,sample_7_awake_w0033_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.620599969275242,0.6951205051395848,1.0,1.0,True,ok,
sample_7,7,Awake,56,sample_7_awake_w0033_60s_h2,sample_7_awake_w0033_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.46724633088298795,0.800289749060696,1.0,1.0,True,ok,
sample_7,7,Awake,57,sample_7_awake_w0034_60s_h1,sample_7_awake_w0034_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7425752568050891,0.6138634374807374,1.0,1.0,True,ok,
sample_7,7,Awake,58,sample_7_awake_w0034_60s_h2,sample_7_awake_w0034_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6519794524541355,0.6800899164965953,1.0,1.0,True,ok,
sample_7,7,Awake,59,sample_7_awake_w0035_60s_h1,sample_7_awake_w0035_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6612660986523492,0.6687346474732595,1.0,1.0,True,ok,
sample_7,7,Awake,60,sample_7_awake_w0035_60s_h2,sample_7_awake_w0035_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.584052299047372,0.7294633088468039,1.0,1.0,True,ok,
sample_7,7,Awake,61,sample_7_awake_w0036_60s_h1,sample_7_awake_w0036_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7042784131053753,0.6534714461349389,1.0,1.0,True,ok,
sample_7,7,Awake,62,sample_7_awake_w0036_60s_h2,sample_7_awake_w0036_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.673122031115429,0.6777331933433026,1.0,1.0,True,ok,
sample_7,7,Awake,63,sample_7_awake_w0037_60s_h1,sample_7_awake_w0037_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6172598662267699,0.7693003324996301,1.0,1.0,True,ok,
sample_7,7,Awake,64,sample_7_awake_w0037_60s_h2,sample_7_awake_w0037_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7311591245131074,0.6372622257419978,1.0,1.0,True,ok,
sample_7,7,Awake,65,sample_7_awake_w0038_60s_h1,sample_7_awake_w0038_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8230581334255166,0.5306879846340986,1.0,1.0,True,ok,
sample_7,7,Awake,66,sample_7_awake_w0038_60s_h2,sample_7_awake_w0038_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6044522488495603,0.7380872189422982,1.0,1.0,True,ok,
sample_7,7,Awake,67,sample_7_awake_w0039_60s_h1,sample_7_awake_w0039_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5390452093982775,0.7846645312014955,1.0,1.0,True,ok,
sample_7,7,Awake,68,sample_7_awake_w0039_60s_h2,sample_7_awake_w0039_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6064024132748247,0.7486179008142344,1.0,1.0,True,ok,
sample_7,7,Drowsy,69,sample_7_drowsy_w0018_60s_h1,sample_7_drowsy_w0018_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6871017631467289,0.668158814082634,1.0,1.0,True,ok,
sample_7,7,Drowsy,70,sample_7_drowsy_w0018_60s_h2,sample_7_drowsy_w0018_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5200652749800586,0.7767152099711813,1.0,1.0,True,ok,
sample_7,7,Drowsy,71,sample_7_drowsy_w0019_60s_h1,sample_7_drowsy_w0019_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6290775527210923,0.674943021010501,1.0,1.0,True,ok,
sample_7,7,Drowsy,72,sample_7_drowsy_w0019_60s_h2,sample_7_drowsy_w0019_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6553688136633915,0.7257691347526353,1.0,1.0,True,ok,
sample_7,7,Drowsy,73,sample_7_drowsy_w0041_60s_h1,sample_7_drowsy_w0041_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5987508207037736,0.7535423548805351,1.0,1.0,True,ok,
sample_7,7,Drowsy,74,sample_7_drowsy_w0041_60s_h2,sample_7_drowsy_w0041_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7845442521404592,0.5718014997319885,1.0,1.0,True,ok,
sample_7,7,Drowsy,75,sample_7_drowsy_w0042_60s_h1,sample_7_drowsy_w0042_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5164664041705475,0.7597182043802561,1.0,1.0,True,ok,
sample_7,7,Drowsy,76,sample_7_drowsy_w0042_60s_h2,sample_7_drowsy_w0042_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5342531986420364,0.7716197469862526,1.0,1.0,True,ok,
sample_7,7,Drowsy,77,sample_7_drowsy_w0043_60s_h1,sample_7_drowsy_w0043_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5989126548177381,0.7332462600269698,1.0,1.0,True,ok,
sample_7,7,Drowsy,78,sample_7_drowsy_w0043_60s_h2,sample_7_drowsy_w0043_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6989026060297419,0.6797831094091282,1.0,1.0,True,ok,
sample_7,7,Drowsy,79,sample_7_drowsy_w0044_60s_h1,sample_7_drowsy_w0044_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5052462074928178,0.774428872165391,1.0,1.0,True,ok,
sample_7,7,Drowsy,80,sample_7_drowsy_w0044_60s_h2,sample_7_drowsy_w0044_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7041363830893839,0.6301397296216382,1.0,1.0,True,ok,
sample_7,7,Drowsy,81,sample_7_drowsy_w0045_60s_h1,sample_7_drowsy_w0045_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5552167814577206,0.7570307901702015,1.0,1.0,True,ok,
sample_7,7,Drowsy,82,sample_7_drowsy_w0045_60s_h2,sample_7_drowsy_w0045_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7270420203597656,0.6182622616266615,1.0,1.0,True,ok,
sample_7,7,Drowsy,83,sample_7_drowsy_w0046_60s_h1,sample_7_drowsy_w0046_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6940959484694498,0.6807369643595297,1.0,1.0,True,ok,
sample_7,7,Drowsy,84,sample_7_drowsy_w0046_60s_h2,sample_7_drowsy_w0046_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.4309237755442609,0.8137078136694075,1.0,1.0,True,ok,
sample_7,7,Drowsy,85,sample_7_drowsy_w0047_60s_h1,sample_7_drowsy_w0047_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6283039193498792,0.698383982022582,1.0,1.0,True,ok,
sample_7,7,Drowsy,86,sample_7_drowsy_w0047_60s_h2,sample_7_drowsy_w0047_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8867592988401936,0.42563926280376224,1.0,1.0,True,ok,
sample_7,7,Drowsy,87,sample_7_drowsy_w0048_60s_h1,sample_7_drowsy_w0048_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5419588936950303,0.7247857765216654,1.0,1.0,True,ok,
sample_7,7,Drowsy,88,sample_7_drowsy_w0048_60s_h2,sample_7_drowsy_w0048_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7614234177586945,0.605119480083824,1.0,1.0,True,ok,
sample_7,7,Drowsy,89,sample_7_drowsy_w0049_60s_h1,sample_7_drowsy_w0049_60s,h1,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5691787275156909,0.7060033108658357,1.0,1.0,True,ok,
sample_7,7,Drowsy,90,sample_7_drowsy_w0049_60s_h2,sample_7_drowsy_w0049_60s,h2,30,30,Processed,24.99375156214797,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7119214895285564,0.647491955261428,1.0,1.0,True,ok,
sample_8,8,Awake,1,sample_8_awake_w0001_60s_h1,sample_8_awake_w0001_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6424445802935386,0.6683765386696394,1.0,1.0,True,ok,
sample_8,8,Awake,2,sample_8_awake_w0001_60s_h2,sample_8_awake_w0001_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5254537469381084,0.7694118579624867,1.0,1.0,True,ok,
sample_8,8,Awake,3,sample_8_awake_w0002_60s_h1,sample_8_awake_w0002_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7371400240054351,0.6153677342142913,1.0,1.0,True,ok,
sample_8,8,Awake,4,sample_8_awake_w0002_60s_h2,sample_8_awake_w0002_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6163998602754851,0.6557356311826259,1.0,1.0,True,ok,
sample_8,8,Awake,5,sample_8_awake_w0003_60s_h1,sample_8_awake_w0003_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8206738776918208,0.5077805104715136,1.0,1.0,True,ok,
sample_8,8,Awake,6,sample_8_awake_w0003_60s_h2,sample_8_awake_w0003_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6545723506596066,0.6619038995496944,1.0,1.0,True,ok,
sample_8,8,Awake,7,sample_8_awake_w0004_60s_h1,sample_8_awake_w0004_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6382213079334385,0.6764786359051723,1.0,1.0,True,ok,
sample_8,8,Awake,8,sample_8_awake_w0004_60s_h2,sample_8_awake_w0004_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.758962994949186,0.5778630764235447,1.0,1.0,True,ok,
sample_8,8,Awake,9,sample_8_awake_w0005_60s_h1,sample_8_awake_w0005_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6233275661013647,0.6800644759810578,1.0,1.0,True,ok,
sample_8,8,Awake,10,sample_8_awake_w0005_60s_h2,sample_8_awake_w0005_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5827201434709854,0.7187474878777811,1.0,1.0,True,ok,
sample_8,8,Awake,11,sample_8_awake_w0006_60s_h1,sample_8_awake_w0006_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.670062187646036,0.6557555843933949,1.0,1.0,True,ok,
sample_8,8,Awake,12,sample_8_awake_w0006_60s_h2,sample_8_awake_w0006_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7716246481112917,0.5450642972687244,1.0,1.0,True,ok,
sample_8,8,Awake,13,sample_8_awake_w0007_60s_h1,sample_8_awake_w0007_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7557435608157164,0.5791536133031223,1.0,1.0,True,ok,
sample_8,8,Awake,14,sample_8_awake_w0007_60s_h2,sample_8_awake_w0007_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6348603902248497,0.7018416156272609,1.0,1.0,True,ok,
sample_8,8,Awake,15,sample_8_awake_w0008_60s_h1,sample_8_awake_w0008_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6427795265673762,0.7269854234723112,1.0,1.0,True,ok,
sample_8,8,Awake,16,sample_8_awake_w0008_60s_h2,sample_8_awake_w0008_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7491547349291579,0.5876079481733726,1.0,1.0,True,ok,
sample_8,8,Awake,17,sample_8_awake_w0009_60s_h1,sample_8_awake_w0009_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7514918839425685,0.5653801914713575,1.0,1.0,True,ok,
sample_8,8,Awake,18,sample_8_awake_w0009_60s_h2,sample_8_awake_w0009_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.77234184523429,0.5702610470887053,1.0,1.0,True,ok,
sample_8,8,Awake,19,sample_8_awake_w0010_60s_h1,sample_8_awake_w0010_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7765588562536437,0.5616005183880869,1.0,1.0,True,ok,
sample_8,8,Awake,20,sample_8_awake_w0010_60s_h2,sample_8_awake_w0010_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8854396170920532,0.4188179821603921,1.0,1.0,True,ok,
sample_8,8,Awake,21,sample_8_awake_w0011_60s_h1,sample_8_awake_w0011_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7726826624740969,0.5614547063400614,1.0,1.0,True,ok,
sample_8,8,Awake,22,sample_8_awake_w0011_60s_h2,sample_8_awake_w0011_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6576111418209383,0.6569626032645696,1.0,1.0,True,ok,
sample_8,8,Awake,23,sample_8_awake_w0012_60s_h1,sample_8_awake_w0012_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5889809967503835,0.6927067458899352,1.0,1.0,True,ok,
sample_8,8,Awake,24,sample_8_awake_w0012_60s_h2,sample_8_awake_w0012_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8961398543537114,0.4137622357769522,1.0,1.0,True,ok,
sample_8,8,Awake,25,sample_8_awake_w0013_60s_h1,sample_8_awake_w0013_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5690442910915928,0.7087233043950134,1.0,1.0,True,ok,
sample_8,8,Awake,26,sample_8_awake_w0013_60s_h2,sample_8_awake_w0013_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5137114915038247,0.7668073251442508,1.0,1.0,True,ok,
sample_8,8,Awake,27,sample_8_awake_w0014_60s_h1,sample_8_awake_w0014_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7627649722589644,0.5869196810644459,1.0,1.0,True,ok,
sample_8,8,Awake,28,sample_8_awake_w0014_60s_h2,sample_8_awake_w0014_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7102232060976987,0.6252230461536065,1.0,1.0,True,ok,
sample_8,8,Awake,29,sample_8_awake_w0015_60s_h1,sample_8_awake_w0015_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8877527885373182,0.43922525893143,1.0,1.0,True,ok,
sample_8,8,Awake,30,sample_8_awake_w0015_60s_h2,sample_8_awake_w0015_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7827162562847411,0.5419340276627835,1.0,1.0,True,ok,
sample_8,8,Awake,31,sample_8_awake_w0016_60s_h1,sample_8_awake_w0016_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6385181570183932,0.6495324658400434,1.0,1.0,True,ok,
sample_8,8,Awake,32,sample_8_awake_w0016_60s_h2,sample_8_awake_w0016_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6660531758055057,0.6431599652394708,1.0,1.0,True,ok,
sample_8,8,Awake,33,sample_8_awake_w0017_60s_h1,sample_8_awake_w0017_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5727930295839821,0.69778887484357,1.0,1.0,True,ok,
sample_8,8,Awake,34,sample_8_awake_w0017_60s_h2,sample_8_awake_w0017_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6326663531175365,0.7036453498035696,1.0,1.0,True,ok,
sample_8,8,Awake,35,sample_8_awake_w0018_60s_h1,sample_8_awake_w0018_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7861225525016944,0.5495488190881673,1.0,1.0,True,ok,
sample_8,8,Awake,36,sample_8_awake_w0018_60s_h2,sample_8_awake_w0018_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7085569225961768,0.6250324659876965,1.0,1.0,True,ok,
sample_8,8,Awake,37,sample_8_awake_w0019_60s_h1,sample_8_awake_w0019_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7238703003786885,0.6058220574524225,1.0,1.0,True,ok,
sample_8,8,Awake,38,sample_8_awake_w0019_60s_h2,sample_8_awake_w0019_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.862985541541805,0.4648755700037156,1.0,1.0,True,ok,
sample_8,8,Awake,39,sample_8_awake_w0020_60s_h1,sample_8_awake_w0020_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6834186005517613,0.6518911765042884,1.0,1.0,True,ok,
sample_8,8,Awake,40,sample_8_awake_w0020_60s_h2,sample_8_awake_w0020_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5776156488163138,0.7060858444978558,1.0,1.0,True,ok,
sample_8,8,Awake,41,sample_8_awake_w0021_60s_h1,sample_8_awake_w0021_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6368939439783501,0.6983107619765486,1.0,1.0,True,ok,
sample_8,8,Awake,42,sample_8_awake_w0021_60s_h2,sample_8_awake_w0021_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7895545842878513,0.5612169244869356,1.0,1.0,True,ok,
sample_8,8,Awake,43,sample_8_awake_w0022_60s_h1,sample_8_awake_w0022_60s,h1,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8152814920797005,0.5343896208730806,1.0,1.0,True,ok,
sample_8,8,Awake,44,sample_8_awake_w0022_60s_h2,sample_8_awake_w0022_60s,h2,30,30,Processed,24.993751562005933,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6411544127978854,0.6846602901195087,1.0,1.0,True,ok,
