session,window_id,state,window_size_s,representation,sampling_rate_hz,n_samples,m,tau_s,tau_samples,theiler_s,theiler_samples,fit_start_s,fit_end_s,max_follow_s,original_lle,original_fit_r2,original_valid,original_qc_reason,n_surrogates_expected,n_surrogates_valid,surrogate_lle_mean,surrogate_lle_std,surrogate_lle_median,surrogate_lle_q25,surrogate_lle_q75,surrogate_lle_min,surrogate_lle_max,lle_gap_mean,lle_gap_median,z_score_surrogate,rank_ascending,rank_direction,p_two_sided,reject_alpha_0_05,rho_star,master_seed
21,1,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.3880695802051326,10,0.8,1.3,5.0,0.7545624963854364,0.98099534352593,True,ok,39,39,0.4283152728900085,0.0352737513477668,0.4337640587357235,0.4134838057816714,0.4465898724269423,0.33560520103031394,0.5067761797137069,0.3262472234954279,0.3207984376497129,9.249008427794646,40.0,higher,0.05,True,79.52707287670508,20260828
21,2,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4029388591975371,10,0.8,1.3,5.0,0.6922442424505796,0.9304789012511632,True,ok,39,39,0.5069123676138876,0.04178524354827196,0.5104309502506599,0.4834839735589677,0.5284463868613414,0.41255649741100053,0.6072811373153906,0.185331874836692,0.1818132921999197,4.43534269753841,40.0,higher,0.05,True,66.1320519549569,20260828
21,3,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.3931688422843953,10,0.8,1.3,5.0,0.7225641661361676,0.9647595905703653,True,ok,39,39,0.5374498413035708,0.047074426380905636,0.5369975987998838,0.5057975807793881,0.5732093936136897,0.443602262153494,0.6384858951258399,0.18511432483259682,0.18556656733628374,3.9323755819079516,40.0,higher,0.05,True,66.1320519549569,20260828
21,4,Drowsy,60,processed,25.000000000022737,1500,8,0.16,4,0.3994660961909639,10,0.8,1.3,5.0,0.6513281557443974,0.9396158829975328,True,ok,39,39,0.46616398558156913,0.039660180445200484,0.4653335229019998,0.4353481979268981,0.4950336020055869,0.3941998514842135,0.5822018446157996,0.18516417016282827,0.1859946328423976,4.668767718257724,40.0,higher,0.05,True,79.52707287670508,20260828
21,5,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4360082297077648,11,0.8,1.3,5.0,0.5614065018594512,0.92516671025941,True,ok,39,39,0.4791667795443551,0.04017388887611104,0.4728813107682335,0.444637047288037,0.5076801191125921,0.40160952768777103,0.56141113848588,0.08223972231509608,0.0885251910912177,2.047093886496983,39.0,none,0.1,False,95.63524997900372,20260828
21,6,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4298181839301014,11,0.8,1.3,5.0,0.7720841908283287,0.9808282728314842,True,ok,39,39,0.4805953167214479,0.032877347858586925,0.4773295022110463,0.463334981473569,0.5020697804728134,0.4108275912735828,0.5503247319672108,0.2914888741068808,0.2947546886172824,8.86594853577125,40.0,higher,0.05,True,95.63524997900372,20260828
21,7,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4180286126338697,10,0.8,1.3,5.0,0.7470927242418964,0.9790443019204168,True,ok,39,39,0.4504791877601699,0.03294831494785269,0.44972959074817564,0.4223121291636563,0.46648662153811027,0.390873281125449,0.5184984175102056,0.29661353648172656,0.2973631334937208,9.002388648742034,40.0,higher,0.05,True,95.63524997900372,20260828
21,8,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4326902177804936,11,0.8,1.3,5.0,0.6968049287705624,0.9613142187064376,True,ok,39,39,0.4835422969920981,0.03165492328001269,0.4835207895655267,0.4572259047740841,0.5100212742799575,0.40772798069911476,0.5410191194738597,0.21326263177846433,0.21328413920503575,6.73710783918156,40.0,higher,0.05,True,95.63524997900372,20260828
21,9,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4526733689010517,11,0.8,1.3,5.0,0.724151741440224,0.9592835179627246,True,ok,39,39,0.4520864187623557,0.03807777655961361,0.4471998263964159,0.42173679496744365,0.4759246688460018,0.3821008520951212,0.5475479010652954,0.27206532267786826,0.27695191504380806,7.144989735730226,40.0,higher,0.05,True,95.63524997900372,20260828
21,10,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4244212918877346,11,0.8,1.3,5.0,0.711867367750521,0.9385006699556028,True,ok,39,39,0.4356113635010173,0.03427042322069948,0.4318449133114099,0.41279790859171356,0.4647500705223624,0.36087877689949677,0.5178661670474543,0.27625600424950364,0.28002245443911106,8.061061938757845,40.0,higher,0.05,True,95.63524997900372,20260828
21,11,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4308796385627427,11,0.8,1.3,5.0,0.7180642439391075,0.8281561738272101,False,low_fit_r2,39,39,0.4246789716296235,0.037805328099393506,0.4354527856303902,0.39736029093675984,0.45513085086992505,0.33516932200809313,0.4926545558022574,0.293385272309484,0.2826114583087173,7.760421270201611,40.0,higher,0.05,True,95.63524997900372,20260828
21,12,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4565693298346955,11,0.8,1.3,5.0,0.6635789454298937,0.936944201366643,True,ok,39,39,0.47755631439764357,0.042638109747068914,0.47570528886797286,0.45346023366654564,0.5085409799987226,0.3224369840295338,0.5388723037327138,0.18602263103225014,0.18787365656192084,4.36282546613216,40.0,higher,0.05,True,66.1320519549569,20260828
21,13,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4174997112179373,10,0.8,1.3,5.0,0.8324976791205492,0.9961536809187419,True,ok,39,39,0.3675994343925561,0.026858179591996458,0.3642633338915599,0.35471141244560567,0.3845645199675904,0.31459337723896014,0.4316155299323481,0.46489824472799307,0.46823434522898927,17.309372853643787,40.0,higher,0.05,True,95.63524997900372,20260828
21,14,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4371126149742919,11,0.8,1.3,5.0,0.7185488888702994,0.9326019208211438,True,ok,39,39,0.4906947929877637,0.03478039703214429,0.4921364435985585,0.47073215249429645,0.5126198107770765,0.4069100534023521,0.5595342015123617,0.22785409588253575,0.22641244527174093,6.551221818196939,40.0,higher,0.05,True,66.1320519549569,20260828
21,15,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4124958178149494,10,0.8,1.3,5.0,0.7662500779128012,0.9139463375838026,True,ok,39,39,0.4705862318813293,0.0336937737694306,0.4718138713007161,0.4452681949963868,0.48461686063580844,0.3985299120936124,0.5556317251283441,0.2956638460314719,0.2944362066120851,8.775029121247298,40.0,higher,0.05,True,66.1320519549569,20260828
21,16,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.3998461967093738,10,0.8,1.3,5.0,0.7222694283144518,0.9552213363757782,True,ok,39,39,0.4473837004122576,0.031152054167131044,0.44592410522684467,0.4347123943007608,0.4635687694426914,0.36907273229562865,0.5131525966138543,0.27488572790219423,0.2763453230876072,8.824000062000081,40.0,higher,0.05,True,79.52707287670508,20260828
21,17,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4143339626306135,10,0.8,1.3,5.0,0.7533202217181155,0.9543000299508929,True,ok,39,39,0.5830760670832819,0.03985870026409378,0.5962047440460266,0.5495073601390328,0.6149907086261958,0.5055476083903861,0.6528186296075709,0.17024415463483367,0.1571154776720889,4.2711918227849495,40.0,higher,0.05,True,66.1320519549569,20260828
21,18,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4398315786791397,11,0.8,1.3,5.0,0.7798315871724835,0.959686763634318,True,ok,39,39,0.3959630349771026,0.028706350477741564,0.3964459858827838,0.3803274181036581,0.4147051753978079,0.31593731476671133,0.45569211236061063,0.38386855219538085,0.3833856012896997,13.372251986299208,40.0,higher,0.05,True,115.00613197126222,20260828
21,19,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4275809072723006,11,0.8,1.3,5.0,0.6495014488297775,0.9683650974416661,True,ok,39,39,0.5113588300032712,0.04817455775487966,0.5056683045935098,0.48267653741476113,0.5364129041605104,0.426723335030477,0.6273833541320049,0.13814261882650625,0.1438331442362677,2.86754306141012,40.0,higher,0.05,True,79.52707287670508,20260828
21,20,Awake,60,processed,25.000000000022737,1500,8,0.16,4,0.4351325184498551,11,0.8,1.3,5.0,0.797664527883816,0.9966786812258207,True,ok,39,39,0.5326948206139662,0.049539211750644664,0.5327740037527826,0.5022845374334552,0.5654432913276134,0.4087672027726151,0.6139504240753711,0.2649697072698498,0.2648905241310334,5.34868638208402,40.0,higher,0.05,True,79.52707287670508,20260828
21,21,Drowsy,60,processed,25.000000000022737,1500,8,0.16,4,0.4547453193154886,11,0.8,1.3,5.0,0.6632980289341339,0.9295732490853301,True,ok,39,39,0.4720284896274184,0.044361020547121655,0.4718760728263504,0.44664263029081525,0.4975403361044814,0.39331641733995587,0.5761711488601226,0.19126953930671553,0.1914219561077835,4.3116577785568095,40.0,higher,0.05,True,79.52707287670508,20260828
21,22,Drowsy,60,processed,25.000000000022737,1500,8,0.16,4,0.4088513323201012,10,0.8,1.3,5.0,0.6011792368305076,0.8958625820490698,False,low_fit_r2,39,39,0.4238113025936721,0.03309819153779453,0.4323491478786049,0.4152791453551873,0.44627578892193875,0.34843379527124385,0.472116033363196,0.17736793423683545,0.16883008895190266,5.358840649474778,40.0,higher,0.05,True,95.63524997900372,20260828
21,23,Drowsy,60,processed,25.000000000022737,1500,8,0.16,4,0.4203977912628787,11,0.8,1.3,5.0,0.8124794300112389,0.9906009759920473,True,ok,39,39,0.5313022508464977,0.04315477404787556,0.5286681899150515,0.5071048178789246,0.5526967805754541,0.43240909855120896,0.6535789487764869,0.28117717916474116,0.2838112400961874,6.5155521114026795,40.0,higher,0.05,True,79.52707287670508,20260828
21,24,Drowsy,60,processed,25.000000000022737,1500,8,0.16,4,0.4249295449873558,11,0.8,1.3,5.0,0.7306967667746632,0.9643248181560078,True,ok,39,39,0.4902041709295075,0.040712406679580045,0.49246416044428404,0.4591379606803716,0.5189804894650267,0.39912356292738793,0.5622744959984198,0.2404925958451557,0.23823260633037918,5.907108310690426,40.0,higher,0.05,True,95.63524997900372,20260828
21,25,Drowsy,60,processed,25.000000000022737,1500,8,0.16,4,0.4050838942888513,10,0.8,1.3,5.0,0.5948547907883506,0.8816164915303895,False,low_fit_r2,39,39,0.45565152371414924,0.04048347571074393,0.447796829336901,0.4330873084027991,0.47878116081092725,0.36865972478612213,0.546955802963739,0.13920326707420133,0.14705796145144956,3.4385206465179596,40.0,higher,0.05,True,95.63524997900372,20260828
21,26,Drowsy,60,processed,25.000000000022737,1500,8,0.16,4,0.4244604191230606,11,0.8,1.3,5.0,0.7306851592147717,0.9903967611642214,True,ok,39,39,0.37679025689146445,0.03093114966050234,0.36958653582747075,0.3564114214609898,0.40193182388624316,0.3194118966750575,0.4395700532749853,0.3538949023233073,0.361098623387301,11.441375642600665,40.0,higher,0.05,True,115.00613197126222,20260828
21,29,Drowsy,60,processed,25.000000000022737,1500,8,0.16,4,0.4156799796062471,10,0.8,1.3,5.0,0.603609813520008,0.9153807679412055,True,ok,39,39,0.412651336740675,0.03317332722253916,0.40894308539100377,0.3939325838807606,0.43406965236343825,0.3599622507288081,0.512345285796162,0.19095847677933298,0.1946667281290042,5.756386011517978,40.0,higher,0.05,True,115.00613197126222,20260828
21,30,Drowsy,60,processed,25.000000000022737,1500,8,0.16,4,0.4228109083023638,11,0.8,1.3,5.0,0.6597886814028676,0.9736209547996887,True,ok,39,39,0.40629372811825387,0.030312741909303074,0.40010928395825907,0.3859868075912168,0.4275176365866553,0.32660661622207027,0.4627927747322296,0.25349495328461374,0.25967939744460855,8.362653370093694,40.0,higher,0.05,True,115.00613197126222,20260828
