session,window_id,state,window_size_s,representation,surrogate_id,surrogate_seed,rho_star,sampling_rate_hz,m,tau_s,tau_samples,theiler_s,theiler_samples,fit_start_s,fit_end_s,max_follow_s,surrogate_lle,surrogate_fit_r2,n_embedded,n_pairs_initial,n_pairs_fit_min,valid,qc_reason
5,2,Awake,60,processed,1,9835235014422612386,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.6283512596731367,0.9492086612731025,1472,1472,1419,True,ok
5,2,Awake,60,processed,2,15044874240066860876,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.5626225944679235,0.9510680592433638,1472,1472,1418,True,ok
5,2,Awake,60,processed,3,10750526121225574805,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.554026605129251,0.9651430970781696,1472,1472,1413,True,ok
5,2,Awake,60,processed,4,3058771711493182295,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.5894188165296835,0.9857288891145122,1472,1472,1410,True,ok
5,2,Awake,60,processed,5,2502791840541004292,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.5782916171997643,0.9124292653442978,1472,1472,1398,True,ok
5,2,Awake,60,processed,6,14611241890830089210,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.4990558310193368,0.848648154950882,1472,1472,1421,True,ok
5,2,Awake,60,processed,7,13963939844160122806,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.5203748501879448,0.9390888664772511,1472,1472,1414,True,ok
5,2,Awake,60,processed,8,13432919933077322128,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.5725402524833315,0.9618030735358203,1472,1472,1417,True,ok
5,2,Awake,60,processed,9,13731904100833101756,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.5107159831422191,0.9360697942207786,1472,1472,1428,True,ok
5,2,Awake,60,processed,10,4289150310842020683,45.73050519273266,25.002500250041432,8,0.16,4,0.5476865073526967,14,0.8,1.3,5.0,0.5795034554198937,0.9161605361393543,1472,1472,1418,True,ok
