session,window_id,state,window_size_s,representation,surrogate_id,surrogate_seed,rho_star,sampling_rate_hz,m,tau_s,tau_samples,theiler_s,theiler_samples,fit_start_s,fit_end_s,max_follow_s,surrogate_lle,surrogate_fit_r2,n_embedded,n_pairs_initial,n_pairs_fit_min,valid,qc_reason
14,1,Awake,60,processed,1,14878866576293217384,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6253906911932381,0.9067256160699889,1472,1472,1409,True,ok
14,1,Awake,60,processed,2,7652471639057422542,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6080714924006054,0.8897274125718139,1472,1472,1428,True,ok
14,1,Awake,60,processed,3,2913989354544194336,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6392531447703793,0.9365931097119191,1472,1472,1415,True,ok
14,1,Awake,60,processed,4,13680992594350802859,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.7029435544781815,0.9362738856732349,1472,1472,1385,True,ok
14,1,Awake,60,processed,5,1736283661792407951,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6052214248692186,0.9218299647343091,1472,1472,1404,True,ok
14,1,Awake,60,processed,6,2476757121366959517,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6312185724037979,0.8901821070160227,1472,1472,1419,True,ok
14,1,Awake,60,processed,7,8895576442859778282,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6032903463825664,0.854304063074406,1472,1472,1417,True,ok
14,1,Awake,60,processed,8,10549344010839672551,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6523539743321313,0.923565223262702,1472,1472,1425,True,ok
14,1,Awake,60,processed,9,11275712939086056289,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.61338950835968,0.9523266365384038,1472,1472,1392,True,ok
14,1,Awake,60,processed,10,14307255004351491646,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.5800000730921047,0.8581383938278575,1472,1472,1418,True,ok
14,1,Awake,60,processed,11,65110599125232358,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.5855972958161254,0.8076973285932879,1472,1472,1406,True,ok
14,1,Awake,60,processed,12,1849252419204179729,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6076992513184463,0.903424956325181,1472,1472,1413,True,ok
14,1,Awake,60,processed,13,9801804977862667574,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.581254871888457,0.7628695811874873,1472,1472,1407,True,ok
14,1,Awake,60,processed,14,16116399569630520084,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.5963384984157135,0.879562499247983,1472,1472,1412,True,ok
14,1,Awake,60,processed,15,2241276083437135567,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.5882551867983554,0.8968662440842834,1472,1472,1412,True,ok
14,1,Awake,60,processed,16,1914269263320426189,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.615458912597973,0.9043417241970385,1472,1472,1419,True,ok
14,1,Awake,60,processed,17,1910354624225577203,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6452599176643556,0.9074120835563902,1472,1472,1413,True,ok
14,1,Awake,60,processed,18,2384753243928935901,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.5965133538181145,0.9226899560758166,1472,1472,1393,True,ok
14,1,Awake,60,processed,19,4164098197738936019,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6650091476491234,0.9490096811227228,1472,1472,1412,True,ok
14,1,Awake,60,processed,20,15609760202794159100,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6278190622468193,0.8992953420896987,1472,1472,1425,True,ok
14,1,Awake,60,processed,21,17513045216952591942,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6566419000142499,0.8872853899101504,1472,1472,1412,True,ok
14,1,Awake,60,processed,22,11496702851555289258,142.69109692489403,24.993626625203223,8,0.16,4,0.5190583970300346,13,0.8,1.3,5.0,0.6521551756352756,0.903194722077872,1472,1472,1398,True,ok
