session,window_id,state,window_size_s,representation,surrogate_id,surrogate_seed,rho_star,sampling_rate_hz,m,tau_s,tau_samples,theiler_s,theiler_samples,fit_start_s,fit_end_s,max_follow_s,surrogate_lle,surrogate_fit_r2,n_embedded,n_pairs_initial,n_pairs_fit_min,valid,qc_reason
25,1,Awake,60,processed,1,16677044503795616932,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6429264408411869,0.8484934199704742,1472,1472,1433,True,ok
25,1,Awake,60,processed,2,13942387334768331153,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5083966820007968,0.7676265911772475,1472,1472,1417,True,ok
25,1,Awake,60,processed,3,8558957690186527611,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5284463197984677,0.8387008691069306,1472,1470,1402,True,ok
25,1,Awake,60,processed,4,5788309633883808188,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.553571963287969,0.8328684886571281,1472,1472,1382,True,ok
25,1,Awake,60,processed,5,15771112307796166229,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5899287016554305,0.8663884029730866,1472,1472,1415,True,ok
25,1,Awake,60,processed,6,2542355083793726600,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5484099183171995,0.8358535850817798,1472,1472,1408,True,ok
25,1,Awake,60,processed,7,8599672790395015446,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6355474643964213,0.8590637387365238,1472,1472,1414,True,ok
25,1,Awake,60,processed,8,9820976035571736903,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5545425974174206,0.9152341666570004,1472,1472,1402,True,ok
25,1,Awake,60,processed,9,5588271298068236338,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6222485308574887,0.8433343976655245,1472,1472,1402,True,ok
25,1,Awake,60,processed,10,256141307494613557,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6127208883253366,0.8695039196643725,1472,1472,1421,True,ok
25,1,Awake,60,processed,11,17884654970432870506,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5808744353838847,0.8933544721311191,1472,1472,1401,True,ok
25,1,Awake,60,processed,12,2300018442042543159,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6332805045327617,0.903362589487517,1472,1472,1423,True,ok
25,1,Awake,60,processed,13,3352811214444065926,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5784704639286042,0.8567657155726073,1472,1472,1408,True,ok
25,1,Awake,60,processed,14,10297865722180419363,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5891309908375791,0.7348933757133757,1472,1472,1414,True,ok
25,1,Awake,60,processed,15,10713964506525772875,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6155389377595625,0.8026913902299083,1472,1472,1410,True,ok
25,1,Awake,60,processed,16,10739061637764522022,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6080303923477144,0.778711520967069,1472,1472,1411,True,ok
25,1,Awake,60,processed,17,8283654879414079626,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6140549547751905,0.7868356736532848,1472,1472,1392,True,ok
25,1,Awake,60,processed,18,13896561607733045479,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6016070829417053,0.7646117869361501,1472,1472,1420,True,ok
25,1,Awake,60,processed,19,457774018022588098,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6451555082524927,0.846070476394208,1472,1472,1417,True,ok
25,1,Awake,60,processed,20,4835011949141631069,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5855377015090676,0.8326665361060703,1472,1472,1411,True,ok
25,1,Awake,60,processed,21,3988704339495908030,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5977118385175574,0.825515738651121,1472,1472,1393,True,ok
25,1,Awake,60,processed,22,17710786987268129317,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5924422656331497,0.9281956685852502,1472,1472,1398,True,ok
25,1,Awake,60,processed,23,3606644089592076362,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5687432840692215,0.8189884597627023,1472,1472,1409,True,ok
25,1,Awake,60,processed,24,3815755809207235420,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5245894986325575,0.7716703394579677,1472,1472,1430,True,ok
25,1,Awake,60,processed,25,8621335128944223480,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5720205208073127,0.8643603441448829,1472,1472,1413,True,ok
25,1,Awake,60,processed,26,15773654732647297870,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.566305980451978,0.8802488515876041,1472,1472,1410,True,ok
25,1,Awake,60,processed,27,7102016060886405640,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5467317101733494,0.831801710440644,1472,1472,1430,True,ok
25,1,Awake,60,processed,28,13488640157989728590,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6206909660670074,0.7837258854412491,1472,1472,1379,True,ok
25,1,Awake,60,processed,29,16210305974730076274,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5916393857897057,0.8489388294026603,1472,1472,1395,True,ok
25,1,Awake,60,processed,30,18013704723925539006,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5862208317646892,0.8412844958899118,1472,1472,1393,True,ok
25,1,Awake,60,processed,31,9156921495956705211,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5197007626962025,0.7500064949011755,1472,1472,1411,True,ok
25,1,Awake,60,processed,32,15720642316111526466,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6225647252397869,0.9049511831791174,1472,1472,1399,True,ok
25,1,Awake,60,processed,33,12922397738148578405,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5889277002962124,0.7656348111725706,1472,1472,1407,True,ok
25,1,Awake,60,processed,34,5794632185747613202,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6236141645353456,0.8561948931237436,1472,1472,1390,True,ok
25,1,Awake,60,processed,35,1968020846152085857,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5403373609003355,0.8464344484675923,1472,1472,1412,True,ok
25,1,Awake,60,processed,36,346881893713432740,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6066807557057146,0.8238929101603663,1472,1472,1412,True,ok
25,1,Awake,60,processed,37,1942917734409564866,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5840341656166073,0.8444194583668049,1472,1472,1414,True,ok
25,1,Awake,60,processed,38,17151547812542475680,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.6364096689942712,0.8268532008937473,1472,1472,1420,True,ok
25,1,Awake,60,processed,39,2098627462754050864,112.315013660346,24.99593816004646,8,0.16,4,0.4289494604766938,11,0.8,1.3,5.0,0.5680324508748511,0.7756955530352931,1472,1472,1429,True,ok
25,2,Awake,60,processed,1,2464832965498391849,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5448378929962373,0.8662730333149866,1472,1443,1387,True,ok
25,2,Awake,60,processed,2,17716031995973523244,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5884890521632499,0.8579299854584189,1472,1472,1395,True,ok
25,2,Awake,60,processed,3,15834713055192242590,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5991566842867972,0.7993025376446122,1472,1472,1405,True,ok
25,2,Awake,60,processed,4,923199790877985123,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5607723245709476,0.8979085793851411,1472,1425,1351,True,ok
25,2,Awake,60,processed,5,4918371967225617629,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5908863663969008,0.9160533688820278,1472,1472,1416,True,ok
25,2,Awake,60,processed,6,4522334069080695718,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5212615233416336,0.9027450775514623,1472,1472,1390,True,ok
25,2,Awake,60,processed,7,126036965469054100,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5575056128499074,0.7776770172148957,1472,1472,1416,True,ok
25,2,Awake,60,processed,8,15156132874971180424,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5458227770095188,0.738376404490711,1472,1472,1408,True,ok
25,2,Awake,60,processed,9,821045099516786116,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5250802231556246,0.8275033204197126,1472,1472,1396,True,ok
25,2,Awake,60,processed,10,8797768602736742371,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.611408206475863,0.9149663118223033,1472,1472,1413,True,ok
25,2,Awake,60,processed,11,8080901689695013232,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.6076359412389359,0.8845120064674986,1472,1472,1415,True,ok
25,2,Awake,60,processed,12,7612407142050288478,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5856874968273981,0.8230227609453098,1472,1472,1395,True,ok
25,2,Awake,60,processed,13,7513077989880052151,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5523039519559052,0.8130401306678979,1472,1472,1399,True,ok
25,2,Awake,60,processed,14,16454064557575934183,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.6200967532811432,0.8592285848918928,1472,1472,1414,True,ok
25,2,Awake,60,processed,15,3701068035564468317,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5937308290668416,0.7870298110738927,1472,1472,1427,True,ok
25,2,Awake,60,processed,16,3137901800285816669,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.6048582572828259,0.8768643812108595,1472,1472,1430,True,ok
25,2,Awake,60,processed,17,2419019126688174111,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5706565512518228,0.8881015424695428,1472,1472,1404,True,ok
25,2,Awake,60,processed,18,4287228198462192031,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5798632099205959,0.8048549968559662,1472,1472,1440,True,ok
25,2,Awake,60,processed,19,14636695995400212831,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.6439908162234208,0.9091552473928118,1472,1450,1373,True,ok
25,2,Awake,60,processed,20,6937253052227231967,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.6175093906030749,0.8988218778373719,1472,1472,1378,True,ok
25,2,Awake,60,processed,21,11317550619682684256,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5901309002678036,0.829177017417364,1472,1472,1394,True,ok
25,2,Awake,60,processed,22,3878303899446822632,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.6131833019070908,0.9198671482643966,1472,1472,1375,True,ok
25,2,Awake,60,processed,23,16342403644353678199,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.6354281925876477,0.8604245040349958,1472,1472,1404,True,ok
25,2,Awake,60,processed,24,10025799206445088907,112.315013660346,24.99593816004646,8,0.16,4,0.4153438497024056,10,0.8,1.3,5.0,0.5828536965473318,0.8049220044919765,1472,1472,1398,True,ok
