session,window_id,state,window_size_s,representation,surrogate_id,surrogate_seed,rho_star,sampling_rate_hz,m,tau_s,tau_samples,theiler_s,theiler_samples,fit_start_s,fit_end_s,max_follow_s,surrogate_lle,surrogate_fit_r2,n_embedded,n_pairs_initial,n_pairs_fit_min,valid,qc_reason
11,1,Awake,60,processed,1,2353866652916580731,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6788695353798752,0.8490470093566019,1472,1472,1406,True,ok
11,1,Awake,60,processed,2,6353985214935464667,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.7102522816205342,0.8919162193091225,1472,1472,1407,True,ok
11,1,Awake,60,processed,3,5339894608898895377,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6748361350945816,0.9201269340267543,1472,1472,1418,True,ok
11,1,Awake,60,processed,4,8691066154407176227,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.712366948584856,0.8613018762139041,1472,1472,1421,True,ok
11,1,Awake,60,processed,5,15127673907872611174,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.7464470555116576,0.9002020350088483,1472,1472,1405,True,ok
11,1,Awake,60,processed,6,81024952342253704,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6750767638800425,0.919460555210716,1472,1472,1410,True,ok
11,1,Awake,60,processed,7,7853787903681719600,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6113581803219971,0.9210706635969501,1472,1472,1411,True,ok
11,1,Awake,60,processed,8,14555252877770517126,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.686842837230587,0.9182769491021978,1472,1472,1410,True,ok
11,1,Awake,60,processed,9,13937770801755706013,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.5857862061794684,0.8440309366604646,1472,1472,1410,True,ok
11,1,Awake,60,processed,10,12707673928776360888,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6564921612438992,0.8253393460763956,1472,1472,1410,True,ok
11,1,Awake,60,processed,11,11025281371231110811,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6131653461122422,0.9235337071321025,1472,1472,1401,True,ok
11,1,Awake,60,processed,12,18081676711595613084,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6208540219505713,0.9148744625456665,1472,1472,1416,True,ok
11,1,Awake,60,processed,13,4137089702634370263,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6170536190658612,0.7991007739976437,1472,1472,1405,True,ok
11,1,Awake,60,processed,14,17430674813729910777,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6817053910210776,0.8681875851064547,1472,1472,1420,True,ok
11,1,Awake,60,processed,15,3736627715853271522,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6398293747514906,0.9037739799021058,1472,1472,1404,True,ok
11,1,Awake,60,processed,16,8456307522802825920,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6888901516347499,0.8953436885598648,1472,1472,1396,True,ok
11,1,Awake,60,processed,17,15983504197140503677,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6458810683387184,0.8670764177339821,1472,1472,1410,True,ok
11,1,Awake,60,processed,18,10651711425425304077,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6880000036330671,0.9368273165683358,1472,1472,1406,True,ok
11,1,Awake,60,processed,19,672949224884787427,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6597175257815253,0.9335911367445987,1472,1472,1438,True,ok
11,1,Awake,60,processed,20,16780895740034043599,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6384436414050021,0.8684343719336193,1472,1472,1387,True,ok
11,1,Awake,60,processed,21,2160391632660019638,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6976740759289881,0.9346222495941386,1472,1472,1404,True,ok
11,1,Awake,60,processed,22,15100784282713610922,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6459593128720914,0.9241372430069665,1472,1472,1400,True,ok
11,1,Awake,60,processed,23,4721996577422091711,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.5736037221388364,0.8601666966133076,1472,1472,1383,True,ok
11,1,Awake,60,processed,24,3887162196683129635,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.707896575104529,0.9224414755443107,1472,1472,1425,True,ok
11,1,Awake,60,processed,25,6496976258870226212,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6541798733361277,0.8480505021680623,1472,1472,1412,True,ok
11,1,Awake,60,processed,26,18225921938767454440,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6550478691875359,0.9464980724688139,1472,1472,1398,True,ok
11,1,Awake,60,processed,27,1496758320434043483,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.5765189673189897,0.9106587346621089,1472,1472,1409,True,ok
11,1,Awake,60,processed,28,5194085422271932863,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6844281555575645,0.9487033510772395,1472,1472,1378,True,ok
11,1,Awake,60,processed,29,5044549499416105827,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6712768314247184,0.829924159104118,1472,1472,1385,True,ok
11,1,Awake,60,processed,30,10375726210563347585,79.52707287670508,24.993766908601188,8,0.16,4,0.5487099547004085,14,0.8,1.3,5.0,0.6482975681903659,0.9215598884779044,1472,1472,1397,True,ok
