config_hash,experiment,setting,session,window_id,state,fs,n_samples,m,tau_s,tau_samples,fit_start_s,fit_end_s,theiler_multiplier,theiler_base_s,theiler_s,theiler_samples,lle,fit_r2,n_pairs_initial,n_pairs_fit_min,valid,qc_reason
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,11,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5453861896867453,0.5453861896867453,27,0.9856823656851303,0.9902652056932796,2944,2855,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,12,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5086710033323601,0.5086710033323601,25,0.810945322803681,0.9850439001818896,2944,2800,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,13,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5450986663830599,0.5450986663830599,27,0.9204619095778253,0.989275863535445,2944,2838,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,14,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5490672065774523,0.5490672065774523,27,1.017385641675817,0.9746840752211828,2944,2833,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,15,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5526021140742113,0.5526021140742113,28,0.9698755202743968,0.9750882357691272,2944,2811,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,16,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.566332829779369,0.5663328297793692,28,0.9011516367339952,0.9768777569227372,2944,2815,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,17,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.6036980196124853,0.6036980196124851,30,0.8793491655008708,0.9732174961150422,2944,2810,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,18,Drowsy,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5474339689325064,0.5474339689325064,27,0.9922830454604018,0.974957914585026,2944,2873,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,21,Drowsy,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5592449708332209,0.559244970833221,28,0.9421648418538598,0.9857012603796635,2944,2822,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,22,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5534842967071117,0.5534842967071119,28,0.8550782432674915,0.9848540833426416,2944,2803,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,23,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.559021854977186,0.5590218549771859,28,0.9145965983973486,0.9889245515166154,2944,2819,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,24,Drowsy,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5791053585444256,0.5791053585444256,29,0.8013539247279471,0.989166332723905,2944,2796,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,25,Drowsy,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5901664250045131,0.5901664250045131,30,0.8162442077084744,0.997595388996107,2944,2865,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,26,Drowsy,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5769267558318371,0.5769267558318371,29,0.8833207560797833,0.9915316058036848,2944,2853,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,27,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5891967978300546,0.5891967978300545,29,0.9012354588357542,0.9932012883243814,2944,2862,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,28,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.6268567935121061,0.6268567935121061,31,1.011417493410193,0.9910191454336316,2944,2802,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,29,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.6085199783932133,0.6085199783932134,30,1.028058603608312,0.9935051123236256,2944,2806,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,30,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.6041966699094115,0.6041966699094116,30,0.921818994889974,0.9912654459803356,2944,2790,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,31,Drowsy,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.6106145121255815,0.6106145121255815,31,0.7021028507556002,0.982038090934276,2944,2792,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,33,Awake,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5951472323147307,0.5951472323147307,30,0.8930032308553342,0.993867850447576,2944,2852,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),1,34,Drowsy,50.00000000004548,3000,8,0.16,8,0.8,1.3,1.0,0.5969485368100336,0.5969485368100336,30,0.8508454421393316,0.9911475161521024,2944,2851,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,1,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.486649785472999,0.486649785472999,12,0.640124674935554,0.9452879495988078,1472,1388,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,2,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5097943577009518,0.5097943577009518,13,0.7899486334791744,0.9822983254662216,1472,1417,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,3,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5448969011310193,0.5448969011310193,14,0.8774702478488547,0.9892291837872036,1472,1381,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,4,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5596502199266864,0.5596502199266866,14,0.8679927250631551,0.9823196698133508,1472,1413,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,5,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5730538629169175,0.5730538629169175,14,0.7655131964468765,0.979998365402047,1472,1412,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,6,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5245342318024375,0.5245342318024374,13,0.868912584531585,0.9816752152384371,1472,1424,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,7,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.592312316794564,0.5923123167945639,15,0.8082048466294136,0.9645758512174648,1472,1413,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,8,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5415584855473823,0.5415584855473823,14,0.8456319558790418,0.9708049431826664,1472,1408,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,9,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5595329439809358,0.559532943980936,14,0.8677791570518432,0.9725312603848912,1472,1404,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,10,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.49771172240242806,0.497711722402428,12,0.7987880680629765,0.9770228841173288,1472,1393,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,11,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5232115252084582,0.523211525208458,13,0.6895502093040389,0.9688881498350886,1472,1402,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,12,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5466173430117337,0.5466173430117338,14,0.7257817445120944,0.9778498107856312,1472,1422,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,13,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5487617897685365,0.5487617897685365,14,0.7583551340334036,0.9801402102857234,1472,1400,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,14,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.4886886102073729,0.4886886102073729,12,0.7620085001020849,0.9718296732647704,1472,1408,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,15,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.49495729772850944,0.4949572977285094,12,0.7226874244869205,0.9552675430728714,1472,1426,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,16,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.4986531029401136,0.4986531029401136,12,0.7912909243070774,0.9851512694025324,1472,1433,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,17,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.507532925972993,0.507532925972993,13,0.7490007020153149,0.9625135365172643,1472,1424,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,18,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.49901447063098486,0.4990144706309848,12,0.8079072707678471,0.9659635542673178,1472,1400,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,19,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5006233887012274,0.5006233887012272,13,0.8696714140263174,0.9918817780490388,1472,1396,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,20,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.518178031068808,0.5181780310688081,13,0.8701487376495088,0.9939493806308056,1472,1427,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,21,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.4692488172302807,0.4692488172302808,12,0.7633845704399094,0.9907746645265672,1472,1392,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,22,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5283159066402929,0.5283159066402929,13,0.7824802990670998,0.985376260712804,1472,1407,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,23,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.48484515886425533,0.4848451588642554,12,0.7139715450466734,0.9749342795071846,1472,1417,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,24,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.48460492492673984,0.4846049249267398,12,0.8326741137969206,0.9596727136124612,1472,1403,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,25,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.4686574708286083,0.4686574708286083,12,0.8224498955850977,0.9497421568861222,1472,1415,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,26,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5184290573908418,0.5184290573908419,13,0.8477073570325854,0.9612577989930748,1472,1422,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,27,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5164833803758792,0.5164833803758789,13,0.8643698428492461,0.9764534952032158,1472,1417,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,28,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5021008397746517,0.5021008397746517,13,0.7058906281690734,0.9598033740966572,1472,1406,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,29,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5036603125806921,0.5036603125806921,13,0.8146802098355347,0.9853862708152472,1472,1418,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,30,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5154811505530754,0.5154811505530754,13,0.9177205889179748,0.9867590459560692,1472,1426,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,31,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5356265341330797,0.5356265341330797,13,0.8519954661531333,0.9851459704686976,1472,1412,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,32,Awake,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.4757450425199569,0.4757450425199569,12,0.7808807446067751,0.9523039006658244,1472,1427,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,33,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5188461518853436,0.5188461518853436,13,0.73752065527316,0.9819718554598276,1472,1400,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,34,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.4917423019396621,0.491742301939662,12,0.7535467389481182,0.9703134123910028,1472,1415,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,35,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.49313405245748715,0.4931340524574871,12,0.7435326898100797,0.960667381299927,1472,1419,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,36,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.509046670735312,0.509046670735312,13,0.8618768919086157,0.9806308939597052,1472,1434,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,37,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.49288838622209563,0.4928883862220957,12,0.7588513260015309,0.9804749805892063,1472,1414,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,38,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.4879054589892962,0.4879054589892962,12,0.7621550296798051,0.9455278375363374,1472,1428,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,39,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.4901124860336338,0.4901124860336338,12,0.7806199838297103,0.9793583443248896,1472,1420,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,40,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.50800008751083,0.5080000875108299,13,0.7510098988471643,0.985959997287192,1472,1411,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,41,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5212302993317245,0.5212302993317246,13,0.7654461666979245,0.9573745635618822,1472,1406,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,42,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5381219299782364,0.5381219299782364,13,0.7022239123757171,0.9412632933482596,1472,1409,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,43,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.48251962069814264,0.4825196206981425,12,0.7593469695050169,0.9715238007424456,1472,1401,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,44,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.47133655535599017,0.4713365553559903,12,0.8350988727764167,0.98147363514161,1472,1413,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,45,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5217091506709459,0.521709150670946,13,0.8351175750698633,0.989097398831966,1472,1416,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),4,46,Drowsy,24.991877639597277,1500,8,0.16,4,0.8,1.3,1.0,0.5268223538808753,0.5268223538808753,13,0.8712319360183066,0.9733062881021652,1472,1425,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,2,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5476865073526967,0.5476865073526967,14,0.7003659490137759,0.978423853440304,1472,1419,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,3,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5327884803421785,0.5327884803421785,13,0.6927116192020786,0.903251501570499,1472,1417,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,4,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5013117222208616,0.5013117222208617,13,0.7809935044928492,0.9866050483911788,1472,1418,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,5,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.47936072178418426,0.4793607217841842,12,0.809792073082385,0.989038603962157,1472,1404,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,6,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.4956859791982041,0.4956859791982041,12,0.7302719706760146,0.9753452686516214,1472,1415,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,7,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5527321847654943,0.5527321847654943,14,0.7343543510761443,0.9697716126349613,1472,1433,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,8,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5353833896721303,0.5353833896721303,13,0.786855931255348,0.9863210495404174,1472,1410,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,9,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5297401511016432,0.5297401511016432,13,0.8130711282416521,0.957301440381894,1472,1414,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,10,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5198509404895525,0.5198509404895524,13,0.8262337648720133,0.9529519271369644,1472,1381,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,11,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.45849314878443,0.45849314878443,11,0.6882142096766141,0.9818434555892338,1472,1405,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,12,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.46463501657405115,0.4646350165740511,12,0.7402914129813681,0.9849126560843788,1472,1428,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,13,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5032422267878954,0.5032422267878955,13,0.7573855329708173,0.9915691594696976,1472,1403,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,14,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5302008679521525,0.5302008679521525,13,0.6820216171141595,0.9906410487296258,1472,1395,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,16,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.49108289894566737,0.4910828989456673,12,0.9010124363918084,0.991554757438866,1472,1391,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,17,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.4840990931124957,0.4840990931124957,12,0.8368787335232014,0.9867804550446156,1472,1410,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,18,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.45916282053732216,0.4591628205373222,11,0.730638520615028,0.9939374839362632,1472,1409,True,ok
bc330dd9c3e1f1b01da77bddae27b46d527be4483da6954817e855004b3ce641,theiler,T2: 1.00× (nominal),5,19,Awake,25.002500250041432,1500,8,0.16,4,0.8,1.3,1.0,0.5228259862637906,0.5228259862637907,13,0.7680204034431836,0.9790947008463634,1472,1397,True,ok
