session,window_id,state,window_size_s,representation,sampling_rate_hz,n_samples,m,tau_s,tau_samples,theiler_s,theiler_samples,fit_start_s,fit_end_s,fit_duration_s,max_follow_s,lle_1_per_s,fit_r2,n_embedded,n_pairs_initial,n_pairs_fit_min,analysis_included,signal_finite,valid,qc_reason
23,1,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.57958713756921,14,0.8,1.3,0.5,5.0,0.9079642700372083,0.9891956978607828,1472,1472,1418,True,True,True,ok
23,2,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.577880541191738,14,0.8,1.3,0.5,5.0,0.9392097875105943,0.9779336344992765,1472,1472,1425,True,True,True,ok
23,3,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5743575131737516,14,0.8,1.3,0.5,5.0,0.9683799532293894,0.9730064641863758,1472,1472,1418,True,True,True,ok
23,4,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5602338826098285,14,0.8,1.3,0.5,5.0,0.888262385959851,0.9818959037013449,1472,1472,1412,True,True,True,ok
23,5,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5622596465904679,14,0.8,1.3,0.5,5.0,0.8890732468856699,0.9873720882032094,1472,1472,1410,True,True,True,ok
23,6,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5857196637621855,15,0.8,1.3,0.5,5.0,0.941050791184894,0.9892089104427676,1472,1472,1438,True,True,True,ok
23,7,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5796835976228205,14,0.8,1.3,0.5,5.0,0.8076970842840383,0.9815097442313276,1472,1472,1410,True,True,True,ok
23,8,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5529106703166222,14,0.8,1.3,0.5,5.0,0.9836619527434092,0.9776150238938489,1472,1472,1410,True,True,True,ok
23,9,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5801527899312364,15,0.8,1.3,0.5,5.0,0.9200565254804942,0.9952405908060284,1472,1472,1432,True,True,True,ok
23,10,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5684869101155378,14,0.8,1.3,0.5,5.0,0.9826395035419154,0.9887179464489414,1472,1472,1398,True,True,True,ok
23,11,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.524500877330789,13,0.8,1.3,0.5,5.0,0.8265944597916439,0.987780145612448,1472,1472,1428,True,True,True,ok
23,12,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.568451652221037,14,0.8,1.3,0.5,5.0,0.8961856570839817,0.9843707314220317,1472,1472,1400,True,True,True,ok
23,14,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5569868830733973,14,0.8,1.3,0.5,5.0,0.8728898738619658,0.9655759982398211,1472,1472,1420,True,True,True,ok
23,15,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5854436116867187,15,0.8,1.3,0.5,5.0,0.8307843436144989,0.9611754077064588,1472,1472,1411,True,True,True,ok
23,16,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5492767657308677,14,0.8,1.3,0.5,5.0,0.780211574703376,0.9883171245926392,1472,1472,1418,True,True,True,ok
23,18,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5613238828923552,14,0.8,1.3,0.5,5.0,0.8712686939249586,0.9898610934747744,1472,1472,1403,True,True,True,ok
23,19,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5314082695854432,13,0.8,1.3,0.5,5.0,0.8031867452743291,0.987504876076733,1472,1472,1412,True,True,True,ok
23,20,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.567491202649714,14,0.8,1.3,0.5,5.0,0.8378105795575013,0.9834459143912504,1472,1472,1409,True,True,True,ok
23,21,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.6086510260890026,15,0.8,1.3,0.5,5.0,0.9621312243459293,0.9688814791072085,1472,1472,1413,True,True,True,ok
23,22,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5726259272988057,14,0.8,1.3,0.5,5.0,0.8322056528688465,0.9581080878461192,1472,1472,1406,True,True,True,ok
23,26,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5310165668835666,13,0.8,1.3,0.5,5.0,0.8026276725176398,0.9708756080251536,1472,1472,1409,True,True,True,ok
23,27,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5844184737733593,15,0.8,1.3,0.5,5.0,0.9189022286484136,0.987900573120078,1472,1472,1419,True,True,True,ok
23,28,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5355851855989768,13,0.8,1.3,0.5,5.0,0.742046559214077,0.9275557830808026,1472,1472,1433,True,True,True,ok
23,29,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.5489560265935347,14,0.8,1.3,0.5,5.0,0.8326772299159139,0.9799067444910988,1472,1472,1407,True,True,True,ok
