session,window_id,state,window_size_s,representation,sampling_rate_hz,n_samples,m,tau_s,tau_samples,theiler_s,theiler_samples,fit_start_s,fit_end_s,fit_duration_s,max_follow_s,lle_1_per_s,fit_r2,n_embedded,n_pairs_initial,n_pairs_fit_min,analysis_included,signal_finite,valid,qc_reason
7,1,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.48753820108703094,12,0.8,1.3,0.5,5.0,0.9100290281049372,0.9793850528012414,1472,1472,1388,True,True,True,ok
7,2,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.5007206824601735,13,0.8,1.3,0.5,5.0,0.8600442663867236,0.9845942770633374,1472,1472,1412,True,True,True,ok
7,3,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4974659770041601,12,0.8,1.3,0.5,5.0,0.8446696935968327,0.9365775246435663,1472,1472,1392,True,True,True,ok
7,4,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4741274055605939,12,0.8,1.3,0.5,5.0,0.8039849487102291,0.9782855430662957,1472,1472,1392,True,True,True,ok
7,5,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4869514974576668,12,0.8,1.3,0.5,5.0,0.883504378338929,0.9652296560996269,1472,1472,1391,True,True,True,ok
7,6,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4745131101810442,12,0.8,1.3,0.5,5.0,0.9003682859889428,0.959713866898494,1472,1472,1408,True,True,True,ok
7,7,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.5072267690317346,13,0.8,1.3,0.5,5.0,0.8781718751772729,0.9668648441690828,1472,1472,1421,True,True,True,ok
7,8,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4828478929735472,12,0.8,1.3,0.5,5.0,0.8491640906728896,0.9599180425387962,1472,1472,1408,True,True,True,ok
7,9,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.46429159511129525,12,0.8,1.3,0.5,5.0,0.8304591949812117,0.972591319739411,1472,1472,1424,True,True,True,ok
7,10,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4855923978070035,12,0.8,1.3,0.5,5.0,0.8327907655831521,0.9310253636182978,1472,1472,1411,True,True,True,ok
7,11,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.48017401482702154,12,0.8,1.3,0.5,5.0,0.9111033880947528,0.9770290832758766,1472,1472,1409,True,True,True,ok
7,12,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4918180461736775,12,0.8,1.3,0.5,5.0,0.984586021397578,0.9720606883334124,1472,1472,1405,True,True,True,ok
7,13,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4837176786324011,12,0.8,1.3,0.5,5.0,0.8235282802490984,0.9564050080978546,1472,1472,1379,True,True,True,ok
7,14,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4821430457387262,12,0.8,1.3,0.5,5.0,0.883580259284189,0.9593515732526375,1472,1472,1418,True,True,True,ok
7,15,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4589421134042283,11,0.8,1.3,0.5,5.0,0.8624967177749828,0.9368128417358524,1472,1472,1408,True,True,True,ok
7,16,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4609919440734026,12,0.8,1.3,0.5,5.0,0.738620780502928,0.950527469388464,1472,1472,1438,True,True,True,ok
7,17,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4621451161913907,12,0.8,1.3,0.5,5.0,0.7031307535959694,0.9559654467387675,1472,1472,1418,True,True,True,ok
7,18,Drowsy,60,processed,24.99375156214797,1500,8,0.16,4,0.4355240112756793,11,0.8,1.3,0.5,5.0,0.761380224087069,0.9146352514404474,1472,1472,1440,True,True,True,ok
7,19,Drowsy,60,processed,24.99375156214797,1500,8,0.16,4,0.4550376507242147,11,0.8,1.3,0.5,5.0,0.7068151803874696,0.907777014265952,1472,1472,1427,True,True,True,ok
7,21,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.48228065307112544,12,0.8,1.3,0.5,5.0,0.7527969010162793,0.9847567690071503,1472,1472,1417,True,True,True,ok
7,22,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.5248217909303694,13,0.8,1.3,0.5,5.0,0.9818344150348057,0.9910553455283823,1472,1472,1402,True,True,True,ok
7,23,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4775075118516453,12,0.8,1.3,0.5,5.0,0.8782682247265712,0.986268103767072,1472,1472,1407,True,True,True,ok
7,24,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.46704257566928664,12,0.8,1.3,0.5,5.0,0.8271839638802408,0.9759353091351644,1472,1472,1422,True,True,True,ok
7,25,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.4984249920792169,12,0.8,1.3,0.5,5.0,0.8721324785294594,0.9886179237116717,1472,1472,1409,True,True,True,ok
7,26,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.5014121264970448,13,0.8,1.3,0.5,5.0,0.8735362162523594,0.9553676817194673,1472,1472,1433,True,True,True,ok
7,27,Awake,60,processed,24.99375156214797,1500,8,0.16,4,0.49952703236137797,12,0.8,1.3,0.5,5.0,0.8686092283160519,0.9819741931602326,1472,1472,1416,True,True,True,ok
