session,window_id,state,window_size_s,representation,sampling_rate_hz,n_samples,m,tau_s,tau_samples,theiler_s,theiler_samples,fit_start_s,fit_end_s,fit_duration_s,max_follow_s,lle_1_per_s,fit_r2,n_embedded,n_pairs_initial,n_pairs_fit_min,analysis_included,signal_finite,valid,qc_reason
22,1,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4795469534348491,12,0.8,1.3,0.5,5.0,0.7401546132520285,0.9828561064009622,1472,1472,1418,True,True,True,ok
22,2,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.49811601687272444,12,0.8,1.3,0.5,5.0,0.8223601066733901,0.9940701458936156,1472,1472,1395,True,True,True,ok
22,3,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4999479752483464,12,0.8,1.3,0.5,5.0,0.7583936081539122,0.9894757221507028,1472,1472,1420,True,True,True,ok
22,4,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4792865843052634,12,0.8,1.3,0.5,5.0,0.7476497993684318,0.9893102390205494,1472,1472,1421,True,True,True,ok
22,5,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4855232968709693,12,0.8,1.3,0.5,5.0,0.7481104781040602,0.984761559197963,1472,1472,1409,True,True,True,ok
22,6,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.46822084972106953,12,0.8,1.3,0.5,5.0,0.57166842720764,0.9334027224788582,1472,1472,1396,True,True,True,ok
22,7,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4877507232003564,12,0.8,1.3,0.5,5.0,0.8060379255091198,0.9935145367828504,1472,1472,1402,True,True,True,ok
22,8,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4712548987665471,12,0.8,1.3,0.5,5.0,0.8694943534170457,0.9866531479570106,1472,1472,1433,True,True,True,ok
22,9,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4926470615689374,12,0.8,1.3,0.5,5.0,0.8999674665142494,0.9976203403902666,1472,1472,1421,True,True,True,ok
22,10,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.47784754435097315,12,0.8,1.3,0.5,5.0,0.7750643782399348,0.9959469586862838,1472,1472,1431,True,True,True,ok
22,11,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.48133108326296337,12,0.8,1.3,0.5,5.0,0.7461885250538081,0.9872902336918908,1472,1472,1416,True,True,True,ok
22,12,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.49445378920570093,12,0.8,1.3,0.5,5.0,0.6944335274302721,0.9816504994399394,1472,1472,1439,True,True,True,ok
22,14,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.48894647229246413,12,0.8,1.3,0.5,5.0,0.7411576509664825,0.9510260291146388,1472,1472,1395,True,True,True,ok
22,15,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.5235122960648413,13,0.8,1.3,0.5,5.0,0.8336346372296688,0.9962104108270574,1472,1472,1415,True,True,True,ok
22,16,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4772224622757514,12,0.8,1.3,0.5,5.0,0.7147471454251014,0.9708328092135755,1472,1472,1395,True,True,True,ok
22,17,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.5017432765577647,13,0.8,1.3,0.5,5.0,0.8917904142266218,0.9870790256221852,1472,1472,1432,True,True,True,ok
22,18,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.5017400918119562,13,0.8,1.3,0.5,5.0,0.7624182164129616,0.9841084485630429,1472,1472,1432,True,True,True,ok
22,19,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4889741065728394,12,0.8,1.3,0.5,5.0,0.8159764829909695,0.9858972895472313,1472,1472,1413,True,True,True,ok
22,20,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.48177648777123233,12,0.8,1.3,0.5,5.0,0.7504517549863553,0.9886179696570757,1472,1472,1384,True,True,True,ok
22,21,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.5066248375438357,13,0.8,1.3,0.5,5.0,0.8240065586107538,0.9860152429228246,1472,1472,1404,True,True,True,ok
22,22,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.4608681491029255,12,0.8,1.3,0.5,5.0,0.6861816554229971,0.9424904912023705,1472,1472,1389,True,True,True,ok
22,23,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.46277057698322027,12,0.8,1.3,0.5,5.0,0.6787061490464539,0.9773321988305936,1472,1472,1418,True,True,True,ok
22,24,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.4656347539755073,12,0.8,1.3,0.5,5.0,0.6044092725282518,0.8985813932596566,1472,1472,1422,True,True,False,low_fit_r2
22,25,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.5023797508037493,13,0.8,1.3,0.5,5.0,0.7582522585072575,0.9928964444960925,1472,1472,1410,True,True,True,ok
22,26,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.4868977015949824,12,0.8,1.3,0.5,5.0,0.7440134301786223,0.9844229747449593,1472,1472,1423,True,True,True,ok
22,27,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.4734971396106888,12,0.8,1.3,0.5,5.0,0.712232413070062,0.977105858195015,1472,1472,1410,True,True,True,ok
22,28,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.4863242353396535,12,0.8,1.3,0.5,5.0,0.6743120949305228,0.9885155162238711,1472,1472,1419,True,True,True,ok
22,29,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.49963853806970104,12,0.8,1.3,0.5,5.0,0.7076729054755908,0.9699416777232333,1472,1472,1423,True,True,True,ok
22,30,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.5108945476473837,13,0.8,1.3,0.5,5.0,0.7554351178582512,0.9758091688438505,1472,1472,1416,True,True,True,ok
22,31,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.5233617020336492,13,0.8,1.3,0.5,5.0,0.7422192473297924,0.989310900619619,1472,1472,1397,True,True,True,ok
22,32,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.5077590939835481,13,0.8,1.3,0.5,5.0,0.6124872445237866,0.972868017059131,1472,1472,1393,True,True,True,ok
22,33,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.49965381719391405,12,0.8,1.3,0.5,5.0,0.6717423518787854,0.9924744225719423,1472,1472,1416,True,True,True,ok
22,34,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.4987198559559952,12,0.8,1.3,0.5,5.0,0.7122812350508502,0.9621596418597349,1472,1472,1398,True,True,True,ok
22,35,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.5221461523270248,13,0.8,1.3,0.5,5.0,0.7211525453885951,0.9806578142678323,1472,1472,1422,True,True,True,ok
22,36,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.4902062302886372,12,0.8,1.3,0.5,5.0,0.6198453737680978,0.9522244255310583,1472,1472,1429,True,True,True,ok
22,37,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.5399349916599716,13,0.8,1.3,0.5,5.0,0.8719802613646975,0.9751870116103112,1472,1472,1434,True,True,True,ok
22,38,Drowsy,60,processed,25.000625015646552,1500,8,0.16,4,0.5548918760790104,14,0.8,1.3,0.5,5.0,0.7657310507602626,0.9926613128844939,1472,1472,1427,True,True,True,ok
22,40,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.5271203292043116,13,0.8,1.3,0.5,5.0,0.7450098500961634,0.9941446120487355,1472,1472,1405,True,True,True,ok
22,41,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.539114301255822,13,0.8,1.3,0.5,5.0,0.8588404573886923,0.9936759501152541,1472,1472,1421,True,True,True,ok
22,43,Awake,60,processed,25.000625015646552,1500,8,0.16,4,0.5509379587114855,14,0.8,1.3,0.5,5.0,0.7711030130231067,0.9899964986026495,1472,1472,1418,True,True,True,ok
