session,window_id,state,window_size_s,representation,sampling_rate_hz,n_samples,m,tau_s,tau_samples,theiler_s,theiler_samples,fit_start_s,fit_end_s,fit_duration_s,max_follow_s,lle_1_per_s,fit_r2,n_embedded,n_pairs_initial,n_pairs_fit_min,analysis_included,signal_finite,valid,qc_reason
18,1,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.40163922914701866,10,0.8,1.3,0.5,5.0,0.7349359824276808,0.972827721927072,1472,1472,1425,True,True,True,ok
18,2,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.411006377662941,10,0.8,1.3,0.5,5.0,0.8303969788863579,0.9755208178554825,1472,1472,1393,True,True,True,ok
18,3,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.41653020246043965,10,0.8,1.3,0.5,5.0,0.8535536651096041,0.9913842483162153,1472,1472,1407,True,True,True,ok
18,4,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4174674831595604,10,0.8,1.3,0.5,5.0,0.770406521540516,0.9661679286413765,1472,1472,1416,True,True,True,ok
18,5,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4065440777406776,10,0.8,1.3,0.5,5.0,0.8279239902034924,0.978295463769623,1472,1472,1400,True,True,True,ok
18,6,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4254639649117107,11,0.8,1.3,0.5,5.0,0.7322483160726154,0.9587560047027499,1472,1472,1426,True,True,True,ok
18,7,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4111502906802706,10,0.8,1.3,0.5,5.0,0.7155810118549613,0.988272124484515,1472,1472,1429,True,True,True,ok
18,8,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4109706152488755,10,0.8,1.3,0.5,5.0,0.6458791972029019,0.9061258266674418,1472,1472,1384,True,True,True,ok
18,9,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4318318316416899,11,0.8,1.3,0.5,5.0,0.7032523576336525,0.920065383322411,1472,1472,1428,True,True,True,ok
18,10,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4192627825741215,10,0.8,1.3,0.5,5.0,0.7900970303145834,0.9565627443152541,1472,1472,1401,True,True,True,ok
18,11,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4298394429734663,11,0.8,1.3,0.5,5.0,0.7741662037581803,0.9424987348604947,1472,1472,1386,True,True,True,ok
18,12,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4108411461663519,10,0.8,1.3,0.5,5.0,0.676848152242325,0.9694846347693677,1472,1472,1388,True,True,True,ok
18,13,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.41080417653942564,10,0.8,1.3,0.5,5.0,0.6191310618553605,0.9633923477115903,1472,1472,1421,True,True,True,ok
18,14,Awake,60,processed,24.997500250004045,1500,8,0.16,4,0.4117146392808017,10,0.8,1.3,0.5,5.0,0.6265414073522144,0.8828256162031723,1472,1472,1423,True,True,False,low_fit_r2
18,16,Drowsy,60,processed,24.997500250004045,1500,8,0.16,4,0.4002417370552327,10,0.8,1.3,0.5,5.0,1.0142148482284106,0.989685092045448,1472,1472,1419,True,True,True,ok
18,18,Drowsy,60,processed,24.997500250004045,1500,8,0.16,4,0.4250271973002127,11,0.8,1.3,0.5,5.0,0.840945381983567,0.9690930717437356,1472,1472,1410,True,True,True,ok
18,19,Drowsy,60,processed,24.997500250004045,1500,8,0.16,4,0.4152949156850496,10,0.8,1.3,0.5,5.0,0.9343032993388931,0.9817892845842825,1472,1472,1411,True,True,True,ok
18,20,Drowsy,60,processed,24.997500250004045,1500,8,0.16,4,0.4034700363780772,10,0.8,1.3,0.5,5.0,0.7386410675597453,0.9413629800086158,1472,1472,1411,True,True,True,ok
18,21,Drowsy,60,processed,24.997500250004045,1500,8,0.16,4,0.40050215156151026,10,0.8,1.3,0.5,5.0,0.7689975643536235,0.9628169017343563,1472,1472,1432,True,True,True,ok
18,22,Drowsy,60,processed,24.997500250004045,1500,8,0.16,4,0.4028575125497614,10,0.8,1.3,0.5,5.0,0.6402068259658454,0.9659811893343336,1472,1472,1429,True,True,True,ok
18,23,Drowsy,60,processed,24.997500250004045,1500,8,0.16,4,0.4074980350776894,10,0.8,1.3,0.5,5.0,0.6727942538584475,0.9124690470704082,1472,1472,1381,True,True,True,ok
18,24,Drowsy,60,processed,24.997500250004045,1500,8,0.16,4,0.4091974845570039,10,0.8,1.3,0.5,5.0,0.8050309307155703,0.978778881237661,1472,1472,1416,True,True,True,ok
