window_size_s,horizon_seconds,n_paired_sessions,mean_delta_cc_processed,sd_delta_cc_processed,median_delta_cc_processed,iqr_delta_cc_processed,fraction_positive_delta_cc_processed,mean_delta_cc_raw,sd_delta_cc_raw,median_delta_cc_raw,iqr_delta_cc_raw,fraction_positive_delta_cc_raw,mean_representation_difference_cc,sd_representation_difference_cc,median_representation_difference_cc,iqr_representation_difference_cc,direction_agreement_cc,mean_delta_nrmse_processed,sd_delta_nrmse_processed,median_delta_nrmse_processed,iqr_delta_nrmse_processed,fraction_positive_delta_nrmse_processed,mean_delta_nrmse_raw,sd_delta_nrmse_raw,median_delta_nrmse_raw,iqr_delta_nrmse_raw,fraction_positive_delta_nrmse_raw,mean_representation_difference_nrmse,sd_representation_difference_nrmse,median_representation_difference_nrmse,iqr_representation_difference_nrmse,direction_agreement_nrmse
180,0.04,20,-0.0052028727028258556,0.006038936356982111,-0.004758784219431544,0.009984275052605657,0.2,0.0019091651865274118,0.010724822912120232,0.0028734205384447487,0.014037240108060539,0.6,0.007112037889353268,0.01095392917152572,0.005480087912409282,0.01430885026453968,0.5,0.021627743030293987,0.025013925590621537,0.021038421214286326,0.040893351425042725,0.8,-0.007901393328113794,0.03882505424420443,-0.011560932849058764,0.047985177040509565,0.4,-0.02952913635840778,0.0397957780130133,-0.019807773465526257,0.04920754595813128,0.5
180,0.08,20,-0.00882762701758379,0.011723403317592637,-0.008340714986737996,0.0168898198727101,0.25,0.004954688311135491,0.024194788160269057,0.0022107765111970545,0.03117562197212667,0.55,0.01378231532871928,0.02184386611357853,0.014151481758393203,0.025958933412087493,0.6,0.025656093482457943,0.03351123732320756,0.02420664015402335,0.04763326133930358,0.75,-0.013928052221552273,0.05751104842961468,-0.007878061040176881,0.06913616228477266,0.45,-0.03958414570401022,0.05197478547466561,-0.039347860388418976,0.06746683545788723,0.6
180,0.12,20,-0.008405908153818831,0.012086224699336007,-0.009833000092481115,0.016244830066646537,0.25,0.005523440879925373,0.029495715335811773,0.0038354915650888888,0.03613584678875645,0.55,0.013929349033744204,0.024968938889828617,0.014010822517896981,0.02973505548293917,0.6,0.02457560603523517,0.03284335488575862,0.027426325854175093,0.045452368603764684,0.75,-0.014066955334627217,0.061448911209834166,-0.0076010597830232784,0.08361798183292742,0.45,-0.038642561369862376,0.051458193708290266,-0.03772899617475256,0.06367566799240662,0.6
180,0.16,20,-0.008509192045520707,0.01294481002159323,-0.010379355909825527,0.014813598323652144,0.25,0.0071987129516387915,0.02922461317917927,-0.0028003615331345655,0.04063373386460756,0.45,0.0157079049971595,0.02561734749821454,0.008544472852827889,0.035764135298298416,0.7,0.02346702315540148,0.03379757989924333,0.02748752725141415,0.03933526123797859,0.75,-0.016477961049349052,0.05972314459046935,0.002286801023511642,0.08244727195608095,0.5,-0.03994498420475053,0.053213435336963606,-0.024485799138773634,0.060473739893476486,0.65
180,0.2,20,-0.008906541383091392,0.013548715652907372,-0.009395671241889392,0.017948344785325726,0.25,0.007877474710389293,0.03039004443948113,-0.00694087357201828,0.048868642642054455,0.45,0.016784016093480687,0.027716757251965724,0.0062876609331276034,0.04406439991678793,0.7,0.023609389699676086,0.03443520394142583,0.025079213691695273,0.04280696310377784,0.75,-0.01703752533994072,0.06181496979269008,0.0102928855492527,0.10346112511662219,0.55,-0.0406469150396168,0.057999226594515986,-0.0254923541579343,0.07519025569613012,0.7
180,0.28,20,-0.009262465007228738,0.0148872137188081,-0.012250714414095587,0.015146053599483927,0.25,0.00814456448912258,0.03333380486921388,0.0036802114257754592,0.0463687257387409,0.55,0.01740702949635132,0.027580844050644766,0.01818992460923885,0.037355881999105806,0.7,0.023762548947807948,0.03586938888290347,0.02891566367807122,0.039202292800060004,0.75,-0.01698576744040422,0.06592420885952144,-0.004899162883355901,0.0931139610906496,0.4,-0.04074831638821217,0.05487917791783382,-0.03268425816515125,0.07364220527960418,0.65
180,0.4,20,-0.0112560987722355,0.018023357816840904,-0.013847017581868348,0.01821160458278162,0.2,0.010761392880484565,0.034023742615610045,-0.003106487585201434,0.05217583465795908,0.5,0.022017491652720066,0.03189166229136669,0.018314603958122788,0.05619988706984902,0.7,0.025218291257555224,0.03763291729243597,0.03144836972380827,0.03867516442644141,0.75,-0.02085919083398606,0.06461832044340188,0.005392401291901938,0.10260458746497221,0.5,-0.04607748209154129,0.06138803484565904,-0.03512427639781432,0.08948455078572627,0.65
180,0.6,20,-0.013795021720327654,0.02366761248851183,-0.01577298438951913,0.024436150417544628,0.2,0.013502985281612234,0.03535116871068554,0.003683954252976629,0.050929543839951075,0.5,0.02729800700193989,0.032635365848034295,0.02571503115054169,0.04621607581222292,0.7,0.026127694888306314,0.041594037404913575,0.029560422479905785,0.04863008431941458,0.8,-0.024247650183714407,0.06475396257041569,-0.005789187713423349,0.09982058582361394,0.5,-0.05037534507202072,0.05989138084824843,-0.044923439447848726,0.08086397184849699,0.7
180,0.8,20,-0.01946386078661371,0.03273823280001549,-0.02045587410854588,0.04156704357815763,0.2,0.008009712228746652,0.043357648372967114,-0.0022501569620844153,0.054926915603699666,0.5,0.027473573015360363,0.04375296033740138,0.016642423079380575,0.05026687175555419,0.7,0.028785747728249267,0.0471009463760341,0.032267865654532435,0.06056234042830108,0.8,-0.013119783455467406,0.06676839199017287,0.0016638292195266247,0.09867135635275232,0.5,-0.04190553118371667,0.06585611026594082,-0.024867306098620534,0.07962938642537151,0.7
180,1.0,20,-0.022123412050529707,0.038343718977879054,-0.030936245847978383,0.04961469364087362,0.25,0.014121189987134408,0.057991396934944234,-0.0020212585550026807,0.08620509714103733,0.5,0.036244602037664116,0.055419020095586066,0.02630321004891495,0.0782671531197919,0.65,0.02918972341626066,0.04803996193958387,0.04335693390543166,0.05355040806900227,0.75,-0.01902125343862454,0.07626595768569266,-0.0028469892008646247,0.11634395953036597,0.5,-0.04821097685488519,0.0739455229498705,-0.03143384791980022,0.09269019615154284,0.65
180,1.2,20,-0.022958029299689625,0.042944430914671594,-0.033335812395748676,0.05646362307034708,0.25,0.017031054192301796,0.061464664547770186,0.004912212158781626,0.09554189321767673,0.55,0.03998908349199142,0.05810346813135919,0.030606192805171295,0.07698169102074454,0.6,0.027508117212963423,0.04795559031781641,0.03791098900546691,0.05703054609357505,0.75,-0.020905288818771094,0.0777481129856229,-0.003059399365413995,0.12546240646734413,0.5,-0.048413406031734524,0.07389755268388766,-0.03385557348582069,0.09044748769128261,0.65
180,1.6,20,-0.03913235454574607,0.06342696283892886,-0.05492473243606261,0.07840979228727027,0.25,0.015388016809866251,0.0794585544522438,0.0012659033501177253,0.12486618925223847,0.5,0.054520371355612315,0.08172202509119335,0.042726363803179235,0.09503990941685422,0.65,0.0343511900740918,0.05357436040452571,0.04955463802926624,0.05890135904025051,0.75,-0.016088499730001076,0.08579418081986318,-0.006705590988045351,0.12918322585366715,0.45,-0.05043968980409288,0.08350804200599521,-0.02057858783624439,0.10088672461520817,0.6
