session,representation,state,window_size,window_id,N,sampling_rate,tau_samples,rho_star,median_NN_distance,rho_NN,attractor_diameter,rho_D,peak_C2,peak_C2_sd,boundary_flag
14,Processed,Awake,60,1,1500,24.993626625203223,4,142.69109692489405,248.05400621339365,0.5752420575789494,5669.396286844879,0.025168658126084924,346.3333333333333,19.087517736293876,False
14,Processed,Awake,60,2,1500,24.993626625203223,4,142.69109692489405,328.5457796846721,0.43431115463374537,5906.6561931180695,0.024157677755333975,364.3333333333333,13.316656236958785,False
14,Processed,Awake,60,3,1500,24.993626625203223,4,142.69109692489405,264.4651056128514,0.539546026664775,5768.0930132576,0.024738002073983117,370.0,12.12435565298214,False
14,Processed,Awake,60,4,1500,24.993626625203223,4,181.28252384140615,374.3026719652463,0.4843206779411879,6477.466664778572,0.027986639410610255,348.3333333333333,8.962886439832502,False
14,Processed,Awake,60,5,1500,24.993626625203223,4,142.69109692489405,310.7400108514611,0.45919769563599194,6063.87117839692,0.02353135360679227,334.0,5.291502622129181,False
14,Processed,Awake,60,6,1500,24.993626625203223,4,142.69109692489405,319.83915066271675,0.446133928974091,6165.2232221225995,0.023144514283420792,332.0,9.539392014169456,False
14,Processed,Awake,60,7,1500,24.993626625203223,4,142.69109692489405,362.65556361837525,0.39346176162638113,6687.429483898355,0.02133721144551255,325.3333333333333,18.33939293797189,False
14,Processed,Awake,60,8,1500,24.993626625203223,4,181.28252384140615,414.94401654803806,0.4368842942947198,6246.024868709059,0.02902366347428168,344.0,21.517434791350013,False
14,Processed,Awake,60,9,1500,24.993626625203223,4,181.28252384140615,322.27934763577156,0.5625012126010789,6407.213400084283,0.028293504917289235,343.3333333333333,8.386497083606084,False
14,Processed,Awake,60,13,1500,24.993626625203223,4,142.69109692489405,335.29906779351506,0.4255636553477284,5865.473491781586,0.024327293802422913,349.6666666666667,2.8867513459481287,False
14,Processed,Awake,60,14,1500,24.993626625203223,4,142.69109692489405,355.88861834264475,0.4009431309981175,6106.706852176002,0.023366292238843747,344.0,11.532562594670797,False
14,Processed,Awake,60,15,1500,24.993626625203223,4,142.69109692489405,302.13434870888227,0.4722769772277109,6781.813913308416,0.02104025541675238,335.0,10.816653826391969,False
14,Processed,Awake,60,16,1500,24.993626625203223,4,142.69109692489405,259.397700497497,0.5500862060505078,5831.156001238626,0.024470464671942287,343.6666666666667,9.71253485622231,False
14,Processed,Awake,60,17,1500,24.993626625203223,4,142.69109692489405,302.6516348864554,0.47146977077598445,6077.043690961627,0.02348034738290893,318.6666666666667,2.309401076758503,False
14,Processed,Awake,60,18,1500,24.993626625203223,4,112.315013660346,207.2782123461443,0.5418563407560921,5255.792605627954,0.021369757539534188,343.3333333333333,11.015141094572202,False
14,Processed,Awake,60,19,1500,24.993626625203223,4,112.315013660346,249.81100063885765,0.44959995105546047,5347.43638082266,0.02100352499061751,348.6666666666667,7.505553499465135,False
14,Processed,Awake,60,20,1500,24.993626625203223,4,142.69109692489405,346.8878167519539,0.41134652194178084,5779.855461447406,0.02468765834659142,311.6666666666667,23.180451534284945,False
14,Processed,Awake,60,21,1500,24.993626625203223,4,112.315013660346,255.9262132695797,0.43885701361133744,5961.866450093811,0.018838901307253988,324.6666666666667,5.033222956847167,False
14,Processed,Awake,60,22,1500,24.993626625203223,4,142.69109692489405,289.70428477487417,0.49254051259814,6202.744608073621,0.023004509445570975,345.3333333333333,8.082903768654761,False
14,Processed,Awake,60,29,1500,24.993626625203223,4,142.69109692489405,335.3827817050242,0.4254574316531065,5698.076870844972,0.02504197471518742,326.6666666666667,3.055050463303893,False
14,Processed,Awake,60,30,1500,24.993626625203223,4,112.315013660346,245.6931496376166,0.45713530811096786,4572.158505805053,0.024564986869493904,358.0,11.0,False
14,Processed,Awake,60,31,1500,24.993626625203223,4,142.69109692489405,341.6145408211811,0.4176962039785831,7105.927638385656,0.020080572753666686,295.6666666666667,14.189197769195175,False
14,Processed,Awake,60,32,1500,24.993626625203223,4,142.69109692489405,331.01216624553217,0.43107508265738864,6838.3971206498845,0.020866161237406092,349.0,7.54983443527075,False
14,Processed,Awake,60,33,1500,24.993626625203223,4,112.315013660346,232.8649267756586,0.48231829161868567,4390.396875230866,0.025581972849422638,358.0,7.54983443527075,False
14,Processed,Awake,60,34,1500,24.993626625203223,4,142.69109692489405,326.9353505316892,0.4364504991364135,4337.810489788176,0.032894728172383106,345.3333333333333,7.094598884597588,False
14,Processed,Awake,60,36,1500,24.993626625203223,4,142.69109692489405,324.07572001092626,0.4403017199810069,5363.69419294846,0.02660313802238896,354.3333333333333,5.507570547286102,False
14,Processed,Awake,60,37,1500,24.993626625203223,4,112.315013660346,258.03267817088283,0.43527437864271235,5466.017402972217,0.020547869752348992,332.0,5.5677643628300215,False
14,Processed,Awake,60,38,1500,24.993626625203223,4,88.40539154424945,192.28223085081822,0.4597689092386212,3661.8040929229087,0.02414257816662248,328.3333333333333,21.96208854670551,False
14,Processed,Awake,60,39,1500,24.993626625203223,4,112.315013660346,246.42163019263967,0.4557839081437126,3989.6682620816705,0.02815146680935921,343.3333333333333,11.71893055416463,False
14,Processed,Awake,60,40,1500,24.993626625203223,4,88.40539154424945,205.8880934879191,0.429385643660044,3665.1193415206076,0.02412074022876736,348.6666666666667,15.88500340992514,False
14,Processed,Awake,60,42,1500,24.993626625203223,4,112.315013660346,252.00746212184598,0.4456813013181392,4432.577334694021,0.025338534486753415,345.3333333333333,11.930353445448853,False
14,Processed,Awake,120,1,2999,24.993626625203223,4,112.315013660346,265.108175817421,0.42365729881411474,5871.385826285589,0.0191292170167941,693.6666666666666,12.013880860626733,False
14,Processed,Awake,120,2,2999,24.993626625203223,4,142.69109692489405,317.55937476878756,0.44933674853336103,6331.6656116727,0.022536107507294262,680.6666666666666,18.009256878986797,False
14,Processed,Awake,120,3,2999,24.993626625203223,4,142.69109692489405,322.95277041624104,0.4418327074295884,6529.90241113518,0.021851949377002734,680.6666666666666,11.06044001535804,False
14,Processed,Awake,120,4,2999,24.993626625203223,4,142.69109692489405,342.2385234428478,0.41693464397126173,6369.078071798907,0.0224037286584229,677.6666666666666,11.503622617824933,False
14,Processed,Awake,120,6,2999,24.993626625203223,4,142.69109692489405,320.9672415566449,0.44456591966476944,6111.425959207237,0.023348249308317512,691.3333333333334,12.220201853215574,False
14,Processed,Awake,120,7,2999,24.993626625203223,4,112.315013660346,245.23547718425112,0.4579884401307936,6347.334081018563,0.017694832543353807,662.0,25.865034312755125,False
14,Processed,Awake,120,8,2999,24.993626625203223,4,112.315013660346,226.9075091793042,0.49498147534462483,6073.209675142974,0.018493518200110866,601.6666666666666,21.07921567168317,False
14,Processed,Awake,120,9,2999,24.993626625203223,4,112.315013660346,263.6796479365814,0.42595253194269783,5599.176226229025,0.020059203197465486,635.3333333333334,31.533051443419385,False
14,Processed,Awake,120,10,2999,24.993626625203223,4,112.315013660346,251.8222820764896,0.44600903754112964,6153.033198567887,0.018253601116029607,669.6666666666666,2.081665999466133,False
14,Processed,Awake,120,14,2999,24.993626625203223,4,112.315013660346,276.65905210296364,0.4059690539912135,5868.222152260204,0.019139529954074207,662.0,8.717797887081348,False
14,Processed,Awake,120,15,2999,24.993626625203223,4,142.69109692489405,300.9045870663856,0.474207117664888,6898.810110358282,0.020683435932038367,575.3333333333334,15.30795000427338,False
14,Processed,Awake,120,16,2999,24.993626625203223,4,112.315013660346,267.0599887807099,0.4205609914578813,4456.047965177698,0.025205072866819358,671.3333333333334,10.692676621563628,False
14,Processed,Awake,120,17,2999,24.993626625203223,4,142.69109692489405,334.56336428891507,0.42649946812966627,6251.832184932359,0.02282388469556111,675.0,3.605551275463989,False
14,Processed,Awake,120,18,2999,24.993626625203223,4,88.40539154424945,201.4803174308237,0.43877929453135084,5028.311361140309,0.017581526917259373,629.3333333333334,53.79900866496829,False
14,Processed,Awake,120,19,2999,24.993626625203223,4,88.40539154424945,205.94771963025204,0.4292613275979358,3923.0899104790915,0.022534633047309717,679.0,29.46183972531247,False
14,Processed,Awake,120,20,2999,24.993626625203223,4,112.315013660346,247.0980852544603,0.45453615532748703,7492.879489042455,0.014989566270830172,646.6666666666666,1.5275252316519468,False
14,Processed,Awake,180,1,4499,24.993626625203223,4,112.315013660346,272.75035669264923,0.41178686261777836,6302.866906229864,0.0178196708468224,1016.3333333333334,30.105370506494904,False
14,Processed,Awake,180,2,4499,24.993626625203223,4,142.69109692489405,324.9570313012659,0.439107584019642,6500.339261031916,0.021951330722120205,957.3333333333334,29.26317367158479,False
14,Processed,Awake,180,4,4499,24.993626625203223,4,112.315013660346,293.617323047007,0.3825217548297203,6540.513919274938,0.017172200081916025,1017.0,31.096623610932426,False
14,Processed,Awake,180,5,4499,24.993626625203223,4,88.40539154424945,214.52592594907972,0.41209653869636964,5795.939238323817,0.01525298798160214,934.0,14.422205101855956,False
14,Processed,Awake,180,6,4499,24.993626625203223,4,112.315013660346,242.91883027406465,0.4623561439581712,5975.085326074166,0.01879722339197803,910.6666666666666,36.018513757973594,False
14,Processed,Awake,180,9,4499,24.993626625203223,4,112.315013660346,276.0741824752545,0.40682910894941504,6498.33603843219,0.017283657384920877,953.0,40.149719799769464,False
14,Processed,Awake,180,10,4499,24.993626625203223,4,112.315013660346,263.4425641270982,0.42633586577968274,6403.334493824942,0.017540082244439523,937.0,54.506880299646575,False
14,Processed,Awake,180,11,4499,24.993626625203223,4,112.315013660346,296.4058619325596,0.3789230514135402,6286.504744674814,0.017866050885507728,976.0,38.43175770115127,False
14,Processed,Awake,180,12,4499,24.993626625203223,4,69.5856502117081,184.02872656414812,0.3781238478953022,3920.9603959259675,0.017747093361108756,969.0,15.874507866387544,False
14,Processed,Drowsy,60,10,1500,24.993626625203223,4,181.28252384140615,388.94188179249943,0.4660915481920777,6280.498063424948,0.028864354707331483,349.6666666666667,6.658328118479393,False
14,Processed,Drowsy,60,11,1500,24.993626625203223,4,142.69109692489405,350.47641050042705,0.4071346676974717,5706.336301460611,0.025005728612309513,337.0,3.0,False
14,Processed,Drowsy,60,12,1500,24.993626625203223,4,181.28252384140615,414.6198213216006,0.4372258983267325,6187.812838473199,0.02929670443719115,319.6666666666667,13.051181300301261,False
14,Processed,Drowsy,60,23,1500,24.993626625203223,4,142.69109692489405,327.24453271445714,0.4360381386398948,5846.5481751023,0.02440604141988402,341.0,13.527749258468683,False
14,Processed,Drowsy,60,24,1500,24.993626625203223,4,142.69109692489405,365.22699962351277,0.39069153450315675,6076.781928959868,0.023481358816724522,334.3333333333333,5.773502691896258,False
14,Processed,Drowsy,60,25,1500,24.993626625203223,4,112.315013660346,284.774607060869,0.394399679169215,4930.056615497385,0.02278168841049196,329.0,1.7320508075688772,False
