session,representation,state,window_size,window_id,N,sampling_rate,tau_samples,rho_star,median_NN_distance,rho_NN,attractor_diameter,rho_D,peak_C2,peak_C2_sd,boundary_flag
7,Processed,Awake,60,1,1500,24.99375156214797,4,138.30057843624795,272.87398843744177,0.5068294681666013,5257.065483485082,0.02630756243587134,349.3333333333333,12.503332889007368,False
7,Processed,Awake,60,2,1500,24.99375156214797,4,95.63524997900373,204.63675325731566,0.4673415134706982,5222.163021177132,0.018313340581513772,347.6666666666667,4.163331998932266,False
7,Processed,Awake,60,3,1500,24.99375156214797,4,95.63524997900373,173.59374837107475,0.5509141364617198,4253.915640601153,0.022481698759190434,349.3333333333333,4.725815626252609,False
7,Processed,Awake,60,4,1500,24.99375156214797,4,79.52707287670508,157.890931067242,0.5036836019596108,4382.29594105872,0.018147353338599972,347.6666666666667,6.027713773341708,False
7,Processed,Awake,60,5,1500,24.99375156214797,4,79.52707287670508,149.3999920616763,0.5323097530277925,4602.3980939690655,0.017279485879528007,339.6666666666667,15.947831618540913,False
7,Processed,Awake,60,6,1500,24.99375156214797,4,79.52707287670508,170.36974070319198,0.46679106599834774,4891.1907081307045,0.016259245983704124,341.6666666666667,4.163331998932266,False
7,Processed,Awake,60,7,1500,24.99375156214797,4,95.63524997900373,159.2645845763166,0.6004803279612808,4237.659930014392,0.02256793880548101,345.0,10.44030650891055,False
7,Processed,Awake,60,8,1500,24.99375156214797,4,95.63524997900373,183.26384482902864,0.5218446118939839,4443.969252173386,0.021520232151073494,344.6666666666667,6.8068592855540455,False
7,Processed,Awake,60,9,1500,24.99375156214797,4,95.63524997900373,173.49028642182103,0.5512426773362861,5858.008895800355,0.016325555607736488,341.6666666666667,16.165807537309522,False
7,Processed,Awake,60,10,1500,24.99375156214797,4,138.30057843624795,238.37749133257816,0.5801746535007138,6668.2918789834075,0.02074003072243024,318.3333333333333,3.214550253664318,False
7,Processed,Awake,60,11,1500,24.99375156214797,4,115.00613197126222,219.74087391659106,0.5233715963781781,5361.920642638117,0.021448682223442622,351.6666666666667,7.637626158259733,False
7,Processed,Awake,60,12,1500,24.99375156214797,4,95.63524997900373,185.63998360816174,0.5151651498788383,5397.4698470682815,0.017718533440432185,343.0,16.522711641858304,False
7,Processed,Awake,60,13,1500,24.99375156214797,4,115.00613197126222,231.09306378829262,0.4976615484946828,4558.719330120195,0.025227728149745506,346.3333333333333,1.1547005383792517,False
7,Processed,Awake,60,14,1500,24.99375156214797,4,79.52707287670508,165.96764761988857,0.4791721399753998,4497.749820870804,0.01768152432749315,353.0,5.5677643628300215,False
7,Processed,Awake,60,15,1500,24.99375156214797,4,95.63524997900373,209.72082427987206,0.4560121786064443,4992.725166054293,0.019154919767911723,353.6666666666667,4.509249752822894,False
7,Processed,Awake,60,16,1500,24.99375156214797,4,95.63524997900373,188.7939092983451,0.506558979229962,4302.412101845968,0.02222828676452705,327.0,8.660254037844387,False
7,Processed,Awake,60,17,1500,24.99375156214797,4,115.00613197126222,257.8691442104367,0.4459864026128319,5887.735223287813,0.01953316981992964,310.6666666666667,17.61628034896508,False
7,Processed,Awake,60,21,1500,24.99375156214797,4,138.30057843624795,302.5835171983406,0.4570658035731446,5710.46504162838,0.02421879434127672,354.3333333333333,6.658328118479393,False
7,Processed,Awake,60,22,1500,24.99375156214797,4,138.30057843624795,254.83672337443818,0.542702702361462,5680.888520669846,0.024344885123699034,335.6666666666667,11.239810200058242,False
7,Processed,Awake,60,23,1500,24.99375156214797,4,115.00613197126222,266.3648922747691,0.4317615996203714,5307.2708519359885,0.021669542629298866,351.6666666666667,9.29157324317757,False
7,Processed,Awake,60,24,1500,24.99375156214797,4,95.63524997900373,209.7908988291148,0.45585986099856235,3943.0411076537257,0.02425418537822719,344.6666666666667,12.503332889007368,False
7,Processed,Awake,60,25,1500,24.99375156214797,4,95.63524997900373,204.28528503398968,0.46814556399934343,4138.2187294499445,0.023110245308786675,353.3333333333333,11.590225767142472,False
7,Processed,Awake,60,26,1500,24.99375156214797,4,115.00613197126222,219.43957404286067,0.5240902078528432,4137.617135118829,0.027795257080488512,356.6666666666667,9.71253485622231,False
7,Processed,Awake,60,27,1500,24.99375156214797,4,95.63524997900373,206.17069662467966,0.4638644169355526,4357.896720186753,0.021945276843299166,353.6666666666667,7.571877794400365,False
7,Processed,Awake,60,28,1500,24.99375156214797,4,95.63524997900373,202.15087520852182,0.4730884784958485,3834.9171722801316,0.02493802230470124,360.3333333333333,13.650396819628845,False
7,Processed,Awake,60,30,1500,24.99375156214797,4,79.52707287670508,162.8806668969595,0.4882536054878445,3522.6201586252037,0.022576113601684104,349.0,0.0,False
7,Processed,Awake,60,32,1500,24.99375156214797,4,95.63524997900373,208.6954668147096,0.45825264649334024,4663.874079371686,0.020505538604054175,349.3333333333333,11.015141094572204,False
7,Processed,Awake,60,33,1500,24.99375156214797,4,115.00613197126222,252.26874321279777,0.4558873624476355,4756.99879921625,0.02417619529149562,355.0,9.643650760992955,False
7,Processed,Awake,60,34,1500,24.99375156214797,4,115.00613197126222,257.8588768811468,0.44600416073428895,4910.058618573201,0.0234225578359147,342.3333333333333,11.930353445448853,False
7,Processed,Awake,60,35,1500,24.99375156214797,4,115.00613197126222,250.64049684120624,0.45884896264040115,5034.5799951092495,0.022843242551113065,342.0,10.816653826391969,False
7,Processed,Awake,60,36,1500,24.99375156214797,4,115.00613197126222,240.11637064622616,0.4789599795371959,4712.2542721853415,0.024405756847651453,357.0,11.532562594670797,False
7,Processed,Awake,60,37,1500,24.99375156214797,4,95.63524997900373,195.5472898912288,0.4890645635242497,4207.859838564055,0.0227277650986682,310.3333333333333,12.503332889007368,False
7,Processed,Awake,60,38,1500,24.99375156214797,4,115.00613197126222,213.5199354222116,0.5386201140603127,4342.111960832013,0.026486219841559622,339.0,7.0,False
7,Processed,Awake,60,39,1500,24.99375156214797,4,95.63524997900373,196.97264015429175,0.485525552706666,4300.766543399921,0.022236791747221974,332.3333333333333,22.052966542697455,False
7,Processed,Awake,120,1,2999,24.99375156214797,4,79.52707287670508,170.9040158345147,0.46533179743248776,4861.936073377769,0.01635707908875376,699.0,17.776388834631177,False
7,Processed,Awake,120,2,2999,24.99375156214797,4,66.1320519549569,141.14667857643727,0.46853424127258814,4340.411460443956,0.01523635548326394,677.6666666666666,26.08320021265284,False
7,Processed,Awake,120,3,2999,24.99375156214797,4,66.1320519549569,148.6367170215685,0.4449240623725601,4994.654602572811,0.013240565608058549,670.3333333333334,11.547005383792516,False
7,Processed,Awake,120,4,2999,24.99375156214797,4,79.52707287670508,159.25708441270837,0.4993628582990622,5100.6231251282725,0.015591638693106756,649.3333333333334,14.571661996262929,False
7,Processed,Awake,120,5,2999,24.99375156214797,4,95.63524997900373,205.53676352519952,0.4652951050641532,6399.996786209927,0.014943015312924687,649.6666666666666,21.1266025033211,False
7,Processed,Awake,120,6,2999,24.99375156214797,4,79.52707287670508,181.33389941291207,0.4385670474973653,5049.023417982103,0.01575098118845504,662.6666666666666,21.501937897160182,False
7,Processed,Awake,120,7,2999,24.99375156214797,4,79.52707287670508,166.96818594313785,0.4763007541076631,4753.595361591581,0.016729878508228373,677.6666666666666,11.930353445448855,False
7,Processed,Awake,120,8,2999,24.99375156214797,4,95.63524997900373,203.72981745473018,0.4694219588168746,5894.674225185373,0.01622400938976339,619.6666666666666,14.502873278538061,False
7,Processed,Awake,120,10,2999,24.99375156214797,4,115.00613197126222,258.24550959305014,0.4453364248326789,5766.346713606354,0.01994436645647618,664.3333333333334,13.868429375143148,False
7,Processed,Awake,120,11,2999,24.99375156214797,4,115.00613197126222,248.60508474333275,0.4626057109411014,5586.973619564636,0.020584692143261644,683.6666666666666,18.14754345175493,False
7,Processed,Awake,120,12,2999,24.99375156214797,4,95.63524997900373,195.83220470748097,0.4883530271328778,4087.0274454559953,0.023399708285622628,666.0,8.888194417315589,False
7,Processed,Awake,120,13,2999,24.99375156214797,4,95.63524997900373,192.22929795214188,0.49750610857879446,4313.524297221014,0.022171023828616587,690.3333333333334,10.016652800877813,False
7,Processed,Awake,120,15,2999,24.99375156214797,4,79.52707287670508,162.90232253438737,0.4881886988438581,4655.199866779774,0.017083492686151364,623.6666666666666,13.012814197295423,False
7,Processed,Awake,120,16,2999,24.99375156214797,4,95.63524997900373,208.26715038582623,0.45919507614059263,4708.952344079909,0.020309241417411302,685.0,7.810249675906654,False
7,Processed,Awake,120,17,2999,24.99375156214797,4,95.63524997900373,222.63593677597743,0.4295589084310078,5028.279077755036,0.019019479328840627,668.6666666666666,17.616280348965084,False
7,Processed,Awake,120,18,2999,24.99375156214797,4,95.63524997900373,204.7210963646844,0.4671489732970255,4584.13945752743,0.02086220344408697,656.3333333333334,16.289055630494154,False
7,Processed,Awake,120,19,2999,24.99375156214797,4,95.63524997900373,182.58906029358306,0.523773164861207,4280.443952403696,0.02234236706342095,681.6666666666666,7.571877794400365,False
7,Processed,Awake,180,1,4499,24.99375156214797,4,66.1320519549569,137.91083723711088,0.4795275939138539,4323.327065521837,0.015296564648637009,1012.6666666666666,10.066445913694334,False
7,Processed,Awake,180,2,4499,24.99375156214797,4,66.1320519549569,140.5479837926552,0.4705300650382781,4709.804010973153,0.014041359640630252,1036.0,12.288205727444508,False
7,Processed,Awake,180,3,4499,24.99375156214797,4,79.52707287670508,184.45156796123894,0.43115422522955765,6483.625640979559,0.01226583354443795,990.0,23.643180835073778,False
7,Processed,Awake,180,4,4499,24.99375156214797,4,66.1320519549569,164.82378339814034,0.40122881899398904,5195.248560924677,0.012729333578446992,985.6666666666666,15.14375558880073,False
7,Processed,Awake,180,5,4499,24.99375156214797,4,79.52707287670508,190.24889446701908,0.4180159527312871,5781.599478364098,0.01375520272103097,951.0,15.132745950421556,False
7,Processed,Awake,180,6,4499,24.99375156214797,4,115.00613197126222,239.3834627479616,0.480426386397243,6302.861988290865,0.01824665242312377,1037.6666666666667,11.50362261782493,False
7,Processed,Awake,180,7,4499,24.99375156214797,4,79.52707287670508,196.60277410247528,0.404506361824036,4776.070896086217,0.016651149994836564,992.0,22.338307903688676,False
7,Processed,Awake,180,8,4499,24.99375156214797,4,79.52707287670508,178.54370583479707,0.4454207584908644,4153.982044395284,0.01914478012344953,1040.0,21.0,False
7,Processed,Awake,180,9,4499,24.99375156214797,4,66.1320519549569,161.51406606257035,0.40945072814486283,4649.3619968338735,0.014223898246682356,942.0,57.16642371182581,False
7,Processed,Awake,180,10,4499,24.99375156214797,4,79.52707287670508,199.5981488328033,0.3984359240892672,4901.092687773693,0.01622639642688129,1001.0,33.406586176980134,False
7,Processed,Awake,180,11,4499,24.99375156214797,4,95.63524997900373,203.170963823528,0.47071317760775805,5185.344237496293,0.018443375328381386,993.3333333333334,24.419937209856485,False
7,Processed,Drowsy,60,18,1500,24.99375156214797,4,138.30057843624795,282.15033822527664,0.49016626847289096,5760.478923038684,0.02400852086848599,333.3333333333333,4.163331998932266,False
7,Processed,Drowsy,60,19,1500,24.99375156214797,4,138.30057843624795,295.71698641220587,0.46767884426993306,6614.0527528340845,0.020910111183644088,345.6666666666667,11.846237095944574,False
7,Processed,Drowsy,60,41,1500,24.99375156214797,4,95.63524997900373,191.81342666732328,0.49858475311465694,3989.9758155491804,0.023968879612329304,346.6666666666667,8.962886439832502,False
7,Processed,Drowsy,60,42,1500,24.99375156214797,4,138.30057843624795,253.1990016172404,0.546212969059476,4572.145466204119,0.03024850793976765,353.6666666666667,4.163331998932266,False
