session,representation,state,window_size,window_id,N,sampling_rate,tau_samples,rho_star,median_NN_distance,rho_NN,attractor_diameter,rho_D,peak_C2,peak_C2_sd,boundary_flag
4,Processed,Awake,60,1,1500,24.991877639597273,4,138.30057843624795,299.376059584715,0.4619627188229217,4618.622817692426,0.02994411622149873,347.3333333333333,8.962886439832502,False
4,Processed,Awake,60,2,1500,24.991877639597273,4,138.30057843624795,284.60217286538307,0.48594350859599433,4886.551346025158,0.028302286959236613,348.0,6.557438524302,False
4,Processed,Awake,60,3,1500,24.991877639597273,4,115.00613197126222,221.05175060002964,0.5202679085738342,4731.612955195947,0.024305904362902305,341.3333333333333,1.5275252316519465,False
4,Processed,Awake,60,4,1500,24.991877639597273,4,115.00613197126222,264.96296214453764,0.4340460683275658,4675.292144182231,0.024598704941758944,347.3333333333333,14.29452109492771,False
4,Processed,Awake,60,5,1500,24.991877639597273,4,95.63524997900373,215.20608973683505,0.44438914389435435,4726.260331850985,0.020234867160089192,351.3333333333333,10.016652800877813,False
4,Processed,Awake,60,6,1500,24.991877639597273,4,95.63524997900373,211.70350996421217,0.45174144724936577,4578.6135347987265,0.020887382010328987,334.0,16.703293088490067,False
4,Processed,Awake,60,7,1500,24.991877639597273,4,115.00613197126222,258.7676085368287,0.44443789785572857,4871.296586090717,0.023608936540559983,346.6666666666667,12.423096769056148,False
4,Processed,Awake,60,8,1500,24.991877639597273,4,138.30057843624795,287.2771910791623,0.48141858362203815,4744.145276594195,0.029151843034523058,354.0,12.489995996796797,False
4,Processed,Awake,60,9,1500,24.991877639597273,4,138.30057843624795,277.763789190196,0.497907156434808,4654.220276618754,0.029715090867319667,330.6666666666667,4.725815626252609,False
4,Processed,Awake,60,10,1500,24.991877639597273,4,115.00613197126222,235.1618807072943,0.4890509109102177,4332.455753903563,0.026545252508958957,343.0,7.54983443527075,False
4,Processed,Awake,60,14,1500,24.991877639597273,4,138.30057843624795,271.9611218333632,0.5085306955050284,4310.405050797999,0.03208528590848879,340.3333333333333,15.01110699893027,False
4,Processed,Awake,60,15,1500,24.991877639597273,4,95.63524997900373,202.57991849792808,0.4720865260886254,4414.9539690968195,0.02166166411890544,346.6666666666667,5.131601439446884,False
4,Processed,Awake,60,16,1500,24.991877639597273,4,115.00613197126222,238.36222157751607,0.4824847293758835,4272.978519611651,0.026914746105888343,355.0,5.0,False
4,Processed,Awake,60,17,1500,24.991877639597273,4,115.00613197126222,225.64391023000093,0.5096797509582041,4149.582617300743,0.027715108380242933,350.6666666666667,11.930353445448853,False
4,Processed,Awake,60,18,1500,24.991877639597273,4,115.00613197126222,254.4244591720784,0.45202466911201544,4126.794587364844,0.02786815033716014,344.0,12.12435565298214,False
4,Processed,Awake,60,19,1500,24.991877639597273,4,115.00613197126222,239.04787860192286,0.481100826511736,4102.851921357891,0.028030778145461187,349.0,8.54400374531753,False
4,Processed,Awake,60,20,1500,24.991877639597273,4,115.00613197126222,215.0516876628935,0.5347836755949633,3923.3132629332936,0.029313522592707027,330.6666666666667,14.364307617610162,False
4,Processed,Awake,60,21,1500,24.991877639597273,4,95.63524997900373,213.40224461707015,0.4481454735896148,3880.79758055126,0.024643194599554177,357.0,6.082762530298219,False
4,Processed,Awake,60,22,1500,24.991877639597273,4,115.00613197126222,242.37569484146616,0.4744953162341042,4313.949034339954,0.026659130892782667,341.3333333333333,6.429100507328637,False
4,Processed,Awake,60,23,1500,24.991877639597273,4,95.63524997900373,212.31220366002628,0.4504463159929499,3931.0543600944134,0.02432814232991345,343.6666666666667,6.429100507328637,False
4,Processed,Awake,60,24,1500,24.991877639597273,4,95.63524997900373,205.95014740134025,0.4643611630567902,3624.8812901204224,0.026383001903995215,354.6666666666667,10.785793124908956,False
4,Processed,Awake,60,25,1500,24.991877639597273,4,95.63524997900373,189.84059994784081,0.5037660542859629,3800.505207232335,0.02516382553482903,343.6666666666667,10.408329997330663,False
4,Processed,Awake,60,26,1500,24.991877639597273,4,95.63524997900373,202.29731682326388,0.47274601305045993,3885.4834626804018,0.024613474976169305,338.6666666666667,14.977761292440647,False
4,Processed,Awake,60,27,1500,24.991877639597273,4,115.00613197126222,215.27870745815596,0.5342197253465772,3910.3534754696393,0.02941067417375863,335.3333333333333,11.150485789118486,False
4,Processed,Awake,60,28,1500,24.991877639597273,4,115.00613197126222,229.50019240189243,0.5011156233362438,3927.3117860143793,0.02928367754778539,348.0,7.211102550927978,False
4,Processed,Awake,60,29,1500,24.991877639597273,4,95.63524997900373,189.18019303791766,0.5055246452774018,3691.5208039916056,0.02590673466490945,360.3333333333333,10.598742063723096,False
4,Processed,Awake,60,30,1500,24.991877639597273,4,95.63524997900373,192.33621177083972,0.49722956014621417,3645.109868651086,0.026236589135897468,355.6666666666667,2.309401076758503,False
4,Processed,Awake,60,31,1500,24.991877639597273,4,95.63524997900373,184.2204084727924,0.5191349360900378,3742.623016074396,0.025553001081929618,331.0,7.54983443527075,False
4,Processed,Awake,60,32,1500,24.991877639597273,4,95.63524997900373,194.43253814863743,0.4918685467444428,3564.880193660649,0.02682705863413583,347.3333333333333,11.50362261782493,False
4,Processed,Awake,120,1,2999,24.991877639597273,4,115.00613197126222,281.6102188780582,0.40838763745665685,4863.48539702047,0.023646854587395023,680.3333333333334,18.339392937971894,False
4,Processed,Awake,120,2,2999,24.991877639597273,4,95.63524997900373,225.7291472037383,0.42367257912282547,4729.301398004759,0.02022185560415989,658.0,15.874507866387544,False
4,Processed,Awake,120,3,2999,24.991877639597273,4,95.63524997900373,220.73307092091036,0.43326199187103354,4887.996897928358,0.01956532542390444,675.6666666666666,22.501851775650227,False
4,Processed,Awake,120,4,2999,24.991877639597273,4,115.00613197126222,261.3662362716208,0.4400190843768508,4590.648516807365,0.02505226256164019,678.6666666666666,7.234178138070236,False
4,Processed,Awake,120,6,2999,24.991877639597273,4,95.63524997900373,214.54807717073118,0.44575207217028545,4390.6415175308275,0.02178161200297361,672.3333333333334,7.505553499465135,False
4,Processed,Awake,120,7,2999,24.991877639597273,4,95.63524997900373,218.20002304886432,0.43829165846415563,4262.472167955958,0.022436568782304805,707.6666666666666,20.5993527406405,False
4,Processed,Awake,120,8,2999,24.991877639597273,4,95.63524997900373,225.21849741329362,0.4246331943308615,4208.477615003163,0.022724428814368744,683.3333333333334,15.044378795195678,False
4,Processed,Awake,120,9,2999,24.991877639597273,4,79.52707287670508,199.55141998531712,0.3985292256129104,4022.470844261535,0.01977070212706664,682.6666666666666,18.147543451754935,False
4,Processed,Awake,120,10,2999,24.991877639597273,4,95.63524997900373,209.3272898172674,0.4568694796674083,4242.365292275917,0.022542907880452212,661.6666666666666,9.237604307034013,False
4,Processed,Awake,120,11,2999,24.991877639597273,4,79.52707287670508,181.7025369695518,0.43767728399979117,3647.040097458131,0.02180592226889221,675.3333333333334,15.88500340992514,False
