session,representation,state,window_size,window_id,N,sampling_rate,tau_samples,rho_star,median_NN_distance,rho_NN,attractor_diameter,rho_D,peak_C2,peak_C2_sd,boundary_flag
8,Processed,Awake,60,1,1500,24.993751562005933,4,138.30057843624795,286.49891783069546,0.48272635542021736,4631.439607745721,0.029861250528874655,356.0,13.74772708486752,False
8,Processed,Awake,60,2,1500,24.993751562005933,4,115.00613197126222,204.24310902237775,0.5630845149280491,4461.848980244578,0.02577544253076851,339.0,10.392304845413264,False
8,Processed,Awake,60,3,1500,24.993751562005933,4,95.63524997900373,182.45089983349948,0.5241697907013793,4620.3877956344795,0.020698533155455827,340.6666666666667,15.50268793897798,False
8,Processed,Awake,60,4,1500,24.993751562005933,4,95.63524997900373,232.4995746695234,0.4113351609995002,4668.3196471827705,0.02048601150024453,320.3333333333333,36.96394639825858,False
8,Processed,Awake,60,5,1500,24.993751562005933,4,115.00613197126222,234.36611207044356,0.49071143842116033,4900.2549526269695,0.023469418037036782,346.6666666666667,4.509249752822894,False
8,Processed,Awake,60,6,1500,24.993751562005933,4,95.63524997900373,182.2376614533314,0.5247831277921365,4739.486717577294,0.020178398142634748,334.3333333333333,2.516611478423583,False
8,Processed,Awake,60,7,1500,24.993751562005933,4,79.52707287670508,175.81836271887758,0.45232518177787734,4726.025032050044,0.016827476015760335,323.0,13.114877048604,False
8,Processed,Awake,60,8,1500,24.993751562005933,4,115.00613197126222,251.4418321867999,0.4573866288320014,5077.924809702652,0.022648254214303075,336.6666666666667,6.429100507328637,False
8,Processed,Awake,60,9,1500,24.993751562005933,4,95.63524997900373,186.1076718751404,0.5138705407220687,5043.605620589921,0.018961682806558897,325.0,7.0,False
8,Processed,Awake,60,10,1500,24.993751562005933,4,79.52707287670508,150.29942120798188,0.5291242789728167,5068.1053350536995,0.015691677188840916,336.6666666666667,11.015141094572204,False
8,Processed,Awake,60,11,1500,24.993751562005933,4,115.00613197126222,201.38156496594155,0.5710856998787973,5115.833169672206,0.02248043049039286,333.0,4.58257569495584,False
8,Processed,Awake,60,12,1500,24.993751562005933,4,95.63524997900373,197.0199234123527,0.4854090303285927,4864.874446295339,0.01965831822275108,317.6666666666667,15.37313674346694,False
8,Processed,Awake,60,13,1500,24.993751562005933,4,138.30057843624795,275.1398301153407,0.5026556074352132,5589.254707656681,0.024744010725936492,337.6666666666667,8.736894948054106,False
8,Processed,Awake,60,14,1500,24.993751562005933,4,115.00613197126222,218.37930033387244,0.5266347671021631,4924.964695721135,0.02335166627106603,340.3333333333333,10.598742063723096,False
8,Processed,Awake,60,15,1500,24.993751562005933,4,79.52707287670508,154.07441728618645,0.5161601405182473,4802.529481050223,0.01655941378194601,347.3333333333333,3.785938897200183,False
8,Processed,Awake,60,16,1500,24.993751562005933,4,115.00613197126222,239.41290983593257,0.4803672953562732,5248.868713493493,0.021910651275314053,346.3333333333333,15.947831618540913,False
8,Processed,Awake,60,17,1500,24.993751562005933,4,138.30057843624795,279.4653358318868,0.49487560961565213,5102.4511095373455,0.027104733679415512,340.3333333333333,5.033222956847167,False
8,Processed,Awake,60,18,1500,24.993751562005933,4,95.63524997900373,206.10540422790422,0.46401136514234037,4544.342615592175,0.021044903095745447,356.3333333333333,4.509249752822894,False
8,Processed,Awake,60,19,1500,24.993751562005933,4,95.63524997900373,205.35828674683742,0.4656994927937893,4608.504115032884,0.02075190725490354,341.6666666666667,13.051181300301261,False
8,Processed,Awake,60,20,1500,24.993751562005933,4,138.30057843624795,253.42198268387955,0.5457323669066433,4986.6631106975865,0.027734092992879364,346.3333333333333,14.224392195567912,False
8,Processed,Awake,60,21,1500,24.993751562005933,4,115.00613197126222,232.5524241921704,0.494538521242103,5077.702455490048,0.02264924598859013,337.3333333333333,4.041451884327381,False
8,Processed,Awake,60,22,1500,24.993751562005933,4,138.30057843624795,277.8523480079497,0.4977484603883607,5091.838150210991,0.027161228294445526,335.0,14.177446878757825,False
8,Processed,Awake,60,24,1500,24.993751562005933,4,95.63524997900373,216.90020024438255,0.44091821893779265,5417.668886088781,0.0176524723067833,339.0,19.697715603592208,False
8,Processed,Awake,60,25,1500,24.993751562005933,4,138.30057843624795,270.25766627009534,0.5117360049206909,5314.136666599077,0.026025032307789155,345.0,7.937253933193772,False
8,Processed,Awake,60,26,1500,24.993751562005933,4,95.63524997900373,190.2760394701662,0.502613204717237,4616.917865998725,0.02071408951918101,347.0,2.6457513110645907,False
8,Processed,Awake,60,27,1500,24.993751562005933,4,95.63524997900373,192.24169889111312,0.4974740159426708,5035.621441585221,0.018991747312303447,339.0,5.291502622129181,False
8,Processed,Awake,60,28,1500,24.993751562005933,4,95.63524997900373,193.94852927316302,0.49309603087687315,4877.504420822314,0.01960741431022225,335.6666666666667,7.023769168568493,False
8,Processed,Awake,60,29,1500,24.993751562005933,4,138.30057843624795,275.58448463373304,0.5018445745233336,5048.2253205186435,0.027395880662085672,342.3333333333333,10.016652800877813,False
8,Processed,Awake,60,30,1500,24.993751562005933,4,138.30057843624795,280.743773559577,0.4926220684531014,5024.499277433335,0.027525245959811546,313.6666666666667,9.237604307034013,False
8,Processed,Awake,60,36,1500,24.993751562005933,4,66.1320519549569,146.45186587155246,0.4515616893058836,3314.6988748280196,0.01995114924531059,332.0,29.0516780926679,False
