session,representation,state,window_size,window_id,N,sampling_rate,tau_samples,rho_star,median_NN_distance,rho_NN,attractor_diameter,rho_D,peak_C2,peak_C2_sd,boundary_flag
19,Processed,Awake,60,1,1500,24.996219321763952,4,138.30057843624795,267.0874490746115,0.5178100989598106,5289.125013644887,0.02614810163863778,343.0,2.0,False
19,Processed,Awake,60,2,1500,24.996219321763952,4,138.30057843624795,304.37152227482,0.4543808086992285,5609.214060804335,0.024655963729866337,347.6666666666667,9.71253485622231,False
19,Processed,Awake,60,3,1500,24.996219321763952,4,166.3133058033831,313.421523665912,0.5306377936591962,5584.747463565328,0.02977991518656923,353.0,8.54400374531753,False
19,Processed,Awake,60,4,1500,24.996219321763952,4,138.30057843624795,273.67837889418735,0.5053398043172395,5629.655260262656,0.024566438270643844,357.6666666666667,12.897028081435401,False
19,Processed,Awake,60,5,1500,24.996219321763952,4,138.30057843624795,290.01480611906175,0.4768741992416431,5974.466719180237,0.023148606383939202,360.3333333333333,10.016652800877813,False
19,Processed,Awake,60,6,1500,24.996219321763952,4,138.30057843624795,287.12895043341985,0.4816671332775182,5790.345598393541,0.023884684616168283,365.6666666666667,15.50268793897798,False
19,Processed,Awake,60,7,1500,24.996219321763952,4,166.3133058033831,313.91335917999504,0.5298063970193144,6123.048283690422,0.02716184784078567,354.6666666666667,2.0816659994661326,False
19,Processed,Awake,60,8,1500,24.996219321763952,4,115.00613197126222,229.51820524196432,0.5010762952333983,5668.696337038993,0.02028793308609911,358.3333333333333,13.576941236277534,False
19,Processed,Awake,60,9,1500,24.996219321763952,4,138.30057843624795,279.100185469287,0.4955230617410928,6204.890812344537,0.022288962468300172,360.6666666666667,10.016652800877813,False
19,Processed,Awake,60,10,1500,24.996219321763952,4,138.30057843624795,265.7364657295875,0.5204426048812666,5845.675360753357,0.023658614257775778,346.3333333333333,19.857828011475306,False
19,Processed,Awake,60,11,1500,24.996219321763952,4,138.30057843624795,276.48574297959954,0.5002087158123464,6009.638332124447,0.02301312837695472,352.3333333333333,17.3877351409933,False
19,Processed,Awake,60,12,1500,24.996219321763952,4,138.30057843624795,294.3483777671098,0.4698533740371832,6008.556133339509,0.023017273262849847,356.0,13.856406460551018,False
19,Processed,Awake,60,17,1500,24.996219321763952,4,115.00613197126222,250.04396184054832,0.45994364800778914,5324.548283075159,0.021599227926400014,350.3333333333333,8.962886439832502,False
19,Processed,Awake,60,18,1500,24.996219321763952,4,115.00613197126222,229.07864939402378,0.5020377598501002,5104.938855175278,0.02252840538034485,357.0,5.196152422706632,False
19,Processed,Awake,60,19,1500,24.996219321763952,4,115.00613197126222,218.82667559865212,0.5255581005224146,5256.625476393676,0.021878319558379978,344.6666666666667,15.044378795195676,False
19,Processed,Awake,60,20,1500,24.996219321763952,4,115.00613197126222,261.5248937671752,0.43975214104722066,5300.409637168302,0.021697593175591473,365.3333333333333,6.8068592855540455,False
