session,state,duration_s,n_windows,metric,value
11,Drowsy,180,6,Mean_CC,0.6818398114856667
12,Awake,180,5,Mean_CC,0.7200906923830727
12,Drowsy,180,10,Mean_CC,0.6787629468713495
13,Awake,180,7,Mean_CC,0.6721170828527786
13,Drowsy,180,6,Mean_CC,0.6824228926928124
14,Awake,180,9,Mean_CC,0.6772196637096596
14,Drowsy,180,4,Mean_CC,0.6312526025751586
15,Awake,180,7,Mean_CC,0.6921641748838869
15,Drowsy,180,1,Mean_CC,0.6210291231679055
17,Awake,180,9,Mean_CC,0.6860345751828486
17,Drowsy,180,4,Mean_CC,0.7347709096281636
18,Awake,180,5,Mean_CC,0.7252896002278204
18,Drowsy,180,6,Mean_CC,0.6701683211826307
19,Awake,180,9,Mean_CC,0.7525085626664626
19,Drowsy,180,2,Mean_CC,0.6879468998101355
21,Awake,180,7,Mean_CC,0.6194495043638656
21,Drowsy,180,4,Mean_CC,0.6254790012157564
22,Awake,180,8,Mean_CC,0.7365509880406172
22,Drowsy,180,3,Mean_CC,0.6894085872163593
23,Awake,180,15,Mean_CC,0.660208002498564
23,Drowsy,180,1,Mean_CC,0.654851316192653
25,Awake,180,6,Mean_CC,0.7273552915690625
25,Drowsy,180,4,Mean_CC,0.6831482680207667
1,Awake,30,48,Mean_NRMSE,0.6186114532644379
1,Drowsy,30,14,Mean_NRMSE,0.6085096768898428
4,Awake,30,58,Mean_NRMSE,0.696713979338009
4,Drowsy,30,34,Mean_NRMSE,0.6858219408624113
5,Awake,30,66,Mean_NRMSE,0.6642932722732049
5,Drowsy,30,32,Mean_NRMSE,0.7352575252926559
6,Awake,30,62,Mean_NRMSE,0.6445339248781881
6,Drowsy,30,34,Mean_NRMSE,0.6425688520602977
7,Awake,30,68,Mean_NRMSE,0.6366645309272652
7,Drowsy,30,22,Mean_NRMSE,0.7021936464442089
8,Awake,30,72,Mean_NRMSE,0.6251465836924883
8,Drowsy,30,20,Mean_NRMSE,0.6629377474268248
9,Awake,30,94,Mean_NRMSE,0.6583434081333017
9,Drowsy,30,36,Mean_NRMSE,0.6548724777639923
10,Awake,30,54,Mean_NRMSE,0.6068389630534776
10,Drowsy,30,18,Mean_NRMSE,0.6721142783308438
11,Awake,30,40,Mean_NRMSE,0.6476494267734811
11,Drowsy,30,36,Mean_NRMSE,0.6813068603848704
12,Awake,30,40,Mean_NRMSE,0.6213563481541242
12,Drowsy,30,70,Mean_NRMSE,0.6418811838038193
13,Awake,30,50,Mean_NRMSE,0.6952549547092797
13,Drowsy,30,46,Mean_NRMSE,0.7060535830320886
14,Awake,30,62,Mean_NRMSE,0.6761807456278901
14,Drowsy,30,34,Mean_NRMSE,0.7218969474675511
15,Awake,30,56,Mean_NRMSE,0.6722838909474763
15,Drowsy,30,12,Mean_NRMSE,0.6862452182103889
17,Awake,30,56,Mean_NRMSE,0.684059391286324
17,Drowsy,30,28,Mean_NRMSE,0.6175656420364375
18,Awake,30,38,Mean_NRMSE,0.6084195040359196
18,Drowsy,30,42,Mean_NRMSE,0.6794507788354334
19,Awake,30,68,Mean_NRMSE,0.5957544306626539
19,Drowsy,30,20,Mean_NRMSE,0.5995156412927263
21,Awake,30,50,Mean_NRMSE,0.7170614335479415
21,Drowsy,30,30,Mean_NRMSE,0.7037508510667334
22,Awake,30,58,Mean_NRMSE,0.6230969829185768
22,Drowsy,30,26,Mean_NRMSE,0.7075593636695396
23,Awake,30,98,Mean_NRMSE,0.7112627486923679
23,Drowsy,30,26,Mean_NRMSE,0.7312880099959033
25,Awake,30,54,Mean_NRMSE,0.6144870724877118
25,Drowsy,30,30,Mean_NRMSE,0.6795709760383668
1,Awake,60,24,Mean_NRMSE,0.5869624912226548
1,Drowsy,60,7,Mean_NRMSE,0.5828411291316169
4,Awake,60,29,Mean_NRMSE,0.6897510372729564
4,Drowsy,60,17,Mean_NRMSE,0.6695737957268743
5,Awake,60,33,Mean_NRMSE,0.6760308109864472
5,Drowsy,60,16,Mean_NRMSE,0.7057123193528857
6,Awake,60,31,Mean_NRMSE,0.6378294225863771
6,Drowsy,60,17,Mean_NRMSE,0.6669952400625656
7,Awake,60,34,Mean_NRMSE,0.6310717421575701
7,Drowsy,60,11,Mean_NRMSE,0.6882946488690981
8,Awake,60,36,Mean_NRMSE,0.6123646339395816
8,Drowsy,60,10,Mean_NRMSE,0.6549590712218997
9,Awake,60,47,Mean_NRMSE,0.6460810955913411
9,Drowsy,60,18,Mean_NRMSE,0.6507363915121016
10,Awake,60,27,Mean_NRMSE,0.591607143150853
10,Drowsy,60,9,Mean_NRMSE,0.6404262962050152
11,Awake,60,20,Mean_NRMSE,0.6404791012823232
11,Drowsy,60,18,Mean_NRMSE,0.6695963634030622
12,Awake,60,20,Mean_NRMSE,0.595360993896853
12,Drowsy,60,35,Mean_NRMSE,0.6324608592304831
13,Awake,60,25,Mean_NRMSE,0.6827985010124599
13,Drowsy,60,23,Mean_NRMSE,0.6763973392585352
14,Awake,60,31,Mean_NRMSE,0.6525578110304431
14,Drowsy,60,17,Mean_NRMSE,0.712341138917536
15,Awake,60,28,Mean_NRMSE,0.6523256205260942
15,Drowsy,60,6,Mean_NRMSE,0.6644696041180012
17,Awake,60,28,Mean_NRMSE,0.6735027958582495
17,Drowsy,60,14,Mean_NRMSE,0.5821621130161525
18,Awake,60,19,Mean_NRMSE,0.6028285093532119
18,Drowsy,60,21,Mean_NRMSE,0.6643274028990978
