session,window_id,state,vector_index,x_t,x_t_plus_tau,x_t_plus_2tau
sample_1,7,Awake,105,130.08873554746782,63.74621793960765,-70.1167079779712
sample_1,7,Awake,106,113.69540335244572,52.22733520265812,-83.44646173687954
sample_1,7,Awake,107,95.6720051322635,36.6078685419564,-94.75359598353825
sample_1,7,Awake,108,81.17848314205098,18.2689108032196,-104.14472910496306
sample_1,7,Awake,109,73.53131804637826,-1.366582205642958,-113.06590492201562
sample_1,7,Awake,110,71.83286979226796,-20.847726003443647,-123.9712303210654
sample_1,7,Awake,111,72.1381697458182,-38.91605074247114,-139.15797270644242
sample_1,7,Awake,112,70.25876621825245,-55.23974097252691,-159.36820610766662
sample_1,7,Awake,113,63.74621793960765,-70.1167079779712,-181.6400682421533
sample_1,7,Awake,114,52.22733520265812,-83.44646173687954,-196.17151990061404
sample_1,7,Awake,115,36.6078685419564,-94.75359598353825,-186.0972609347533
sample_1,7,Awake,116,18.2689108032196,-104.14472910496306,-136.61245320353535
sample_1,7,Awake,117,-1.366582205642958,-113.06590492201562,-49.17663143962901
sample_1,7,Awake,118,-20.847726003443647,-123.9712303210654,55.56358848601285
sample_1,7,Awake,119,-38.91605074247114,-139.15797270644242,151.03404271772294
sample_1,7,Awake,120,-55.23974097252691,-159.36820610766662,219.53348918783124
sample_1,7,Awake,121,-70.1167079779712,-181.6400682421533,256.92862861037094
sample_1,7,Awake,122,-83.44646173687954,-196.17151990061404,269.4340277249143
sample_1,7,Awake,123,-94.75359598353825,-186.0972609347533,267.4471989658648
sample_1,7,Awake,124,-104.14472910496306,-136.61245320353535,259.2699789727416
sample_1,7,Awake,125,-113.06590492201562,-49.17663143962901,247.74337048399283
sample_1,7,Awake,126,-123.9712303210654,55.56358848601285,231.7194084683701
sample_1,7,Awake,127,-139.15797270644242,151.03404271772294,210.59651010761007
sample_1,7,Awake,128,-159.36820610766662,219.53348918783124,186.8981245589429
sample_1,7,Awake,129,-181.6400682421533,256.92862861037094,164.8158409902287
sample_1,7,Awake,130,-196.17151990061404,269.4340277249143,147.58179063084216
sample_1,7,Awake,131,-186.0972609347533,267.4471989658648,135.9473851899833
