session,threshold_pct,window_size_s,label,representation,n_windows,n_m_found,m_found_rate_pct,median_m,iqr_m,mode_m,q10_m,q25_m,q50_m,q75_m,q90_m,min_m,max_m,median_min_fnn_pct
sample_14.csv,5.0,60,Drowsy,Raw,10,10,100.0,4.0,0.75,4.0,3.0,3.25,4.0,4.0,4.0,3.0,4.0,0.9887242568260179
sample_14.csv,5.0,120,Awake,Processed,16,16,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6563446650959273
sample_14.csv,5.0,120,Awake,Raw,13,13,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.800000000000001,4.0,5.0,0.9767598518019536
sample_14.csv,5.0,120,Drowsy,Processed,7,7,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1092436974789917
sample_14.csv,5.0,120,Drowsy,Raw,4,4,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.3881317273999723
sample_14.csv,5.0,180,Awake,Processed,9,9,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7157235517781256
sample_14.csv,5.0,180,Awake,Raw,8,8,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.3,4.0,5.0,0.7521968721687988
sample_14.csv,5.0,180,Drowsy,Processed,4,4,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0842487089361734
sample_14.csv,5.0,180,Drowsy,Raw,2,2,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7288252947403704
sample_15.csv,1.0,60,Awake,Processed,28,24,85.71428571428571,5.0,2.0,5.0,4.300000000000001,5.0,5.0,7.0,8.0,4.0,10.0,0.5788506515202139
sample_15.csv,1.0,60,Awake,Raw,26,5,19.230769230769234,9.0,2.0,8.0,8.0,8.0,9.0,10.0,10.0,8.0,10.0,1.9931506849315068
sample_15.csv,1.0,60,Drowsy,Processed,6,5,83.33333333333334,5.0,1.0,5.0,4.4,5.0,5.0,6.0,7.2,4.0,8.0,0.6451082903199603
sample_15.csv,1.0,60,Drowsy,Raw,5,2,40.0,7.0,2.0,5.0,5.4,6.0,7.0,8.0,8.6,5.0,9.0,1.5699658703071673
sample_15.csv,1.0,120,Awake,Processed,12,11,91.66666666666666,6.0,1.5,6.0,5.0,5.5,6.0,7.0,7.0,5.0,7.0,0.6567984392890402
sample_15.csv,1.0,120,Awake,Raw,10,2,20.0,6.0,1.0,5.0,5.2,5.5,6.0,6.5,6.8,5.0,7.0,1.6179275364097474
sample_15.csv,1.0,120,Drowsy,Processed,3,3,100.0,10.0,2.0,10.0,6.8,8.0,10.0,10.0,10.0,6.0,10.0,0.8448800270361609
sample_15.csv,1.0,120,Drowsy,Raw,2,1,50.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.9300258577906175
sample_15.csv,1.0,180,Awake,Processed,7,7,100.0,6.0,1.0,6.0,5.6,6.0,6.0,7.0,7.0,5.0,7.0,0.6715916722632639
sample_15.csv,1.0,180,Awake,Raw,5,3,60.0,8.0,2.0,5.0,5.6,6.5,8.0,8.5,8.8,5.0,9.0,0.9654243376740008
sample_15.csv,1.0,180,Drowsy,Processed,1,0,0.0,,,,,,,,,,,1.008290387631638
sample_15.csv,1.0,180,Drowsy,Raw,1,0,0.0,,,,,,,,,,,1.1001347103726986
sample_15.csv,2.0,60,Awake,Processed,28,27,96.42857142857143,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0.5788506515202139
sample_15.csv,2.0,60,Awake,Raw,26,14,53.84615384615385,6.0,2.75,5.0,4.3,5.0,6.0,7.75,8.0,4.0,10.0,1.9931506849315068
sample_15.csv,2.0,60,Drowsy,Processed,6,6,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,5.0,0.6451082903199603
sample_15.csv,2.0,60,Drowsy,Raw,5,4,80.0,5.5,1.25,6.0,4.3,4.75,5.5,6.0,6.0,4.0,6.0,1.5699658703071673
sample_15.csv,2.0,120,Awake,Processed,12,12,100.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,0.6567984392890402
sample_15.csv,2.0,120,Awake,Raw,10,6,60.0,5.5,1.0,6.0,4.5,5.0,5.5,6.0,6.0,4.0,6.0,1.6179275364097474
sample_15.csv,2.0,120,Drowsy,Processed,3,3,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8448800270361609
sample_15.csv,2.0,120,Drowsy,Raw,2,2,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9300258577906175
sample_15.csv,2.0,180,Awake,Processed,7,7,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.6715916722632639
sample_15.csv,2.0,180,Awake,Raw,5,4,80.0,5.5,1.25,5.0,5.0,5.0,5.5,6.25,6.7,5.0,7.0,0.9654243376740008
sample_15.csv,2.0,180,Drowsy,Processed,1,1,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.008290387631638
sample_15.csv,2.0,180,Drowsy,Raw,1,1,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.1001347103726986
sample_15.csv,3.0,60,Awake,Processed,28,28,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0.5788506515202139
sample_15.csv,3.0,60,Awake,Raw,26,23,88.46153846153845,5.0,1.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,10.0,1.9931506849315068
sample_15.csv,3.0,60,Drowsy,Processed,6,6,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6451082903199603
sample_15.csv,3.0,60,Drowsy,Raw,5,5,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,1.5699658703071673
sample_15.csv,3.0,120,Awake,Processed,12,12,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6567984392890402
sample_15.csv,3.0,120,Awake,Raw,10,10,100.0,5.0,1.0,5.0,4.0,5.0,5.0,6.0,6.199999999999999,4.0,8.0,1.6179275364097474
sample_15.csv,3.0,120,Drowsy,Processed,3,3,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.8448800270361609
sample_15.csv,3.0,120,Drowsy,Raw,2,2,100.0,4.5,0.5,4.0,4.1,4.25,4.5,4.75,4.9,4.0,5.0,0.9300258577906175
sample_15.csv,3.0,180,Awake,Processed,7,7,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.4,4.0,5.0,0.6715916722632639
sample_15.csv,3.0,180,Awake,Raw,5,5,100.0,5.0,0.0,5.0,4.4,5.0,5.0,5.0,5.6,4.0,6.0,0.9654243376740008
sample_15.csv,3.0,180,Drowsy,Processed,1,1,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.008290387631638
sample_15.csv,3.0,180,Drowsy,Raw,1,1,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.1001347103726986
sample_15.csv,4.0,60,Awake,Processed,28,28,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.5788506515202139
sample_15.csv,4.0,60,Awake,Raw,26,26,100.0,4.5,1.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,8.0,1.9931506849315068
sample_15.csv,4.0,60,Drowsy,Processed,6,6,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6451082903199603
sample_15.csv,4.0,60,Drowsy,Raw,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.5699658703071673
sample_15.csv,4.0,120,Awake,Processed,12,12,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6567984392890402
sample_15.csv,4.0,120,Awake,Raw,10,10,100.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.6179275364097474
sample_15.csv,4.0,120,Drowsy,Processed,3,3,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.8448800270361609
sample_15.csv,4.0,120,Drowsy,Raw,2,2,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.9300258577906175
sample_15.csv,4.0,180,Awake,Processed,7,7,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6715916722632639
sample_15.csv,4.0,180,Awake,Raw,5,5,100.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,0.9654243376740008
sample_15.csv,4.0,180,Drowsy,Processed,1,1,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.008290387631638
sample_15.csv,4.0,180,Drowsy,Raw,1,1,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1001347103726986
sample_15.csv,5.0,60,Awake,Processed,28,28,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.5788506515202139
sample_15.csv,5.0,60,Awake,Raw,26,26,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,1.9931506849315068
sample_15.csv,5.0,60,Drowsy,Processed,6,6,100.0,4.0,0.75,4.0,3.0,3.25,4.0,4.0,4.0,3.0,4.0,0.6451082903199603
sample_15.csv,5.0,60,Drowsy,Raw,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.5699658703071673
sample_15.csv,5.0,120,Awake,Processed,12,12,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6567984392890402
sample_15.csv,5.0,120,Awake,Raw,10,10,100.0,4.0,0.75,4.0,4.0,4.0,4.0,4.75,5.0,4.0,5.0,1.6179275364097474
sample_15.csv,5.0,120,Drowsy,Processed,3,3,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.8448800270361609
sample_15.csv,5.0,120,Drowsy,Raw,2,2,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.9300258577906175
sample_15.csv,5.0,180,Awake,Processed,7,7,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6715916722632639
sample_15.csv,5.0,180,Awake,Raw,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.6,4.0,5.0,0.9654243376740008
sample_15.csv,5.0,180,Drowsy,Processed,1,1,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.008290387631638
sample_15.csv,5.0,180,Drowsy,Raw,1,1,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1001347103726986
sample_17.csv,1.0,60,Awake,Processed,28,14,50.0,6.0,0.75,6.0,5.0,5.25,6.0,6.0,6.700000000000001,5.0,7.0,1.0162601626016259
sample_17.csv,1.0,60,Awake,Raw,29,3,10.344827586206897,7.0,1.5,5.0,5.4,6.0,7.0,7.5,7.8,5.0,8.0,2.328767123287671
sample_17.csv,1.0,60,Drowsy,Processed,14,10,71.42857142857143,5.5,1.0,5.0,5.0,5.0,5.5,6.0,6.0,5.0,6.0,0.475546989802323
sample_17.csv,1.0,60,Drowsy,Raw,12,4,33.33333333333333,5.0,0.25,5.0,4.3,4.75,5.0,5.0,5.0,4.0,5.0,1.1904761904761905
sample_17.csv,1.0,120,Awake,Processed,14,8,57.14285714285714,6.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,0.9592729720632783
sample_17.csv,1.0,120,Awake,Raw,14,1,7.142857142857142,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.43111662354472
sample_17.csv,1.0,120,Drowsy,Processed,5,4,80.0,5.5,1.0,5.0,5.0,5.0,5.5,6.0,6.0,5.0,6.0,0.7068327162571525
sample_17.csv,1.0,120,Drowsy,Raw,5,3,60.0,7.0,1.0,7.0,5.4,6.0,7.0,7.0,7.0,5.0,7.0,0.9784075573549258
sample_17.csv,1.0,180,Awake,Processed,9,5,55.55555555555556,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.6,6.0,7.0,0.8946544397226572
sample_17.csv,1.0,180,Awake,Raw,9,0,0.0,,,,,,,,,,,2.2676246070947466
sample_17.csv,1.0,180,Drowsy,Processed,4,4,100.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.6380426692836094
sample_17.csv,1.0,180,Drowsy,Raw,4,3,75.0,5.0,0.5,5.0,5.0,5.0,5.0,5.5,5.8,5.0,6.0,0.370453524921419
sample_17.csv,2.0,60,Awake,Processed,28,25,89.28571428571429,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0162601626016259
sample_17.csv,2.0,60,Awake,Raw,29,12,41.37931034482759,6.0,3.0,5.0,5.0,5.0,6.0,8.0,8.0,4.0,9.0,2.328767123287671
sample_17.csv,2.0,60,Drowsy,Processed,14,14,100.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,0.475546989802323
sample_17.csv,2.0,60,Drowsy,Raw,12,8,66.66666666666666,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.3,4.0,6.0,1.1904761904761905
sample_17.csv,2.0,120,Awake,Processed,14,13,92.85714285714286,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,0.9592729720632783
sample_17.csv,2.0,120,Awake,Raw,14,5,35.714285714285715,7.0,2.0,8.0,5.4,6.0,7.0,8.0,8.0,5.0,8.0,2.43111662354472
sample_17.csv,2.0,120,Drowsy,Processed,5,5,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.7068327162571525
sample_17.csv,2.0,120,Drowsy,Raw,5,4,80.0,5.0,0.5,5.0,4.3,4.75,5.0,5.25,5.7,4.0,6.0,0.9784075573549258
sample_17.csv,2.0,180,Awake,Processed,9,9,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,0.8946544397226572
sample_17.csv,2.0,180,Awake,Raw,9,3,33.33333333333333,6.0,0.5,6.0,6.0,6.0,6.0,6.5,6.8,6.0,7.0,2.2676246070947466
sample_17.csv,2.0,180,Drowsy,Processed,4,4,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.6380426692836094
sample_17.csv,2.0,180,Drowsy,Raw,4,3,75.0,5.0,0.5,5.0,4.2,4.5,5.0,5.0,5.0,4.0,5.0,0.370453524921419
sample_17.csv,3.0,60,Awake,Processed,28,28,100.0,4.0,0.25,4.0,4.0,4.0,4.0,4.25,5.0,4.0,5.0,1.0162601626016259
sample_17.csv,3.0,60,Awake,Raw,29,23,79.3103448275862,6.0,1.5,5.0,5.0,5.0,6.0,6.5,8.0,4.0,10.0,2.328767123287671
sample_17.csv,3.0,60,Drowsy,Processed,14,14,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.700000000000001,4.0,5.0,0.475546989802323
sample_17.csv,3.0,60,Drowsy,Raw,12,11,91.66666666666666,4.0,1.5,4.0,4.0,4.0,4.0,5.5,6.0,4.0,6.0,1.1904761904761905
sample_17.csv,3.0,120,Awake,Processed,14,14,100.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,0.9592729720632783
sample_17.csv,3.0,120,Awake,Raw,14,12,85.71428571428571,6.0,2.0,5.0,5.0,5.0,6.0,7.0,7.9,5.0,9.0,2.43111662354472
sample_17.csv,3.0,120,Drowsy,Processed,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.6,4.0,5.0,0.7068327162571525
sample_17.csv,3.0,120,Drowsy,Raw,5,5,100.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,6.800000000000001,4.0,8.0,0.9784075573549258
sample_17.csv,3.0,180,Awake,Processed,9,9,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8946544397226572
sample_17.csv,3.0,180,Awake,Raw,9,8,88.88888888888889,7.0,2.25,5.0,5.0,5.0,7.0,7.25,8.0,5.0,8.0,2.2676246070947466
sample_17.csv,3.0,180,Drowsy,Processed,4,4,100.0,4.5,1.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,5.0,0.6380426692836094
sample_17.csv,3.0,180,Drowsy,Raw,4,4,100.0,4.0,0.5,4.0,4.0,4.0,4.0,4.5,5.4,4.0,6.0,0.370453524921419
sample_17.csv,4.0,60,Awake,Processed,28,28,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0162601626016259
sample_17.csv,4.0,60,Awake,Raw,29,28,96.55172413793103,5.0,2.0,5.0,4.0,4.0,5.0,6.0,6.0,4.0,6.0,2.328767123287671
sample_17.csv,4.0,60,Drowsy,Processed,14,14,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,0.475546989802323
sample_17.csv,4.0,60,Drowsy,Raw,12,12,100.0,4.0,0.25,4.0,4.0,4.0,4.0,4.25,5.0,4.0,6.0,1.1904761904761905
sample_17.csv,4.0,120,Awake,Processed,14,14,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.9592729720632783
sample_17.csv,4.0,120,Awake,Raw,14,14,100.0,5.0,1.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,7.0,2.43111662354472
sample_17.csv,4.0,120,Drowsy,Processed,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7068327162571525
sample_17.csv,4.0,120,Drowsy,Raw,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.2,4.0,6.0,0.9784075573549258
sample_17.csv,4.0,180,Awake,Processed,9,9,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.2,4.0,5.0,0.8946544397226572
sample_17.csv,4.0,180,Awake,Raw,9,9,100.0,5.0,1.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,2.2676246070947466
sample_17.csv,4.0,180,Drowsy,Processed,4,4,100.0,4.0,0.25,4.0,4.0,4.0,4.0,4.25,4.7,4.0,5.0,0.6380426692836094
sample_17.csv,4.0,180,Drowsy,Raw,4,4,100.0,4.0,0.25,4.0,4.0,4.0,4.0,4.25,4.7,4.0,5.0,0.370453524921419
sample_17.csv,5.0,60,Awake,Processed,28,28,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0162601626016259
sample_17.csv,5.0,60,Awake,Raw,29,29,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.328767123287671
sample_17.csv,5.0,60,Drowsy,Processed,14,14,100.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,0.475546989802323
sample_17.csv,5.0,60,Drowsy,Raw,12,12,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.1904761904761905
sample_17.csv,5.0,120,Awake,Processed,14,14,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.9592729720632783
sample_17.csv,5.0,120,Awake,Raw,14,14,100.0,5.0,0.75,5.0,4.0,4.25,5.0,5.0,5.0,4.0,5.0,2.43111662354472
sample_17.csv,5.0,120,Drowsy,Processed,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7068327162571525
sample_17.csv,5.0,120,Drowsy,Raw,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.9784075573549258
sample_17.csv,5.0,180,Awake,Processed,9,9,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.8946544397226572
sample_17.csv,5.0,180,Awake,Raw,9,9,100.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.2676246070947466
sample_17.csv,5.0,180,Drowsy,Processed,4,4,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6380426692836094
sample_17.csv,5.0,180,Drowsy,Raw,4,4,100.0,4.0,0.25,4.0,4.0,4.0,4.0,4.25,4.7,4.0,5.0,0.370453524921419
sample_18.csv,1.0,60,Awake,Processed,19,18,94.73684210526315,5.5,1.75,5.0,4.7,5.0,5.5,6.75,8.0,4.0,10.0,0.3396739130434782
sample_18.csv,1.0,60,Awake,Raw,19,12,63.1578947368421,5.0,2.0,4.0,4.0,4.0,5.0,6.0,6.9,4.0,8.0,0.6164383561643836
sample_18.csv,1.0,60,Drowsy,Processed,21,18,85.71428571428571,7.0,1.75,7.0,4.7,6.0,7.0,7.75,8.0,4.0,9.0,0.6164383561643836
sample_18.csv,1.0,60,Drowsy,Raw,21,6,28.57142857142857,6.5,2.5,4.0,4.0,4.5,6.5,7.0,7.5,4.0,8.0,1.2881355932203389
sample_18.csv,1.0,120,Awake,Processed,8,8,100.0,6.0,1.0,6.0,5.0,5.0,6.0,6.0,6.8999999999999995,5.0,9.0,0.4723355430902601
sample_18.csv,1.0,120,Awake,Raw,8,6,75.0,5.5,2.5,5.0,5.0,5.0,5.5,7.5,8.0,5.0,8.0,0.793918918918919
sample_18.csv,1.0,120,Drowsy,Processed,10,9,90.0,7.0,3.0,5.0,5.0,5.0,7.0,8.0,9.0,5.0,9.0,0.7764799212167633
sample_18.csv,1.0,120,Drowsy,Raw,9,1,11.11111111111111,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.6863406408094437
sample_18.csv,1.0,180,Awake,Processed,5,5,100.0,6.0,0.0,6.0,5.4,6.0,6.0,6.0,6.6,5.0,7.0,0.4476275738585497
sample_18.csv,1.0,180,Awake,Raw,5,3,60.0,5.0,0.5,5.0,5.0,5.0,5.0,5.5,5.8,5.0,6.0,0.3811659192825112
sample_18.csv,1.0,180,Drowsy,Processed,6,6,100.0,7.0,0.0,7.0,6.0,7.0,7.0,7.0,7.5,5.0,8.0,0.6493708345767433
sample_18.csv,1.0,180,Drowsy,Raw,7,3,42.857142857142854,5.0,1.5,5.0,5.0,5.0,5.0,6.5,7.4,5.0,8.0,1.0325476992143658
sample_18.csv,2.0,60,Awake,Processed,19,19,100.0,4.0,0.5,4.0,4.0,4.0,4.0,4.5,5.199999999999999,4.0,6.0,0.3396739130434782
sample_18.csv,2.0,60,Awake,Raw,19,17,89.47368421052632,4.0,2.0,4.0,4.0,4.0,4.0,6.0,6.4,4.0,7.0,0.6164383561643836
sample_18.csv,2.0,60,Drowsy,Processed,21,20,95.23809523809523,5.0,1.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,6.0,0.6164383561643836
sample_18.csv,2.0,60,Drowsy,Raw,21,16,76.19047619047619,5.0,3.0,4.0,4.0,4.0,5.0,7.0,7.0,4.0,8.0,1.2881355932203389
sample_18.csv,2.0,120,Awake,Processed,8,8,100.0,5.0,0.25,5.0,4.0,4.75,5.0,5.0,5.0,4.0,5.0,0.4723355430902601
sample_18.csv,2.0,120,Awake,Raw,8,7,87.5,4.0,1.5,4.0,4.0,4.0,4.0,5.5,6.4,4.0,7.0,0.793918918918919
sample_18.csv,2.0,120,Drowsy,Processed,10,10,100.0,5.0,0.75,5.0,4.0,4.25,5.0,5.0,6.0,4.0,6.0,0.7764799212167633
sample_18.csv,2.0,120,Drowsy,Raw,9,6,66.66666666666666,5.0,1.5,4.0,4.0,4.25,5.0,5.75,6.5,4.0,7.0,1.6863406408094437
sample_18.csv,2.0,180,Awake,Processed,5,5,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.4476275738585497
sample_18.csv,2.0,180,Awake,Raw,5,5,100.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,6.2,4.0,7.0,0.3811659192825112
sample_18.csv,2.0,180,Drowsy,Processed,6,6,100.0,5.0,0.75,5.0,4.5,5.0,5.0,5.75,6.0,4.0,6.0,0.6493708345767433
sample_18.csv,2.0,180,Drowsy,Raw,7,6,85.71428571428571,5.0,1.5,4.0,4.0,4.25,5.0,5.75,6.0,4.0,6.0,1.0325476992143658
sample_18.csv,3.0,60,Awake,Processed,19,19,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.3396739130434782
sample_18.csv,3.0,60,Awake,Raw,19,19,100.0,4.0,0.5,4.0,3.8,4.0,4.0,4.5,5.199999999999999,3.0,7.0,0.6164383561643836
sample_18.csv,3.0,60,Drowsy,Processed,21,21,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0.6164383561643836
sample_18.csv,3.0,60,Drowsy,Raw,21,21,100.0,5.0,2.0,4.0,4.0,4.0,5.0,6.0,7.0,4.0,9.0,1.2881355932203389
sample_18.csv,3.0,120,Awake,Processed,8,8,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.4723355430902601
sample_18.csv,3.0,120,Awake,Raw,8,8,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.3,4.0,6.0,0.793918918918919
sample_18.csv,3.0,120,Drowsy,Processed,10,10,100.0,4.5,1.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,5.0,0.7764799212167633
sample_18.csv,3.0,120,Drowsy,Raw,9,9,100.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,6.0,1.6863406408094437
sample_18.csv,3.0,180,Awake,Processed,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.6,4.0,5.0,0.4476275738585497
sample_18.csv,3.0,180,Awake,Raw,5,5,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0.3811659192825112
sample_18.csv,3.0,180,Drowsy,Processed,6,6,100.0,4.0,0.75,4.0,4.0,4.0,4.0,4.75,5.0,4.0,5.0,0.6493708345767433
sample_18.csv,3.0,180,Drowsy,Raw,7,7,100.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,5.800000000000001,4.0,7.0,1.0325476992143658
sample_18.csv,4.0,60,Awake,Processed,19,19,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.3396739130434782
sample_18.csv,4.0,60,Awake,Raw,19,19,100.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.199999999999999,3.0,6.0,0.6164383561643836
sample_18.csv,4.0,60,Drowsy,Processed,21,21,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6164383561643836
sample_18.csv,4.0,60,Drowsy,Raw,21,21,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,1.2881355932203389
sample_18.csv,4.0,120,Awake,Processed,8,8,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.4723355430902601
sample_18.csv,4.0,120,Awake,Raw,8,8,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.793918918918919
sample_18.csv,4.0,120,Drowsy,Processed,10,10,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7764799212167633
