session,threshold_pct,window_size_s,label,representation,n_windows,n_m_found,m_found_rate_pct,median_m,iqr_m,mode_m,q10_m,q25_m,q50_m,q75_m,q90_m,min_m,max_m,median_min_fnn_pct
sample_11.csv,5.0,180,Drowsy,Processed,6,6,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.8962186783214456
sample_11.csv,5.0,180,Drowsy,Raw,6,6,100.0,5.0,0.75,5.0,4.0,4.25,5.0,5.0,5.0,4.0,5.0,2.5046798405679978
sample_12.csv,1.0,60,Awake,Processed,20,20,100.0,5.0,3.0,5.0,4.0,4.0,5.0,7.0,7.0,4.0,8.0,0.205620287868403
sample_12.csv,1.0,60,Awake,Raw,19,5,26.31578947368421,7.0,1.0,7.0,5.4,6.0,7.0,7.0,8.2,5.0,9.0,1.4344262295081966
sample_12.csv,1.0,60,Drowsy,Processed,35,34,97.14285714285714,5.0,1.0,5.0,5.0,5.0,5.0,6.0,7.0,4.0,10.0,0.3408316291751874
sample_12.csv,1.0,60,Drowsy,Raw,32,5,15.625,6.0,1.0,6.0,4.4,5.0,6.0,6.0,7.2,4.0,8.0,1.7847950536831507
sample_12.csv,1.0,120,Awake,Processed,8,8,100.0,5.0,1.0,5.0,4.7,5.0,5.0,6.0,6.3,4.0,7.0,0.33745083493054673
sample_12.csv,1.0,120,Awake,Raw,8,3,37.5,9.0,2.0,9.0,5.8,7.0,9.0,9.0,9.0,5.0,9.0,1.7374933567786355
sample_12.csv,1.0,120,Drowsy,Processed,16,16,100.0,6.0,2.0,5.0,5.0,5.0,6.0,7.0,7.0,5.0,7.0,0.45439246045102655
sample_12.csv,1.0,120,Drowsy,Raw,15,1,6.666666666666667,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.8311291963377416
sample_12.csv,1.0,180,Awake,Processed,5,5,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,6.2,5.0,7.0,0.2239140170174652
sample_12.csv,1.0,180,Awake,Raw,5,1,20.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.4147765551313722
sample_12.csv,1.0,180,Drowsy,Processed,10,10,100.0,6.0,0.75,6.0,5.0,6.0,6.0,6.75,7.1,5.0,8.0,0.425436632333184
sample_12.csv,1.0,180,Drowsy,Raw,9,0,0.0,,,,,,,,,,,1.9291161956034095
sample_12.csv,2.0,60,Awake,Processed,20,20,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,0.205620287868403
sample_12.csv,2.0,60,Awake,Raw,19,16,84.21052631578947,6.0,1.0,6.0,5.0,5.0,6.0,6.0,7.0,4.0,9.0,1.4344262295081966
sample_12.csv,2.0,60,Drowsy,Processed,35,35,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,0.3408316291751874
sample_12.csv,2.0,60,Drowsy,Raw,32,19,59.375,6.0,2.0,6.0,4.0,5.0,6.0,7.0,8.2,4.0,9.0,1.7847950536831507
sample_12.csv,2.0,120,Awake,Processed,8,8,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.3,4.0,5.0,0.33745083493054673
sample_12.csv,2.0,120,Awake,Raw,8,6,75.0,6.0,0.75,6.0,4.5,5.25,6.0,6.0,6.0,4.0,6.0,1.7374933567786355
sample_12.csv,2.0,120,Drowsy,Processed,16,16,100.0,4.5,1.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,5.0,0.45439246045102655
sample_12.csv,2.0,120,Drowsy,Raw,15,8,53.333333333333336,6.0,1.5,6.0,4.0,4.75,6.0,6.25,7.3,4.0,8.0,1.8311291963377416
sample_12.csv,2.0,180,Awake,Processed,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.6,4.0,5.0,0.2239140170174652
sample_12.csv,2.0,180,Awake,Raw,5,4,80.0,5.5,1.0,5.0,5.0,5.0,5.5,6.0,6.0,5.0,6.0,1.4147765551313722
sample_12.csv,2.0,180,Drowsy,Processed,10,10,100.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,0.425436632333184
sample_12.csv,2.0,180,Drowsy,Raw,9,5,55.55555555555556,6.0,1.0,6.0,5.4,6.0,6.0,7.0,7.6,5.0,8.0,1.9291161956034095
sample_12.csv,3.0,60,Awake,Processed,20,20,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.205620287868403
sample_12.csv,3.0,60,Awake,Raw,19,19,100.0,5.0,2.0,4.0,4.0,4.0,5.0,6.0,6.799999999999997,4.0,10.0,1.4344262295081966
sample_12.csv,3.0,60,Drowsy,Processed,35,35,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.3408316291751874
sample_12.csv,3.0,60,Drowsy,Raw,32,30,93.75,5.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,8.0,1.7847950536831507
sample_12.csv,3.0,120,Awake,Processed,8,8,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.33745083493054673
sample_12.csv,3.0,120,Awake,Raw,8,8,100.0,5.0,1.25,5.0,4.0,4.75,5.0,6.0,6.3,4.0,7.0,1.7374933567786355
sample_12.csv,3.0,120,Drowsy,Processed,16,16,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.45439246045102655
sample_12.csv,3.0,120,Drowsy,Raw,15,15,100.0,5.0,1.0,5.0,4.0,5.0,5.0,6.0,6.6,4.0,8.0,1.8311291963377416
sample_12.csv,3.0,180,Awake,Processed,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.2239140170174652
sample_12.csv,3.0,180,Awake,Raw,5,5,100.0,5.0,1.0,5.0,4.4,5.0,5.0,6.0,6.6,4.0,7.0,1.4147765551313722
sample_12.csv,3.0,180,Drowsy,Processed,10,10,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.425436632333184
sample_12.csv,3.0,180,Drowsy,Raw,9,9,100.0,6.0,1.0,6.0,4.8,5.0,6.0,6.0,6.4,4.0,8.0,1.9291161956034095
sample_12.csv,4.0,60,Awake,Processed,20,20,100.0,4.0,0.25,4.0,3.0,3.75,4.0,4.0,4.0,3.0,4.0,0.205620287868403
sample_12.csv,4.0,60,Awake,Raw,19,19,100.0,4.0,1.0,4.0,3.8,4.0,4.0,5.0,5.199999999999999,3.0,7.0,1.4344262295081966
sample_12.csv,4.0,60,Drowsy,Processed,35,35,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.3408316291751874
sample_12.csv,4.0,60,Drowsy,Raw,32,32,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,8.0,1.7847950536831507
sample_12.csv,4.0,120,Awake,Processed,8,8,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.33745083493054673
sample_12.csv,4.0,120,Awake,Raw,8,8,100.0,4.5,1.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,5.0,1.7374933567786355
sample_12.csv,4.0,120,Drowsy,Processed,16,16,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.45439246045102655
sample_12.csv,4.0,120,Drowsy,Raw,15,15,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.6,4.0,6.0,1.8311291963377416
sample_12.csv,4.0,180,Awake,Processed,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.2239140170174652
sample_12.csv,4.0,180,Awake,Raw,5,5,100.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,5.6,4.0,6.0,1.4147765551313722
sample_12.csv,4.0,180,Drowsy,Processed,10,10,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.425436632333184
sample_12.csv,4.0,180,Drowsy,Raw,9,9,100.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.2,4.0,6.0,1.9291161956034095
sample_12.csv,5.0,60,Awake,Processed,20,20,100.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,0.205620287868403
sample_12.csv,5.0,60,Awake,Raw,19,19,100.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,1.4344262295081966
sample_12.csv,5.0,60,Drowsy,Processed,35,35,100.0,4.0,0.5,4.0,3.0,3.5,4.0,4.0,4.0,3.0,4.0,0.3408316291751874
sample_12.csv,5.0,60,Drowsy,Raw,32,32,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,1.7847950536831507
sample_12.csv,5.0,120,Awake,Processed,8,8,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.33745083493054673
sample_12.csv,5.0,120,Awake,Raw,8,8,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,1.7374933567786355
sample_12.csv,5.0,120,Drowsy,Processed,16,16,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.45439246045102655
sample_12.csv,5.0,120,Drowsy,Raw,15,15,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.8311291963377416
sample_12.csv,5.0,180,Awake,Processed,5,5,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.2239140170174652
sample_12.csv,5.0,180,Awake,Raw,5,5,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,1.4147765551313722
sample_12.csv,5.0,180,Drowsy,Processed,10,10,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.425436632333184
sample_12.csv,5.0,180,Drowsy,Raw,9,9,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.2,4.0,5.0,1.9291161956034095
sample_13.csv,1.0,60,Awake,Processed,25,10,40.0,6.0,1.75,5.0,5.0,5.0,6.0,6.75,7.1,5.0,8.0,1.1580381471389645
sample_13.csv,1.0,60,Awake,Raw,24,4,16.666666666666664,7.5,3.25,6.0,6.0,6.0,7.5,9.25,9.7,6.0,10.0,2.233821445441663
sample_13.csv,1.0,60,Drowsy,Processed,23,14,60.86956521739131,6.0,1.75,6.0,4.3,5.25,6.0,7.0,8.0,4.0,10.0,0.819672131147541
sample_13.csv,1.0,60,Drowsy,Raw,21,3,14.285714285714285,6.0,0.5,6.0,6.0,6.0,6.0,6.5,6.8,6.0,7.0,2.336769759450172
sample_13.csv,1.0,120,Awake,Processed,11,5,45.45454545454545,6.0,0.0,6.0,6.0,6.0,6.0,6.0,7.2,6.0,8.0,1.0752688172043012
sample_13.csv,1.0,120,Awake,Raw,10,1,10.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.368866328257192
sample_13.csv,1.0,120,Drowsy,Processed,12,9,75.0,6.0,1.0,6.0,6.0,6.0,6.0,7.0,7.4,6.0,9.0,0.8423195892204889
sample_13.csv,1.0,120,Drowsy,Raw,10,1,10.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.6688123995971043
sample_13.csv,1.0,180,Awake,Processed,7,2,28.57142857142857,7.5,1.5,6.0,6.3,6.75,7.5,8.25,8.7,6.0,9.0,1.094727435210009
sample_13.csv,1.0,180,Awake,Raw,7,0,0.0,,,,,,,,,,,1.9282511210762332
sample_13.csv,1.0,180,Drowsy,Processed,6,4,66.66666666666666,7.0,0.25,7.0,6.3,6.75,7.0,7.0,7.0,6.0,7.0,0.8948547652717875
sample_13.csv,1.0,180,Drowsy,Raw,6,0,0.0,,,,,,,,,,,2.7191011235955056
sample_13.csv,2.0,60,Awake,Processed,25,25,100.0,5.0,1.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,7.0,1.1580381471389645
sample_13.csv,2.0,60,Awake,Raw,24,11,45.83333333333333,6.0,2.0,5.0,5.0,5.5,6.0,7.5,9.0,5.0,10.0,2.233821445441663
sample_13.csv,2.0,60,Drowsy,Processed,23,22,95.65217391304348,5.0,0.75,5.0,4.0,5.0,5.0,5.75,6.0,4.0,7.0,0.819672131147541
sample_13.csv,2.0,60,Drowsy,Raw,21,10,47.61904761904761,6.5,3.0,5.0,5.0,5.0,6.5,8.0,9.1,5.0,10.0,2.336769759450172
sample_13.csv,2.0,120,Awake,Processed,11,11,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0752688172043012
sample_13.csv,2.0,120,Awake,Raw,10,3,30.0,6.0,1.5,6.0,6.0,6.0,6.0,7.5,8.4,6.0,9.0,2.368866328257192
sample_13.csv,2.0,120,Drowsy,Processed,12,12,100.0,5.0,0.25,5.0,5.0,5.0,5.0,5.25,6.0,5.0,8.0,0.8423195892204889
sample_13.csv,2.0,120,Drowsy,Raw,10,2,20.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.6688123995971043
sample_13.csv,2.0,180,Awake,Processed,7,7,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.4,5.0,6.0,1.094727435210009
sample_13.csv,2.0,180,Awake,Raw,7,4,57.14285714285714,8.0,0.25,8.0,8.0,8.0,8.0,8.25,8.7,8.0,9.0,1.9282511210762332
sample_13.csv,2.0,180,Drowsy,Processed,6,6,100.0,5.0,0.75,5.0,5.0,5.0,5.0,5.75,6.0,5.0,6.0,0.8948547652717875
sample_13.csv,2.0,180,Drowsy,Raw,6,1,16.666666666666664,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.7191011235955056
sample_13.csv,3.0,60,Awake,Processed,25,25,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,1.1580381471389645
sample_13.csv,3.0,60,Awake,Raw,24,19,79.16666666666666,5.0,2.0,5.0,5.0,5.0,5.0,7.0,8.2,4.0,10.0,2.233821445441663
sample_13.csv,3.0,60,Drowsy,Processed,23,23,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0.819672131147541
sample_13.csv,3.0,60,Drowsy,Raw,21,15,71.42857142857143,6.0,1.5,5.0,5.0,5.0,6.0,6.5,8.799999999999999,4.0,10.0,2.336769759450172
sample_13.csv,3.0,120,Awake,Processed,11,11,100.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0752688172043012
sample_13.csv,3.0,120,Awake,Raw,10,8,80.0,6.0,1.5,6.0,5.0,5.75,6.0,7.25,8.6,5.0,10.0,2.368866328257192
sample_13.csv,3.0,120,Drowsy,Processed,12,12,100.0,4.5,1.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,5.0,0.8423195892204889
sample_13.csv,3.0,120,Drowsy,Raw,10,7,70.0,6.0,3.0,5.0,5.0,5.5,6.0,8.5,9.4,5.0,10.0,2.6688123995971043
sample_13.csv,3.0,180,Awake,Processed,7,7,100.0,5.0,0.0,5.0,4.6,5.0,5.0,5.0,5.0,4.0,5.0,1.094727435210009
sample_13.csv,3.0,180,Awake,Raw,7,6,85.71428571428571,6.5,1.0,6.0,5.5,6.0,6.5,7.0,7.5,5.0,8.0,1.9282511210762332
sample_13.csv,3.0,180,Drowsy,Processed,6,6,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8948547652717875
sample_13.csv,3.0,180,Drowsy,Raw,6,4,66.66666666666666,7.0,2.5,6.0,6.0,6.0,7.0,8.5,9.4,6.0,10.0,2.7191011235955056
sample_13.csv,4.0,60,Awake,Processed,25,25,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.1580381471389645
sample_13.csv,4.0,60,Awake,Raw,24,24,100.0,5.0,1.25,5.0,4.0,4.75,5.0,6.0,7.0,4.0,8.0,2.233821445441663
sample_13.csv,4.0,60,Drowsy,Processed,23,23,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,0.819672131147541
sample_13.csv,4.0,60,Drowsy,Raw,21,20,95.23809523809523,5.0,2.25,5.0,4.0,4.75,5.0,7.0,8.100000000000001,4.0,9.0,2.336769759450172
sample_13.csv,4.0,120,Awake,Processed,11,11,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0752688172043012
sample_13.csv,4.0,120,Awake,Raw,10,10,100.0,5.0,0.75,5.0,4.0,5.0,5.0,5.75,7.1,4.0,8.0,2.368866328257192
sample_13.csv,4.0,120,Drowsy,Processed,12,12,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.8423195892204889
sample_13.csv,4.0,120,Drowsy,Raw,10,9,90.0,5.0,1.0,5.0,5.0,5.0,5.0,6.0,6.4,5.0,8.0,2.6688123995971043
sample_13.csv,4.0,180,Awake,Processed,7,7,100.0,4.0,0.5,4.0,4.0,4.0,4.0,4.5,5.0,4.0,5.0,1.094727435210009
sample_13.csv,4.0,180,Awake,Raw,7,7,100.0,6.0,1.0,5.0,5.0,5.0,6.0,6.0,6.4,5.0,7.0,1.9282511210762332
sample_13.csv,4.0,180,Drowsy,Processed,6,6,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,5.0,0.8948547652717875
sample_13.csv,4.0,180,Drowsy,Raw,6,6,100.0,6.0,1.5,5.0,5.0,5.25,6.0,6.75,7.5,5.0,8.0,2.7191011235955056
sample_13.csv,5.0,60,Awake,Processed,25,25,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1580381471389645
sample_13.csv,5.0,60,Awake,Raw,24,24,100.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,8.0,2.233821445441663
sample_13.csv,5.0,60,Drowsy,Processed,23,23,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.819672131147541
sample_13.csv,5.0,60,Drowsy,Raw,21,21,100.0,5.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,8.0,2.336769759450172
sample_13.csv,5.0,120,Awake,Processed,11,11,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0752688172043012
sample_13.csv,5.0,120,Awake,Raw,10,10,100.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,6.0,2.368866328257192
sample_13.csv,5.0,120,Drowsy,Processed,12,12,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.8423195892204889
sample_13.csv,5.0,120,Drowsy,Raw,10,10,100.0,5.0,0.75,5.0,5.0,5.0,5.0,5.75,7.1,5.0,8.0,2.6688123995971043
sample_13.csv,5.0,180,Awake,Processed,7,7,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.094727435210009
sample_13.csv,5.0,180,Awake,Raw,7,7,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.9282511210762332
sample_13.csv,5.0,180,Drowsy,Processed,6,6,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.8948547652717875
sample_13.csv,5.0,180,Drowsy,Raw,6,6,100.0,5.5,1.0,5.0,5.0,5.0,5.5,6.0,6.0,5.0,6.0,2.7191011235955056
sample_14.csv,1.0,60,Awake,Processed,31,28,90.32258064516128,6.0,2.0,5.0,5.0,5.0,6.0,7.0,7.0,4.0,10.0,0.4794520547945206
sample_14.csv,1.0,60,Awake,Raw,26,6,23.076923076923077,5.0,0.75,5.0,4.5,5.0,5.0,5.75,8.0,4.0,10.0,1.700468560189738
sample_14.csv,1.0,60,Drowsy,Processed,17,7,41.17647058823529,6.0,1.0,6.0,5.6,6.0,6.0,7.0,7.4,5.0,8.0,1.2907608695652173
sample_14.csv,1.0,60,Drowsy,Raw,10,5,50.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.2,4.0,6.0,0.9887242568260179
sample_14.csv,1.0,120,Awake,Processed,16,13,81.25,6.0,1.0,6.0,5.2,6.0,6.0,7.0,7.0,5.0,8.0,0.6563446650959273
sample_14.csv,1.0,120,Awake,Raw,13,7,53.84615384615385,6.0,0.5,6.0,6.0,6.0,6.0,6.5,7.800000000000001,6.0,9.0,0.9767598518019536
sample_14.csv,1.0,120,Drowsy,Processed,7,3,42.857142857142854,7.0,0.5,7.0,6.2,6.5,7.0,7.0,7.0,6.0,7.0,1.1092436974789917
sample_14.csv,1.0,120,Drowsy,Raw,4,3,75.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.3881317273999723
sample_14.csv,1.0,180,Awake,Processed,9,7,77.77777777777779,6.0,0.5,6.0,6.0,6.0,6.0,6.5,7.4,6.0,8.0,0.7157235517781256
sample_14.csv,1.0,180,Awake,Raw,8,5,62.5,6.0,1.0,5.0,5.0,5.0,6.0,6.0,7.2,5.0,8.0,0.7521968721687988
sample_14.csv,1.0,180,Drowsy,Processed,4,1,25.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0842487089361734
sample_14.csv,1.0,180,Drowsy,Raw,2,1,50.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.7288252947403704
sample_14.csv,2.0,60,Awake,Processed,31,30,96.7741935483871,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.100000000000001,4.0,7.0,0.4794520547945206
sample_14.csv,2.0,60,Awake,Raw,26,19,73.07692307692307,5.0,2.0,4.0,4.0,4.0,5.0,6.0,6.399999999999999,4.0,8.0,1.700468560189738
sample_14.csv,2.0,60,Drowsy,Processed,17,13,76.47058823529412,5.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,7.0,1.2907608695652173
sample_14.csv,2.0,60,Drowsy,Raw,10,8,80.0,4.0,1.25,4.0,4.0,4.0,4.0,5.25,6.8999999999999995,4.0,9.0,0.9887242568260179
sample_14.csv,2.0,120,Awake,Processed,16,15,93.75,5.0,0.0,5.0,4.4,5.0,5.0,5.0,5.0,4.0,6.0,0.6563446650959273
sample_14.csv,2.0,120,Awake,Raw,13,12,92.3076923076923,5.0,1.5,5.0,5.0,5.0,5.0,6.5,8.0,4.0,9.0,0.9767598518019536
sample_14.csv,2.0,120,Drowsy,Processed,7,6,85.71428571428571,5.5,1.0,6.0,4.5,5.0,5.5,6.0,6.0,4.0,6.0,1.1092436974789917
sample_14.csv,2.0,120,Drowsy,Raw,4,4,100.0,4.0,0.75,4.0,4.0,4.0,4.0,4.75,6.1000000000000005,4.0,7.0,0.3881317273999723
sample_14.csv,2.0,180,Awake,Processed,9,9,100.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.2,5.0,6.0,0.7157235517781256
sample_14.csv,2.0,180,Awake,Raw,8,7,87.5,5.0,1.0,5.0,4.0,4.5,5.0,5.5,6.0,4.0,6.0,0.7521968721687988
sample_14.csv,2.0,180,Drowsy,Processed,4,4,100.0,6.0,0.25,6.0,5.3,5.75,6.0,6.0,6.0,5.0,6.0,1.0842487089361734
sample_14.csv,2.0,180,Drowsy,Raw,2,2,100.0,5.0,1.0,4.0,4.2,4.5,5.0,5.5,5.8,4.0,6.0,0.7288252947403704
sample_14.csv,3.0,60,Awake,Processed,31,31,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.4794520547945206
sample_14.csv,3.0,60,Awake,Raw,26,24,92.3076923076923,4.5,1.0,4.0,4.0,4.0,4.5,5.0,6.699999999999999,3.0,9.0,1.700468560189738
sample_14.csv,3.0,60,Drowsy,Processed,17,17,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,6.0,1.2907608695652173
sample_14.csv,3.0,60,Drowsy,Raw,10,9,90.0,4.0,2.0,4.0,3.8,4.0,4.0,6.0,6.0,3.0,6.0,0.9887242568260179
sample_14.csv,3.0,120,Awake,Processed,16,16,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.6563446650959273
sample_14.csv,3.0,120,Awake,Raw,13,13,100.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.800000000000001,4.0,6.0,0.9767598518019536
sample_14.csv,3.0,120,Drowsy,Processed,7,7,100.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.1092436974789917
sample_14.csv,3.0,120,Drowsy,Raw,4,4,100.0,4.0,0.25,4.0,4.0,4.0,4.0,4.25,4.7,4.0,5.0,0.3881317273999723
sample_14.csv,3.0,180,Awake,Processed,9,9,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0.7157235517781256
sample_14.csv,3.0,180,Awake,Raw,8,8,100.0,4.5,1.0,4.0,4.0,4.0,4.5,5.0,5.3,4.0,6.0,0.7521968721687988
sample_14.csv,3.0,180,Drowsy,Processed,4,4,100.0,5.0,0.25,5.0,4.3,4.75,5.0,5.0,5.0,4.0,5.0,1.0842487089361734
sample_14.csv,3.0,180,Drowsy,Raw,2,2,100.0,4.5,0.5,4.0,4.1,4.25,4.5,4.75,4.9,4.0,5.0,0.7288252947403704
sample_14.csv,4.0,60,Awake,Processed,31,31,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.4794520547945206
sample_14.csv,4.0,60,Awake,Raw,26,26,100.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,9.0,1.700468560189738
sample_14.csv,4.0,60,Drowsy,Processed,17,17,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.2907608695652173
sample_14.csv,4.0,60,Drowsy,Raw,10,10,100.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,5.1,3.0,6.0,0.9887242568260179
sample_14.csv,4.0,120,Awake,Processed,16,16,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6563446650959273
sample_14.csv,4.0,120,Awake,Raw,13,13,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.9767598518019536
sample_14.csv,4.0,120,Drowsy,Processed,7,7,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1092436974789917
sample_14.csv,4.0,120,Drowsy,Raw,4,4,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.3881317273999723
sample_14.csv,4.0,180,Awake,Processed,9,9,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7157235517781256
sample_14.csv,4.0,180,Awake,Raw,8,8,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.3,4.0,5.0,0.7521968721687988
sample_14.csv,4.0,180,Drowsy,Processed,4,4,100.0,4.0,0.25,4.0,4.0,4.0,4.0,4.25,4.7,4.0,5.0,1.0842487089361734
sample_14.csv,4.0,180,Drowsy,Raw,2,2,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7288252947403704
sample_14.csv,5.0,60,Awake,Processed,31,31,100.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,0.4794520547945206
sample_14.csv,5.0,60,Awake,Raw,26,26,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,1.700468560189738
sample_14.csv,5.0,60,Drowsy,Processed,17,17,100.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.2907608695652173
