scope,group_value,threshold_pct,n_windows,n_failed,failure_rate_pct,median_min_fnn_pct,q25_min_fnn_pct,q75_min_fnn_pct,median_fnn_at_max_m,near_threshold_pct,moderate_pct,far_pct
state,Drowsy,3.0,974,44,4.517453798767967,3.4317882042585266,3.223576461626357,3.66921436189122,3.592497813964289,90.9090909090909,9.090909090909092,0.0
state,Awake,4.0,1968,22,1.1178861788617886,4.329948039678791,4.087239291320924,4.413793103448276,4.512565751022793,95.45454545454545,4.545454545454546,0.0
state,Drowsy,4.0,974,4,0.4106776180698152,4.4051020998438135,4.246054938632379,4.598770861921349,4.669783752191701,100.0,0.0,0.0
state,Awake,5.0,1968,1,0.0508130081300813,5.0344827586206895,5.0344827586206895,5.0344827586206895,5.0344827586206895,100.0,0.0,0.0
state,Drowsy,5.0,974,0,0.0,,,,,,,
window_size,60,1.0,1718,907,52.79394644935972,1.9047619047619049,1.3531824507434262,2.5938566552901023,2.3972602739726026,55.457552370452035,44.54244762954796,0.0
window_size,120,1.0,768,395,51.432291666666664,1.8249408583981075,1.3452164176572379,2.5896876390585426,2.195945945945946,55.69620253164557,44.303797468354425,0.0
window_size,180,1.0,456,236,51.75438596491228,1.6801088758726732,1.246357514870228,2.354788069073784,1.9508913800576657,62.28813559322034,37.71186440677966,0.0
window_size,60,2.0,1718,404,23.515715948777647,2.6804123711340204,2.3121395297249334,3.219178082191781,3.1724137931034484,66.33663366336634,33.663366336633665,0.0
window_size,120,2.0,768,175,22.786458333333332,2.678874194642252,2.3011844331641287,2.9785142713124566,2.9162427941675144,75.42857142857143,24.571428571428573,0.0
window_size,180,2.0,456,89,19.517543859649123,2.652281411553158,2.3094170403587446,3.033707865168539,2.808988764044944,70.78651685393258,29.213483146067414,0.0
window_size,60,3.0,1718,136,7.916181606519208,3.458831808585503,3.2164313432138014,3.744689001880616,3.793103448275862,83.82352941176471,16.176470588235293,0.0
window_size,120,3.0,768,43,5.598958333333333,3.4809057113889827,3.2715101465101464,3.790827659762151,3.6283485927433032,95.34883720930233,4.651162790697675,0.0
window_size,180,3.0,456,26,5.701754385964913,3.4509524777981158,3.169251517194875,3.5942974553347904,3.5625983367048777,92.3076923076923,7.6923076923076925,0.0
window_size,60,4.0,1718,22,1.280558789289872,4.344827586206897,4.095707248416608,4.431093327056608,4.586206896551724,95.45454545454545,4.545454545454546,0.0
window_size,120,4.0,768,2,0.2604166666666667,4.423728813559322,4.364406779661017,4.483050847457626,4.423728813559322,100.0,0.0,0.0
window_size,180,4.0,456,2,0.43859649122807015,4.085737468218551,4.076576599277815,4.094898337159287,4.1240652488502665,100.0,0.0,0.0
window_size,60,5.0,1718,1,0.05820721769499418,5.0344827586206895,5.0344827586206895,5.0344827586206895,5.0344827586206895,100.0,0.0,0.0
window_size,120,5.0,768,0,0.0,,,,,,,
window_size,180,5.0,456,0,0.0,,,,,,,
session,sample_1.csv,1.0,80,0,0.0,,,,,,,
session,sample_10.csv,1.0,121,73,60.33057851239669,2.04778156996587,1.5141318977119784,2.8668941979522184,2.413793103448276,47.94520547945205,52.054794520547944,0.0
session,sample_11.csv,1.0,129,91,70.54263565891473,2.0615072659682325,1.360144390966309,2.6685364320960945,2.271956595456087,48.35164835164835,51.64835164835166,0.0
session,sample_12.csv,1.0,182,74,40.65934065934066,1.8474224429487975,1.4184683932035327,2.3303632625085675,2.308604453767884,59.45945945945946,40.54054054054054,0.0
session,sample_13.csv,1.0,162,109,67.28395061728395,1.9178082191780823,1.358695652173913,2.7491408934707904,2.191780821917808,55.96330275229357,44.03669724770643,0.0
session,sample_14.csv,1.0,147,61,41.49659863945578,1.7851128326035703,1.4915254237288136,2.100271002710027,2.2758620689655173,70.49180327868852,29.508196721311474,0.0
session,sample_15.csv,1.0,106,43,40.56603773584906,1.9047619047619049,1.3707515548905709,2.4490525769998195,2.373685995252628,55.81395348837209,44.18604651162791,0.0
session,sample_17.csv,1.0,147,88,59.863945578231295,1.942288307622273,1.3177406038533654,2.608657797590026,2.336797354747284,52.27272727272727,47.72727272727273,0.0
session,sample_18.csv,1.0,138,43,31.159420289855074,1.6382252559726962,1.2286832541235673,2.1276336833321743,2.135593220338983,69.76744186046511,30.23255813953488,0.0
session,sample_19.csv,1.0,149,43,28.859060402684563,1.32168458781362,1.2018487628537282,1.6298858526461433,1.7532029669588671,86.04651162790698,13.953488372093023,0.0
session,sample_21.csv,1.0,136,82,60.294117647058826,1.9074596869791036,1.378151727955542,2.5225946913488646,2.389830508474576,53.65853658536586,46.34146341463415,0.0
session,sample_22.csv,1.0,144,77,53.47222222222222,2.101694915254237,1.4804845222072678,2.671232876712329,2.3728813559322037,41.55844155844156,58.44155844155844,0.0
session,sample_23.csv,1.0,184,136,73.91304347826087,1.7632431686247156,1.3477088948787064,2.849503214494448,2.370786516853933,53.67647058823529,46.32352941176471,0.0
session,sample_25.csv,1.0,142,62,43.66197183098591,1.9525399372608752,1.443441373569357,2.238730657098004,2.5517241379310347,58.06451612903226,41.935483870967744,0.0
session,sample_4.csv,1.0,158,112,70.88607594936708,2.213562651282567,1.4740656137063404,3.037471392093923,2.413793103448276,43.75,56.25,0.0
session,sample_5.csv,1.0,138,69,50.0,1.3623978201634876,1.2096774193548387,1.648721399730821,1.891891891891892,89.85507246376811,10.144927536231885,0.0
session,sample_6.csv,1.0,163,120,73.61963190184049,2.1081559791707134,1.316557908079433,2.7079841737303236,2.413793103448276,48.333333333333336,51.66666666666667,0.0
