session,window_id,window_size_s,label,representation,threshold_pct,selected_m,m_found,min_fnn_percent,fnn_at_selected_m,valid_count_at_selected_m
sample_1.csv,9,60,Awake,Raw,3.0,5.0,True,0.0,1.966101694915254,2950.0
sample_1.csv,9,60,Awake,Raw,4.0,4.0,True,0.0,3.3445945945945943,2960.0
sample_1.csv,9,60,Awake,Raw,5.0,4.0,True,0.0,3.3445945945945943,2960.0
sample_1.csv,10,60,Awake,Processed,1.0,5.0,True,0.3057065217391304,0.7432432432432433,2960.0
sample_1.csv,10,60,Awake,Processed,2.0,5.0,True,0.3057065217391304,0.7432432432432433,2960.0
sample_1.csv,10,60,Awake,Processed,3.0,4.0,True,0.3057065217391304,2.762803234501348,2968.0
sample_1.csv,10,60,Awake,Processed,4.0,4.0,True,0.3057065217391304,2.762803234501348,2968.0
sample_1.csv,10,60,Awake,Processed,5.0,4.0,True,0.3057065217391304,2.762803234501348,2968.0
sample_1.csv,10,60,Awake,Raw,1.0,6.0,True,0.068259385665529,0.3741496598639455,2940.0
sample_1.csv,10,60,Awake,Raw,2.0,5.0,True,0.068259385665529,1.0508474576271187,2950.0
sample_1.csv,10,60,Awake,Raw,3.0,5.0,True,0.068259385665529,1.0508474576271187,2950.0
sample_1.csv,10,60,Awake,Raw,4.0,4.0,True,0.068259385665529,3.141891891891892,2960.0
sample_1.csv,10,60,Awake,Raw,5.0,4.0,True,0.068259385665529,3.141891891891892,2960.0
sample_1.csv,10,120,Awake,Processed,1.0,5.0,True,0.1347708894878706,0.5201342281879194,5960.0
sample_1.csv,10,120,Awake,Processed,2.0,4.0,True,0.1347708894878706,1.977211796246649,5968.0
sample_1.csv,10,120,Awake,Processed,3.0,4.0,True,0.1347708894878706,1.977211796246649,5968.0
sample_1.csv,10,120,Awake,Processed,4.0,4.0,True,0.1347708894878706,1.977211796246649,5968.0
sample_1.csv,10,120,Awake,Processed,5.0,4.0,True,0.1347708894878706,1.977211796246649,5968.0
sample_1.csv,10,120,Awake,Raw,1.0,7.0,True,0.3898305084745763,0.8094435075885328,5930.0
sample_1.csv,10,120,Awake,Raw,2.0,6.0,True,0.3898305084745763,1.1952861952861953,5940.0
sample_1.csv,10,120,Awake,Raw,3.0,5.0,True,0.3898305084745763,2.5210084033613445,5950.0
sample_1.csv,10,120,Awake,Raw,4.0,5.0,True,0.3898305084745763,2.5210084033613445,5950.0
sample_1.csv,10,120,Awake,Raw,5.0,4.0,True,0.3898305084745763,4.345637583892618,5960.0
sample_1.csv,11,60,Awake,Processed,1.0,5.0,True,0.0681198910081743,0.4391891891891892,2960.0
sample_1.csv,11,60,Awake,Processed,2.0,5.0,True,0.0681198910081743,0.4391891891891892,2960.0
sample_1.csv,11,60,Awake,Processed,3.0,4.0,True,0.0681198910081743,2.055256064690027,2968.0
sample_1.csv,11,60,Awake,Processed,4.0,4.0,True,0.0681198910081743,2.055256064690027,2968.0
sample_1.csv,11,60,Awake,Processed,5.0,4.0,True,0.0681198910081743,2.055256064690027,2968.0
sample_1.csv,11,120,Drowsy,Processed,1.0,5.0,True,0.0675675675675675,0.1845637583892617,5960.0
sample_1.csv,11,120,Drowsy,Processed,2.0,4.0,True,0.0675675675675675,1.2902144772117965,5968.0
sample_1.csv,11,120,Drowsy,Processed,3.0,4.0,True,0.0675675675675675,1.2902144772117965,5968.0
sample_1.csv,11,120,Drowsy,Processed,4.0,4.0,True,0.0675675675675675,1.2902144772117965,5968.0
sample_1.csv,11,120,Drowsy,Processed,5.0,4.0,True,0.0675675675675675,1.2902144772117965,5968.0
sample_1.csv,12,60,Awake,Processed,1.0,5.0,True,0.1024590163934426,0.8445945945945946,2960.0
sample_1.csv,12,60,Awake,Processed,2.0,4.0,True,0.1024590163934426,1.853099730458221,2968.0
sample_1.csv,12,60,Awake,Processed,3.0,4.0,True,0.1024590163934426,1.853099730458221,2968.0
sample_1.csv,12,60,Awake,Processed,4.0,4.0,True,0.1024590163934426,1.853099730458221,2968.0
