session,representation,state,window_size,window_id,rho_star,sampling_rate,m,tau_seconds,tau_samples,n_horizons,hmax_seconds,hmax_samples,theiler_seconds,theiler_samples,M,master_seed,CC_original,CC_surrogate_mean,CC_surrogate_sd,CC_surrogate_median,CC_rank,CC_p,CC_reject,CC_direction,NRMSE_original,NRMSE_surrogate_mean,NRMSE_surrogate_sd,NRMSE_surrogate_median,NRMSE_rank,NRMSE_p,NRMSE_reject,NRMSE_direction,DET_original,DET_surrogate_mean,DET_surrogate_sd,DET_surrogate_median,DET_rank,DET_p,DET_reject,DET_direction,Lmean_original,Lmean_surrogate_mean,Lmean_surrogate_sd,Lmean_surrogate_median,Lmean_rank,Lmean_p,Lmean_reject,Lmean_direction,ENTR_original,ENTR_surrogate_mean,ENTR_surrogate_sd,ENTR_surrogate_median,ENTR_rank,ENTR_p,ENTR_reject,ENTR_direction,Lmax_original,Lmax_surrogate_mean,Lmax_surrogate_sd,Lmax_surrogate_median,Lmax_rank,Lmax_p,Lmax_reject,Lmax_direction,LAM_original,LAM_surrogate_mean,LAM_surrogate_sd,LAM_surrogate_median,LAM_rank,LAM_p,LAM_reject,LAM_direction,TT_original,TT_surrogate_mean,TT_surrogate_sd,TT_surrogate_median,TT_rank,TT_p,TT_reject,TT_direction,Vmax_original,Vmax_surrogate_mean,Vmax_surrogate_sd,Vmax_surrogate_median,Vmax_rank,Vmax_p,Vmax_reject,Vmax_direction
1,Processed,Awake,60,1,18.184066095754947,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.7796437837074293,0.6929905652933119,0.03959047023320956,0.6986640812862718,39.0,0.1,False,none,0.5332414093487263,0.6824775656006485,0.031124204737903085,0.6842470984496893,1.0,0.05,True,lower,0.9041222399462682,0.8333224159771049,0.007948517011881246,0.8307806709284336,40.0,0.05,True,higher,4.727985449071751,3.5435489659147814,0.07459395175410999,3.54702154626109,40.0,0.05,True,higher,1.9353996555776007,1.606895639423681,0.031353548431730015,1.606894504678354,40.0,0.05,True,higher,132.0,86.07692307692308,13.92533589386931,86.0,40.0,0.05,True,higher,0.6441404703935139,0.7875668534303409,0.017193993992237366,0.7861340657495473,1.0,0.05,True,lower,2.389823343567837,2.7403032129460514,0.05942690744032315,2.71994371994372,1.0,0.05,True,lower,5.0,6.3076923076923075,0.467571900119518,6.0,1.0,0.05,True,lower
1,Processed,Awake,60,2,18.184066095754947,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.7150378327436759,0.6237490926310715,0.050213533313271004,0.6294116886181615,39.0,0.1,False,none,0.571626517739069,0.738294320012885,0.03167083587071984,0.7374355886022762,1.0,0.05,True,lower,0.9134653441596603,0.8222537544173008,0.008968484120621782,0.8224090576537895,40.0,0.05,True,higher,4.812764612954187,3.496796703026339,0.06037179985238324,3.486782226312829,40.0,0.05,True,higher,1.9426038920906221,1.5841458384464209,0.02528726303097201,1.5800285485252974,40.0,0.05,True,higher,164.0,85.94871794871794,14.219979861464601,86.0,40.0,0.05,True,higher,0.7050685440829005,0.8093545136194789,0.016051900344449074,0.8104992983676553,1.0,0.05,True,lower,2.467688109980061,2.8511849836303944,0.06550804217442305,2.8603368546094776,1.0,0.05,True,lower,5.0,6.82051282051282,0.3887764119844716,7.0,1.0,0.05,True,lower
1,Processed,Awake,60,3,18.184066095754947,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.6963105764979834,0.5631808552883604,0.043054095737234566,0.5596572873363962,40.0,0.05,True,higher,0.5930458946540993,0.7809949748597796,0.02591138557890951,0.7815042981047928,1.0,0.05,True,lower,0.9113784376986459,0.8135355535237996,0.008092474450774493,0.8138695323650407,40.0,0.05,True,higher,4.610083115937632,3.366134855544432,0.06669732197113565,3.3782469160565642,40.0,0.05,True,higher,1.9147635495027133,1.538766255158557,0.03369840877910977,1.5411800200157517,40.0,0.05,True,higher,149.0,80.7948717948718,15.510912096394534,78.0,40.0,0.05,True,higher,0.7139558871151517,0.8105415839023428,0.01541916307387501,0.8094978231406743,1.0,0.05,True,lower,2.4821223809027417,2.8539907823317483,0.06214091019627206,2.857680210812649,1.0,0.05,True,lower,5.0,6.9743589743589745,0.16012815380508716,7.0,1.0,0.05,True,lower
1,Processed,Awake,60,4,15.121260726661095,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.7165279558758644,0.7237463630405271,0.04077832794060222,0.7202902900064703,19.0,0.95,False,none,0.5951601426319032,0.6442910974098313,0.03423471883805171,0.6446946881663569,5.0,0.25,False,none,0.9293929980690119,0.8420667570193218,0.006752901775489745,0.8420907444499083,40.0,0.05,True,higher,5.26605504587156,3.725500815803556,0.08531619956771577,3.7244973155068957,40.0,0.05,True,higher,2.0475860458741,1.6856588125571255,0.03249574742316413,1.68054434205881,40.0,0.05,True,higher,161.0,97.28205128205128,21.028738128105996,89.0,40.0,0.05,True,higher,0.5601125010494501,0.714548345897519,0.020730498513064563,0.7172301713901915,1.0,0.05,True,lower,2.272143430559272,2.563883423782397,0.04643095442830399,2.565803644509542,1.0,0.05,True,lower,5.0,6.0,0.0,6.0,1.0,0.05,True,lower
1,Processed,Awake,60,5,18.184066095754947,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.7303252084951017,0.643386334979643,0.04321792353659626,0.6419811144271342,38.0,0.15,False,none,0.5751593588438408,0.7260836793189661,0.030771978916936137,0.7317552919563561,1.0,0.05,True,lower,0.9156721877736066,0.8028805213760298,0.007905456194893076,0.8032191131846912,40.0,0.05,True,higher,4.775206404803603,3.373258616782916,0.05546042410244579,3.375911106580356,40.0,0.05,True,higher,1.9178503008257095,1.5450947679319118,0.02671555825603205,1.5455291627739858,40.0,0.05,True,higher,168.0,75.94871794871794,10.445217283645375,75.0,40.0,0.05,True,higher,0.6382575530422059,0.7765583142125835,0.01701609483064004,0.7781882293678113,1.0,0.05,True,lower,2.351672632462769,2.738303126502712,0.059775950050549996,2.746357381887718,1.0,0.05,True,lower,5.0,6.846153846153846,0.36551776819519566,7.0,1.0,0.05,True,lower
1,Processed,Awake,60,6,21.867241478865573,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.6299465452515566,0.46584442624054234,0.06768370723694897,0.47191319659620984,40.0,0.05,True,higher,0.6647388783114351,0.8507714887656406,0.03728568070733768,0.8540857824623073,1.0,0.05,True,lower,0.9288292934502321,0.8501717407770636,0.019836469361759326,0.8532329059572784,40.0,0.05,True,higher,5.0828957731688105,3.8152391580269502,0.18459580199058562,3.8235763704097923,40.0,0.05,True,higher,1.9375687275581421,1.7058300181488637,0.06262711524540174,1.7006498446728724,40.0,0.05,True,higher,232.0,95.3076923076923,17.732150174120758,96.0,40.0,0.05,True,higher,0.8837808988090241,0.8914271998395916,0.01325164593742008,0.8930940187341833,13.0,0.65,False,none,3.1292918568850197,3.699589806018633,0.34926192517567783,3.754490714972423,1.0,0.05,True,lower,11.0,16.666666666666668,3.6514837167011076,17.0,4.0,0.25,False,none
1,Processed,Awake,60,7,18.184066095754947,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.7665819348288719,0.6515655623467749,0.04085618705309533,0.6469854514946832,40.0,0.05,True,higher,0.5480837624231678,0.7196832094630236,0.029707706487719986,0.7231909428193748,1.0,0.05,True,lower,0.9227364860812934,0.8074396708432473,0.010140146492791796,0.8093359079842163,40.0,0.05,True,higher,4.8551684967815225,3.4408304220774166,0.07107706415373818,3.437871324836236,40.0,0.05,True,higher,1.9611605470076032,1.5752908268323722,0.03276824156698543,1.5732178173740932,40.0,0.05,True,higher,142.0,77.61538461538461,14.293199311515405,78.0,40.0,0.05,True,higher,0.6901963371193495,0.797851618059829,0.015917413984370226,0.797192271249865,1.0,0.05,True,lower,2.393980364422997,2.766070712955494,0.06712639459336557,2.755463661738861,1.0,0.05,True,lower,5.0,6.82051282051282,0.3887764119844716,7.0,1.0,0.05,True,lower
1,Processed,Awake,60,8,21.867241478865573,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.6346547294783259,0.34390231328488674,0.04332643070219601,0.3433935324231171,40.0,0.05,True,higher,0.6925163657034341,0.9353457416838284,0.021417014162484132,0.9372715580151225,1.0,0.05,True,lower,0.8894779135732876,0.7782463527573089,0.012264632235968798,0.7781282607913453,40.0,0.05,True,higher,4.214947428246661,3.17138294887068,0.07534483616166207,3.174491663780735,40.0,0.05,True,higher,1.703165875807985,1.4284299717701254,0.03909388641144039,1.4328997080724155,40.0,0.05,True,higher,241.0,74.38461538461539,14.980013675447669,73.0,40.0,0.05,True,higher,0.8551099224006621,0.849387075018844,0.008956098773589995,0.8496227976540293,25.0,0.8,False,none,2.938002225244159,3.1691158629809415,0.07854053409393782,3.180041759339113,1.0,0.05,True,lower,8.0,10.871794871794872,1.9759006897520137,10.0,1.5,0.1,False,none
1,Processed,Awake,60,9,18.184066095754947,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.6782806428411998,0.5353367517191346,0.04990207804504147,0.5238598434031597,40.0,0.05,True,higher,0.6181124282155803,0.8092690557140687,0.027949047809972802,0.8117029270287665,1.0,0.05,True,lower,0.9066888950190101,0.8176164920350968,0.009737627910228874,0.8192187293858019,40.0,0.05,True,higher,4.73606064402957,3.4488074135768785,0.06256262134150618,3.442810539523212,40.0,0.05,True,higher,1.9246317288050012,1.576545028974925,0.02573139224026909,1.5781063590336375,40.0,0.05,True,higher,209.0,79.0,11.295085097883108,78.0,40.0,0.05,True,higher,0.7374995502356765,0.8391822684913106,0.012505785333811576,0.8402437122947576,1.0,0.05,True,lower,2.4516276937184776,2.934269287127995,0.06565333169737474,2.935861707700367,1.0,0.05,True,lower,5.0,7.128205128205129,0.33868842842937047,7.0,1.0,0.05,True,lower
1,Processed,Awake,60,10,15.121260726661095,50.00000000004548,8,0.16,8,18,4.0,200,1.0,50,39,2026,0.711489960635904,0.6823102171561274,0.04654965642656331,0.6884939347491776,27.0,0.7,False,none,0.5838977508537273,0.6845922895185775,0.03459982429381436,0.6883406536159377,1.0,0.05,True,lower,0.9145927533972199,0.8233894669962171,0.010028494495024303,0.8240402029336628,40.0,0.05,True,higher,4.966846870318505,3.5653143793649953,0.057646820336854455,3.555829101913115,40.0,0.05,True,higher,1.943967055783844,1.6139214439865148,0.026084585993123452,1.6095801513628176,40.0,0.05,True,higher,170.0,91.94871794871794,16.568754230000007,91.0,40.0,0.05,True,higher,0.6619211533156626,0.7811394521578386,0.021675650932829617,0.7778464084819554,1.0,0.05,True,lower,2.3539773939006183,2.725958457900958,0.0649443939373328,2.7279850038964595,1.0,0.05,True,lower,5.0,6.3076923076923075,0.467571900119518,6.0,1.0,0.05,True,lower
