session,representation,state,window_size,window_id,surrogate_id,seed,CC,NRMSE,DET,Lmean,ENTR,Lmax,LAM,TT,Vmax
5,Processed,Awake,60,2,0,13724362864671472592,0.4540068501994188,0.8431313858936333,0.5557901809281567,3.1504352557127313,1.2069950967844763,43.0,0.5811297211690742,2.3747793685036283,6.0
5,Processed,Awake,60,2,1,1222294382524730340,0.4808867772522233,0.8239356493387358,0.53184239573835,3.0130505709624797,1.1289555712276804,43.0,0.5607333109372751,2.399424992299004,10.0
5,Processed,Awake,60,2,2,8494441122961799891,0.4393123031533926,0.8396708450487418,0.5603493785093824,3.0,1.1424981967991747,38.0,0.553030666602678,2.291409823026447,8.0
5,Processed,Awake,60,2,3,1159628709237190584,0.5117086680972749,0.8112245876321613,0.5340979987522196,2.895914650013011,1.0960217378431434,44.0,0.5808417718481548,2.4278836509528587,8.0
5,Processed,Awake,60,2,4,7442495057379904435,0.42256720752097204,0.8676064896217038,0.6319527763113691,3.166907166907167,1.191112375051557,40.0,0.6507654652781111,2.4216447897133673,8.0
5,Processed,Awake,60,2,5,6619056092963554086,0.4563538435031557,0.8640119887861705,0.5471037097470846,2.9835121695891127,1.1157381699176316,57.0,0.6071411431588041,2.413852318259874,9.0
5,Processed,Awake,60,2,6,17501141157150907980,0.4841212303187466,0.8267880506900206,0.5722032922205692,3.0784921249677253,1.1255499453152351,47.0,0.6008062580985747,2.3710227272727273,7.0
5,Processed,Awake,60,2,7,18318896811173283103,0.4968290738868619,0.8323368491017137,0.5560301386955896,3.034573074908329,1.1535864177217288,41.0,0.5526707299515285,2.313611250627825,7.0
5,Processed,Awake,60,2,8,8698181622988347875,0.3919451261486171,0.8563019610287284,0.6092527715122138,3.1937106918238993,1.1818992152288386,46.0,0.6079090080145895,2.314875730994152,6.0
5,Processed,Awake,60,2,9,8064758567682302586,0.4448558253708257,0.854561779380395,0.5415366895426404,3.0596529284164857,1.1431931741452175,55.0,0.5580697797187695,2.357048748353096,8.0
5,Processed,Awake,60,2,10,13025863338209126126,0.417726203105624,0.8683380227750115,0.536017660891683,2.9215275961286946,1.1005330590022848,42.0,0.5698037145462399,2.384136546184739,8.0
5,Processed,Awake,60,2,11,362879702168605416,0.4587953542453343,0.8367992613967004,0.5792580505830974,3.1140350877192984,1.1896979656456952,55.0,0.592239765801219,2.3316957959376476,5.0
5,Processed,Awake,60,2,12,5841291906084037508,0.5168620163211192,0.8178113884035486,0.5914479051686903,3.125538929748922,1.1540538869637595,51.0,0.5490473676632912,2.297058528260215,6.0
5,Processed,Awake,60,2,13,7278064513004685462,0.4925309164069884,0.8015137433312289,0.5717233766857033,3.0759101471727344,1.1694164230609188,43.0,0.5731151317368143,2.3528716382622403,6.0
5,Processed,Awake,60,2,14,16722967309602752941,0.37223615716768804,0.8807713472322121,0.5658684071603398,3.09718938796953,1.1956219548542089,41.0,0.6290492873254308,2.4552776997283883,7.0
5,Processed,Awake,60,2,15,2099465466100352047,0.47888950289012755,0.8450304909476781,0.5625569899697653,3.041515308770109,1.1471591526139342,48.0,0.5808897634016413,2.3024538710291043,7.0
5,Processed,Awake,60,2,16,9427284410237971365,0.560788512084773,0.7911460573716325,0.531266497096511,2.9798115746971736,1.1452016100357487,39.0,0.526683303738542,2.265586292320396,5.0
5,Processed,Awake,60,2,17,13919412541378644202,0.5109494869824942,0.7907134485968689,0.5559341555886164,3.18504261754193,1.1259173430078573,53.0,0.5303546575802659,2.273166718091124,4.0
5,Processed,Awake,60,2,18,14460439708430781854,0.43774811912906764,0.8492449079388548,0.5496472620818736,2.8589615576635046,1.0754604681285285,37.0,0.5723232711042856,2.361251361251361,8.0
5,Processed,Awake,60,2,19,1820071548232928974,0.4814708039877307,0.8418619644851044,0.550655084705092,2.972538860103627,1.1664351283649055,51.0,0.5573499064164708,2.3227,7.0
5,Processed,Awake,60,2,20,17731695770956608430,0.546667238558078,0.7978532386874131,0.5474396506214906,2.9900393184796856,1.123517045410332,46.0,0.5554542400537505,2.3178131571042355,5.0
5,Processed,Awake,60,2,21,6574617988562815004,0.4761490684890253,0.839563329204466,0.5564620626769688,2.9526355996944234,1.1272038809555567,34.0,0.5883284541920621,2.3838599902771027,8.0
5,Processed,Awake,60,2,22,11637737959704029818,0.48848123089969175,0.8273036980938214,0.5528147046119883,3.042525092445853,1.1726524864666383,36.0,0.5492393338772376,2.323756345177665,6.0
5,Processed,Awake,60,2,23,16242870321043272887,0.5587177783992413,0.7785390744863506,0.5436003263425637,2.9283867631851086,1.0942513685273014,36.0,0.5375293948265105,2.296831744078745,9.0
5,Processed,Awake,60,2,24,4610918992529365257,0.4460750419736754,0.8490164684168381,0.572107309113596,2.97950512371907,1.155616451667245,37.0,0.5720353217833661,2.3682694218160143,8.0
5,Processed,Awake,60,2,25,4976511992979204362,0.48356082379246323,0.8388248117772332,0.5364975764265489,3.0593869731800765,1.1496998406888008,49.0,0.5458799251331765,2.307903013087146,6.0
5,Processed,Awake,60,2,26,11813942160898722634,0.4316581279251356,0.8605406072826773,0.5666842635696118,2.943170488534397,1.096878169465709,75.0,0.59756682823823,2.367655447803765,7.0
5,Processed,Awake,60,2,27,167955405836399716,0.44919346798369947,0.8770348453046402,0.5597734798675433,2.9559047136340597,1.1446705916561801,36.0,0.6351922061717138,2.523932112890923,9.0
5,Processed,Awake,60,2,28,1089833207038788687,0.45960843309678423,0.8377120584875211,0.5956231703220233,3.1004246814888834,1.1997892338077436,42.0,0.5905120698757019,2.37952040224328,9.0
5,Processed,Awake,60,2,29,17307849368952126736,0.49552637504737007,0.8114180608587025,0.5603973700628689,2.9833929483903936,1.133733612337943,46.0,0.5555982147142103,2.325632784250703,6.0
5,Processed,Awake,60,2,30,10506999271353733876,0.48285552343523847,0.8147854145881429,0.5668762297835581,3.096199213630406,1.1900489658876263,45.0,0.5084945049671258,2.266659535779228,4.0
5,Processed,Awake,60,2,31,5426282411958971629,0.41155302933477594,0.8734802971470229,0.5710994864903777,3.048155737704918,1.1716884331942021,39.0,0.6238661995488795,2.4339075079573114,8.0
5,Processed,Awake,60,2,32,11820124763824369108,0.5158135690195267,0.824696584325163,0.5716753851322167,3.0535760061522685,1.1466299603164651,45.0,0.5869606949176945,2.323864715941478,5.0
5,Processed,Awake,60,2,33,13184438338258261872,0.5172032665874435,0.8059711847328267,0.5652925085185008,3.172367357931592,1.2292681277132644,53.0,0.5083265345299227,2.288183192914236,5.0
