session,representation,state,window_size,window_id,surrogate_id,seed,CC,NRMSE,DET,Lmean,ENTR,Lmax,LAM,TT,Vmax
22,Processed,Awake,60,1,0,1895028310417072717,0.5909134875517866,0.7746443581014377,0.5120218841483899,2.8889791497427564,1.0581173990890107,42.0,0.34287565388491625,2.07900480139677,4.0
22,Processed,Awake,60,1,1,6883071294373792500,0.6852741756696601,0.7097240577632467,0.4922493641119163,2.8124485878804495,1.0325496219180168,40.0,0.3022268080817776,2.0529747351263246,3.0
22,Processed,Awake,60,1,2,12258716031117822871,0.5910745659859934,0.7660001204904506,0.5169650141575083,2.808865710560626,1.0146362436713887,43.0,0.31859192782070356,2.081034482758621,3.0
22,Processed,Awake,60,1,3,6448788780559138900,0.6180931347020947,0.7564769189147408,0.45054470413207276,2.5748765770707625,0.8475721101071029,37.0,0.3446993329174065,2.0846031054999274,4.0
22,Processed,Awake,60,1,4,12652236834952690636,0.6675041973025493,0.7268106695927316,0.47761194029850745,2.7644444444444445,0.9692542062302547,34.0,0.34827470365215724,2.0949769053117784,3.0
22,Processed,Awake,60,1,5,4835480225850279561,0.6303976194129816,0.7528325831508995,0.48831405672601624,2.6875330163761224,0.9526558888853709,32.0,0.3993617123386284,2.1155459514427353,3.0
22,Processed,Awake,60,1,6,8217857332520415894,0.5899078433689361,0.7701127298011645,0.499592071795364,2.7532398836286696,0.9621766849157891,47.0,0.34148389883380526,2.0591810157719577,3.0
22,Processed,Awake,60,1,7,18199967671269632297,0.6505709992608523,0.738062499285816,0.5111580361856314,2.715706272310046,0.9629626120508503,39.0,0.31660027835101023,2.0516249416886954,3.0
22,Processed,Awake,60,1,8,6224415110972793347,0.6265414364250904,0.755075050766447,0.4610068627921486,2.6181520850367948,0.9012251234890353,26.0,0.35489753803330615,2.0665083135391926,4.0
22,Processed,Awake,60,1,9,11240011415899313182,0.6897369914139984,0.7063948844531764,0.43782694245812737,2.7679004854368934,0.9711751399521728,50.0,0.33886835916878627,2.0890532544378697,4.0
22,Processed,Awake,60,1,10,6154483936735913295,0.6443893278936064,0.7357372076952264,0.4724768440754427,2.659373311723393,0.9270269544154301,35.0,0.33802850698277104,2.0913004750593824,3.0
22,Processed,Awake,60,1,11,18300602810730665146,0.5742413728887694,0.7883552174012709,0.5215722032922205,2.8547412660887836,1.0488508311557456,38.0,0.35127417574506886,2.0915845120731533,4.0
22,Processed,Awake,60,1,12,10514496548115080313,0.5951263234906783,0.7668458368650688,0.47583625281950376,2.732157619178837,0.962913198579613,32.0,0.3310457359504727,2.0969752241982063,3.0
22,Processed,Awake,60,1,13,14703944544308692710,0.6025920507147897,0.7466045956480403,0.4911455583817248,2.7117117117117115,0.9376597842039653,43.0,0.35065028554974326,2.1086580086580087,4.0
22,Processed,Awake,60,1,14,1075479690219592275,0.6174598997590397,0.7472382694656443,0.4596151077410376,2.733162100456621,0.9889298561541382,37.0,0.32459087200652686,2.074693251533742,4.0
22,Processed,Awake,60,1,15,5742164107526784521,0.5936434126799087,0.7609649226664206,0.5009358352929885,2.799892703862661,1.0154146570139013,47.0,0.32598262705763786,2.090965060797291,3.0
22,Processed,Awake,60,1,16,8556804198559353626,0.6258154632765912,0.7592423066746296,0.5011757930604214,2.7089494163424126,0.9192379422912824,33.0,0.3454671977731919,2.0835021707670043,3.0
22,Processed,Awake,60,1,17,12507606233168338891,0.6857511800584564,0.705001926747209,0.5112540192926045,2.7106870229007636,0.9641602842518534,39.0,0.341627873494265,2.082955376737381,4.0
22,Processed,Awake,60,1,18,3548768580389408194,0.608201017455861,0.7612912633264742,0.5266593079617987,2.793077118859761,0.9986748920721493,50.0,0.36651149397706,2.097500686624554,4.0
22,Processed,Awake,60,1,19,1052335519575488755,0.6838403190710987,0.7043025271152668,0.5378893314776599,2.780451500868271,1.0011308881822827,40.0,0.3233190958391323,2.0668814235312163,4.0
22,Processed,Awake,60,1,20,1834967345136283031,0.6385030299213361,0.7468249417015463,0.48754619187023085,2.7673658403704713,0.9894985639221282,37.0,0.3266545088064501,2.082135209544203,3.0
22,Processed,Awake,60,1,21,17833038104729239950,0.5891202891921384,0.7647517087280009,0.48821807361904307,2.721508828250401,0.9655192566740685,36.0,0.3169362192254163,2.06697965571205,3.0
22,Processed,Awake,60,1,22,12810412833947514050,0.6400700215668299,0.740123424558801,0.4704132072755195,2.7280823824102423,0.931171793926952,37.0,0.3560013437634976,2.0752552804588054,3.0
22,Processed,Awake,60,1,23,18434763902315915742,0.6614690841091933,0.7248441500310295,0.47727599942410137,2.6619379014989293,0.9382996010260651,33.0,0.3365887603781734,2.09015049918045,4.0
22,Processed,Awake,60,1,24,10664486614954389890,0.6352831929528301,0.7399908522007962,0.47938762777751115,2.7188350571584103,0.9490543726724399,48.0,0.3420118059221577,2.0680499129425423,4.0
22,Processed,Awake,60,1,25,5979269210878719079,0.596497035498668,0.7700250762116263,0.5224360512549792,2.85272536687631,1.0435871642102166,67.0,0.3554974324518885,2.098441926345609,4.0
22,Processed,Awake,60,1,26,5148442345708477573,0.590998991013365,0.7733338518696109,0.5277151221385036,2.769773299748111,1.0190542109594212,36.0,0.36792724480491434,2.083288043478261,4.0
22,Processed,Awake,60,1,27,15052824458043066224,0.607419004135513,0.7567061635435889,0.5000719873302298,2.707196674460899,0.9782618120001544,40.0,0.3208475308345731,2.08921875,4.0
22,Processed,Awake,60,1,28,18442932847727061464,0.6021915111851714,0.7648653382732342,0.5431204108076978,2.904774127310062,1.0983341716302681,33.0,0.3226712098670634,2.0896658896658895,4.0
