session,representation,state,window_size,window_id,surrogate_id,seed,CC,NRMSE,DET,Lmean,ENTR,Lmax,LAM,TT,Vmax
7,Processed,Awake,60,1,0,13859581264414100417,0.49529502795073277,0.831090952358211,0.5253155444641743,2.714108604016861,0.9906026717961687,37.0,0.46674185343379565,2.195124703758041,4.0
7,Processed,Awake,60,1,1,16330126427340385175,0.5444494489079501,0.8092917814896178,0.5274751643710707,2.787471468425057,1.0381321498796499,71.0,0.4275567500119979,2.1275223880597016,4.0
7,Processed,Awake,60,1,2,407898097905569687,0.5861279787855719,0.784232547584653,0.5158132168738302,2.7134561979298155,1.0041507873442823,33.0,0.4250371934539521,2.168850251010163,4.0
7,Processed,Awake,60,1,3,1339415931656025471,0.5986247671486827,0.7831015742075838,0.5038153285021836,2.6291009266215877,0.9250835423400698,37.0,0.4326918462350626,2.1497377205531714,4.0
7,Processed,Awake,60,1,4,12155411992592892353,0.5008872757688159,0.8295717780334952,0.5424005375053991,2.7933761739990115,1.035797923055192,39.0,0.39453856121322645,2.131725657980034,4.0
7,Processed,Awake,60,1,5,7460352167697795499,0.5328495865932962,0.8246220221529205,0.522915966789845,2.7090999502734956,0.9532503044528369,45.0,0.46398233910831693,2.159481795845432,4.0
7,Processed,Awake,60,1,6,10243666357565855828,0.442861629897089,0.8604583564894092,0.47521236262417815,2.695888919139668,0.9631495632229282,33.0,0.45402409175985026,2.1927222157839843,4.0
7,Processed,Awake,60,1,7,570414336854511982,0.5449493395844637,0.7901173651900631,0.5322263281662427,2.7829360100376412,1.015680830204645,59.0,0.4178384604309642,2.167413492656211,4.0
7,Processed,Awake,60,1,8,15989125331453183727,0.5614696609303864,0.8043206315834586,0.5417286557565868,2.8297819002256204,1.0292063641040454,50.0,0.443034026011422,2.1453636997443644,4.0
7,Processed,Awake,60,1,9,15658919011854318581,0.506681305178405,0.8365297446214552,0.5058789653021069,2.720258064516129,0.9499472830122482,41.0,0.47883572491241544,2.2042416878382856,4.0
7,Processed,Awake,60,1,10,2092336560522631167,0.5485663172854686,0.8111930045370729,0.48778614963766376,2.593518754784384,0.924292338895795,32.0,0.4703172241685463,2.1746366359702654,4.0
7,Processed,Awake,60,1,11,6683325937033427217,0.5527265881409851,0.8149789772093684,0.5190286509574314,2.8193430656934306,1.0333740692062674,35.0,0.4543120410807698,2.19972115719763,4.0
7,Processed,Awake,60,1,12,12412426752356938632,0.5215023773777784,0.8204326159523041,0.5196525411527572,2.6676521310667654,0.9430621971810588,32.0,0.46295052070835535,2.166049174806332,4.0
7,Processed,Awake,60,1,13,9593680179914497538,0.5149570171355046,0.8252855287524621,0.48010750107980993,2.577686163359959,0.8718783493971519,30.0,0.4366991409511926,2.13377887208348,4.0
7,Processed,Awake,60,1,14,12271974717084539997,0.5292719357742697,0.8213674503511422,0.5072227287997313,2.6736655704528207,0.9613063972626299,40.0,0.4597590824014973,2.1812386156648453,4.0
7,Processed,Awake,60,1,15,7923708609030689498,0.5313688496558802,0.8298476320172191,0.5024235734510726,2.6571065989847718,0.9465352241210024,41.0,0.49402505159092,2.182319270722917,4.0
7,Processed,Awake,60,1,16,13367605470885137797,0.5327399171363886,0.8233628804488622,0.5083265345299227,2.6579673776662482,0.8978079789361816,46.0,0.5127177616739453,2.226424924455559,4.0
7,Processed,Awake,60,1,17,14054021638911155031,0.5239358408803908,0.8175703258219131,0.5264673417478524,2.9175531914893615,1.087535057961915,54.0,0.42525315544464176,2.1747453675297583,4.0
7,Processed,Awake,60,1,18,11715722065414770998,0.5082042070932817,0.832354456442663,0.512357825022796,2.658366533864542,0.9099214271124008,44.0,0.4763401641311129,2.149772579597141,4.0
7,Processed,Awake,60,1,19,3679777389524654141,0.5946495220406975,0.7881345730430199,0.48687431012141863,2.6467518914688233,0.9323751466334073,29.0,0.4970725152373182,2.183514282702646,4.0
7,Processed,Awake,60,1,20,10932164587431483094,0.5076126914652964,0.8349119567748282,0.5088064500647886,2.8122015915119363,1.0291814200970553,37.0,0.48116331525651485,2.222813435317592,4.0
7,Processed,Awake,60,1,21,3628289474456309521,0.4727301956649239,0.8381766810756448,0.49628065460478954,2.644757033248082,0.8981574392657973,30.0,0.46911743533138167,2.181432715911627,4.0
7,Processed,Awake,60,1,22,4766149892916237064,0.4947582029317521,0.8418455608251485,0.5140855209483131,2.7594023699124164,1.027614311678177,36.0,0.4846666986610357,2.1783865401207936,4.0
7,Processed,Awake,60,1,23,4414762138649835632,0.5809794228475554,0.7793180449696337,0.5176848874598071,2.706900878293601,0.9640475809193999,53.0,0.4067524115755627,2.1281858129315756,4.0
7,Processed,Awake,60,1,24,12133334932446069676,0.47354843327395035,0.8558442228512564,0.5375533906032538,2.731951219512195,0.9425531670507464,40.0,0.47281278494984885,2.1617114646187603,4.0
7,Processed,Awake,60,1,25,14924956589107838300,0.5145390910959599,0.8201310366264976,0.5339060325382733,2.8221714865550482,1.0375156672677062,36.0,0.478475788261266,2.2020982882385423,4.0
7,Processed,Awake,60,1,26,13583015101104941506,0.5307898559290508,0.8133172313376484,0.5274751643710707,2.809560327198364,1.027115098021409,29.0,0.42950040792820465,2.15003003003003,4.0
