session,representation,state,window_size,window_id,rho_star,sampling_rate,m,tau_seconds,tau_samples,n_horizons,hmax_seconds,hmax_samples,theiler_seconds,theiler_samples,M,master_seed,CC_original,CC_surrogate_mean,CC_surrogate_sd,CC_surrogate_median,CC_rank,CC_p,CC_reject,CC_direction,NRMSE_original,NRMSE_surrogate_mean,NRMSE_surrogate_sd,NRMSE_surrogate_median,NRMSE_rank,NRMSE_p,NRMSE_reject,NRMSE_direction,DET_original,DET_surrogate_mean,DET_surrogate_sd,DET_surrogate_median,DET_rank,DET_p,DET_reject,DET_direction,Lmean_original,Lmean_surrogate_mean,Lmean_surrogate_sd,Lmean_surrogate_median,Lmean_rank,Lmean_p,Lmean_reject,Lmean_direction,ENTR_original,ENTR_surrogate_mean,ENTR_surrogate_sd,ENTR_surrogate_median,ENTR_rank,ENTR_p,ENTR_reject,ENTR_direction,Lmax_original,Lmax_surrogate_mean,Lmax_surrogate_sd,Lmax_surrogate_median,Lmax_rank,Lmax_p,Lmax_reject,Lmax_direction,LAM_original,LAM_surrogate_mean,LAM_surrogate_sd,LAM_surrogate_median,LAM_rank,LAM_p,LAM_reject,LAM_direction,TT_original,TT_surrogate_mean,TT_surrogate_sd,TT_surrogate_median,TT_rank,TT_p,TT_reject,TT_direction,Vmax_original,Vmax_surrogate_mean,Vmax_surrogate_sd,Vmax_surrogate_median,Vmax_rank,Vmax_p,Vmax_reject,Vmax_direction
25,Processed,Awake,60,1,112.315013660346,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.6915640200855813,0.5255783314716285,0.04140364297298058,0.520550366992256,40.0,0.05,True,higher,0.6174787938414019,0.8104499793610537,0.019707456698621,0.8110492226586186,1.0,0.05,True,lower,0.6765849210538946,0.4586060545651657,0.023418396401236986,0.4626865671641791,40.0,0.05,True,higher,3.687679832592205,2.715264036365849,0.06852428766869882,2.718876664736537,40.0,0.05,True,higher,1.0556159757784538,0.8778445355912254,0.04897485670448487,0.8796433411465099,40.0,0.05,True,higher,131.0,41.282051282051285,8.988146339979112,40.0,40.0,0.05,True,higher,0.298987378221433,0.37862013208752193,0.02705574505235178,0.3729903536977492,1.0,0.05,True,lower,2.011624152405554,2.0931754951081616,0.021077715295947545,2.0946557971014492,1.0,0.05,True,lower,3.0,3.4615384615384617,0.5050353737560759,3.0,11.5,1.0,False,none
25,Processed,Awake,60,2,112.315013660346,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.7476366084880357,0.5195093370671415,0.04522821763312133,0.5291809998783953,40.0,0.05,True,higher,0.5773229683008226,0.8240478946938711,0.02372619561139107,0.8218998938629642,1.0,0.05,True,lower,0.6912223448673034,0.4500820163343559,0.020724840796067658,0.4504487210250996,40.0,0.05,True,higher,4.217569546120059,2.818256333381168,0.09734252150042043,2.8003607937462416,40.0,0.05,True,higher,1.2525883462309002,0.9593384877143591,0.055338499097127666,0.9572880511031882,40.0,0.05,True,higher,107.0,40.05128205128205,7.451417095703545,39.0,40.0,0.05,True,higher,0.19834909056006142,0.295771328861505,0.030374263434333214,0.3009310361376398,1.0,0.05,True,lower,2.0063106796116505,2.0666841556674798,0.017178853338984123,2.0666772001896034,1.0,0.05,True,lower,3.0,3.5641025641025643,0.5023561221029409,4.0,9.5,0.9,False,none
25,Processed,Awake,60,3,88.40539154424945,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.8340577166194709,0.755074129200354,0.03232709487038097,0.7582916698789277,40.0,0.05,True,higher,0.4885547126761216,0.6198460523186871,0.032671611555570045,0.6205544207334,1.0,0.05,True,lower,0.7424773239909775,0.5294551235905558,0.023533426768049405,0.5303066660267793,40.0,0.05,True,higher,3.746004842615012,2.7742905621829848,0.09274939280471683,2.768525792092171,40.0,0.05,True,higher,1.1700858973137613,0.9285234439424912,0.05434292935357546,0.9267283560892764,40.0,0.05,True,higher,88.0,42.8974358974359,8.207169111899,42.0,40.0,0.05,True,higher,0.0918558333733263,0.23620150545811627,0.023716224103309636,0.2347266881028939,1.0,0.05,True,lower,2.0,2.0058094378337765,0.0037652919307664214,2.0048570894825333,1.5,0.1,False,none,2.0,2.9743589743589745,0.1601281538050872,3.0,1.5,0.1,False,none
25,Processed,Awake,60,4,112.315013660346,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.7549529655657271,0.646572163045119,0.04783500918348945,0.6534113994818058,40.0,0.05,True,higher,0.5750665992702012,0.7274699586496007,0.032126015431179204,0.7286072561414497,1.0,0.05,True,lower,0.7116187550991026,0.48664911898582774,0.01910358645583359,0.4845707155540625,40.0,0.05,True,higher,3.7359536407155454,2.685975559346162,0.07596794996874497,2.698705590746351,40.0,0.05,True,higher,1.1666854427474411,0.903848237311762,0.046456833990780974,0.9093655229850567,40.0,0.05,True,higher,102.0,40.0,7.423291935381145,37.0,40.0,0.05,True,higher,0.1256418870278831,0.315369725697508,0.02316901936116295,0.3134808273743821,1.0,0.05,True,lower,2.0,2.041599557733625,0.012469271298541713,2.0405289369740682,1.0,0.05,True,lower,2.0,3.076923076923077,0.2699527623995085,3.0,1.0,0.05,True,lower
25,Processed,Awake,60,5,112.315013660346,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.6772479934316364,0.6186447798948778,0.049199528176561834,0.626347545423179,35.0,0.3,False,none,0.6135585649289882,0.7479976144147578,0.032165644254276954,0.7532983293429176,1.0,0.05,True,lower,0.7006766809041609,0.49404474043337615,0.017242589771619615,0.49138551614915776,40.0,0.05,True,higher,3.626428216592151,2.775062706635901,0.10547333996864189,2.7622017353579174,40.0,0.05,True,higher,1.1601437834085957,0.9482408952486037,0.05840682664954001,0.949016701899752,40.0,0.05,True,higher,83.0,41.35897435897436,7.600163362119539,38.0,40.0,0.05,True,higher,0.24444497768392762,0.3355206406749335,0.022529153818311005,0.3377645534385948,1.0,0.05,True,lower,2.0013752455795677,2.0460632389325024,0.01607640521503392,2.0469901292923676,1.0,0.05,True,lower,3.0,3.1025641025641026,0.3073547406047282,3.0,18.5,1.0,False,none
25,Processed,Awake,60,6,88.40539154424945,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.7916036079135994,0.7573757865684974,0.0358454137508293,0.7611467960768745,34.0,0.35,False,none,0.5209363616259282,0.6148036605443987,0.03380936173463131,0.6152274171931884,1.0,0.05,True,lower,0.7322071315448481,0.5800246848862292,0.017458376380085988,0.5800259154388827,40.0,0.05,True,higher,3.764372070071552,2.849815086209882,0.08459785894297786,2.855909853752098,40.0,0.05,True,higher,1.2613192457231182,1.0181775324440445,0.04755160110476929,1.0220258625707601,40.0,0.05,True,higher,70.0,47.282051282051285,10.89410443639059,46.0,38.0,0.15,False,none,0.06666026779286846,0.21396480373300455,0.022510565971671326,0.21394634544320199,1.0,0.05,True,lower,2.0,2.0084850085937975,0.003847093579820117,2.0083852419741257,1.0,0.05,True,lower,2.0,3.0,0.0,3.0,1.0,0.05,True,lower
25,Processed,Awake,60,7,88.40539154424945,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.7574839255182915,0.7301792791494799,0.04492076968901778,0.7322157450800761,32.0,0.45,False,none,0.5611232221017377,0.6398592112040411,0.041696255172211115,0.6406805161035887,3.0,0.15,False,none,0.7525555502231607,0.6123033115402458,0.01752577192455296,0.6138119690934396,40.0,0.05,True,higher,4.024897330595483,3.0757633636796817,0.1144724222188146,3.0693846543428718,40.0,0.05,True,higher,1.3932676458722026,1.1611430474214253,0.0522369703730282,1.158280442345694,40.0,0.05,True,higher,112.0,52.12820512820513,12.49458722213551,50.0,40.0,0.05,True,higher,0.09358352929884341,0.20864573988824114,0.030195705944446254,0.20221241061573164,1.0,0.05,True,lower,2.0,2.013376734711243,0.006319949207730941,2.01169757489301,1.0,0.05,True,lower,2.0,3.0,0.0,3.0,1.0,0.05,True,lower
25,Processed,Awake,60,8,112.315013660346,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.7227645661588116,0.6948141387876758,0.03992580937782035,0.7009334048362086,30.0,0.55,False,none,0.5963223475241458,0.6835469075752862,0.03278675608530568,0.6809873258530987,1.0,0.05,True,lower,0.7430532226328166,0.5606324056196877,0.01999619474055627,0.5646686183231752,40.0,0.05,True,higher,4.077692915459573,2.870446898136797,0.08155551863484631,2.864328899637243,40.0,0.05,True,higher,1.43358961500958,1.0659896136037457,0.0432992727399842,1.062974197896788,40.0,0.05,True,higher,84.0,44.717948717948715,9.017377136304857,41.0,40.0,0.05,True,higher,0.11441186351202189,0.26389324709620343,0.02786514913403159,0.26416950616691465,1.0,0.05,True,lower,2.00083927822073,2.0386688222499973,0.013704748083038756,2.0367039823820883,1.0,0.05,True,lower,3.0,3.0256410256410255,0.16012815380508716,3.0,20.0,1.0,False,none
25,Processed,Awake,60,9,112.315013660346,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.7115135858380917,0.6500981013709675,0.038757253435467404,0.6487845815700717,38.0,0.15,False,none,0.6089185471545299,0.7241241301629835,0.02780519660708264,0.7238267643111892,1.0,0.05,True,lower,0.7310553342611701,0.5483453373744683,0.021891642129796805,0.5499832029562797,40.0,0.05,True,higher,3.8988994113130278,2.811591404565506,0.07305347777120705,2.790680473372781,40.0,0.05,True,higher,1.370144711834584,1.0027760952179112,0.04788035309954373,0.9960266166095585,40.0,0.05,True,higher,89.0,44.333333333333336,7.9482978427139495,42.0,40.0,0.05,True,higher,0.17684887459807075,0.31700574545033916,0.02763182241994974,0.3168642318951864,1.0,0.05,True,lower,2.0,2.0555981880909586,0.01473062596651543,2.0539175761524677,1.0,0.05,True,lower,2.0,3.0256410256410255,0.16012815380508716,3.0,1.0,0.05,True,lower
25,Processed,Awake,60,10,88.40539154424945,24.99593816004646,8,0.16,4,18,4.0,100,1.0,25,39,2026,0.7693944421442157,0.756640439917707,0.042677065935938424,0.7557303596442971,26.0,0.75,False,none,0.5678684247915698,0.6090973263915269,0.04109899736344324,0.6119214384205275,10.0,0.5,False,none,0.7864375869846907,0.6579925010121297,0.01981347006311529,0.6597878773335892,40.0,0.05,True,higher,4.466339602071409,3.282657120109772,0.12451134530782507,3.28578110383536,40.0,0.05,True,higher,1.5215993594615842,1.253192846866583,0.05311865613046468,1.244454699080436,40.0,0.05,True,higher,87.0,56.76923076923077,14.292916056309592,55.0,39.0,0.1,False,none,0.07798627441570284,0.18261093739809484,0.0289920458689754,0.1847914767001008,1.0,0.05,True,lower,2.0,2.0109569815958044,0.007454319063520186,2.0084350721420643,1.0,0.05,True,lower,2.0,3.0,0.0,3.0,1.0,0.05,True,lower
