session,representation,state,window_size,window_id,surrogate_id,seed,CC,NRMSE,DET,Lmean,ENTR,Lmax,LAM,TT,Vmax
25,Processed,Awake,60,1,0,17199982608426832496,0.49294540232326856,0.8261532453100674,0.418726304170466,2.7062655086848637,0.8833418896652152,35.0,0.36790324902817106,2.100849547821321,4.0
25,Processed,Awake,60,1,1,8682235290785572943,0.5502328874632606,0.8105827871191326,0.47684407544272206,2.726673984632272,0.8728852626235907,47.0,0.3620962710562941,2.0679731396464303,3.0
25,Processed,Awake,60,1,2,1677225208606358230,0.5291713046368128,0.8018718226561675,0.45831933579689976,2.6977401129943503,0.8368038167272666,67.0,0.3591927820703556,2.0564637999725237,3.0
25,Processed,Awake,60,1,3,18194999757076406033,0.5074827177427939,0.815452434174618,0.45347218889475455,2.6181767802715434,0.8174422747516349,52.0,0.37179056486058454,2.0551797320599547,3.0
25,Processed,Awake,60,1,4,1930414243224395170,0.6033244474373493,0.7699420184533305,0.4533762057877814,2.8157973174366617,0.950630250176555,43.0,0.32816624274127754,2.0828510508681086,4.0
25,Processed,Awake,60,1,5,6761373894775139130,0.5135031878103004,0.8110492226586186,0.45433603685751306,2.694847708511244,0.8740920667515136,40.0,0.34642702884292365,2.068041827818364,4.0
25,Processed,Awake,60,1,6,13333716795309978300,0.5304181000985713,0.8019588818397242,0.45687958919230215,2.6794258373205744,0.8830200013129369,29.0,0.3379805154292844,2.0682819383259914,3.0
25,Processed,Awake,60,1,7,3084758559542512363,0.6168712702687658,0.7690687759337936,0.46628593367567306,2.716242661448141,0.88776178591236,36.0,0.3524739645822335,2.0876918703808984,3.0
25,Processed,Awake,60,1,8,16048390445103462087,0.6038169345615556,0.7755105415862213,0.44339396266257136,2.664839919238535,0.8316138912650564,45.0,0.3778375005998944,2.0899920361029998,4.0
25,Processed,Awake,60,1,9,7621805489421442314,0.49437904643371655,0.8231611591758818,0.43945865527667133,2.6588269454123115,0.8781363682747054,31.0,0.36970293228391804,2.1001908396946565,3.0
25,Processed,Awake,60,1,10,14356588251000799308,0.5242589909778135,0.818375235499374,0.4676296971732975,2.731707317073171,0.9046068772835517,53.0,0.4158228151845275,2.0883345384429983,4.0
25,Processed,Awake,60,1,11,2121317751216046238,0.5371713375882495,0.8079206768000977,0.431492057397898,2.566657151013417,0.7767654757467545,35.0,0.39314680616211545,2.0921976759034604,3.0
25,Processed,Awake,60,1,12,3272750877332812398,0.5090986767725655,0.8103646079202861,0.4697413255267073,2.7356064840693124,0.8858641752622864,35.0,0.40622450448721026,2.126224566691786,3.0
25,Processed,Awake,60,1,13,782414271811373532,0.49206300339555764,0.8182763824420047,0.48970581177712724,2.757092677654688,0.8905657675529202,34.0,0.3550895042472525,2.1179333047087447,3.0
25,Processed,Awake,60,1,14,17736941419810518559,0.5944298901986875,0.7897709201577283,0.3930028315016557,2.658766233766234,0.8798340811145205,41.0,0.35866487498200317,2.1055078180025357,4.0
25,Processed,Awake,60,1,15,4617047818614552464,0.47185605324692964,0.8394674492761661,0.4559197581225704,2.904310608376643,1.0251785718421693,46.0,0.36999088160483756,2.0825229605618585,4.0
25,Processed,Awake,60,1,16,15322103956749273160,0.5571325150533136,0.7852789260625275,0.4266929020492393,2.594397432156405,0.7890981076112388,35.0,0.33294140231319286,2.0946557971014492,3.0
25,Processed,Awake,60,1,17,17947103091366757324,0.5430594979224901,0.8051886530494913,0.4722368863080098,2.764044943820225,0.8628318831418741,33.0,0.390651245380813,2.0949684725260584,3.0
25,Processed,Awake,60,1,18,11199023425147803603,0.48623219852841193,0.8304875030087477,0.46638191678264623,2.659551176792556,0.8059872729662627,37.0,0.4064884580313865,2.1114296397856163,4.0
25,Processed,Awake,60,1,19,5680605767910362464,0.4835650332508401,0.8276898633053381,0.4260690118539137,2.6805555555555554,0.8806616260093352,48.0,0.35698517060997265,2.1096142938173568,4.0
25,Processed,Awake,60,1,20,4213312663528552369,0.5186566918132562,0.8202067922148729,0.4831309689494649,2.7979433018343522,0.940000687955859,43.0,0.39852186015261315,2.117017208413002,3.0
25,Processed,Awake,60,1,21,8991964458407918493,0.487073769341687,0.8292095542889394,0.4564476652109229,2.738554563777714,0.8765129637591281,38.0,0.36509574314920573,2.077133105802048,3.0
25,Processed,Awake,60,1,22,3154253126921974290,0.4919376603176655,0.8284911245048111,0.47593223592647693,2.906506447831184,0.9973863369089455,50.0,0.36917502519556555,2.0974778459441037,4.0
25,Processed,Awake,60,1,23,10554940370816878888,0.4308383617645025,0.8436876633479632,0.4626865671641791,2.7342597844583096,0.8580384226358327,46.0,0.3682871814560637,2.097294342716589,3.0
25,Processed,Awake,60,1,24,18219117916253154813,0.5059535051662715,0.8257861145645571,0.46604597590824015,2.7478777589134125,0.9130597101582235,44.0,0.3845563180880165,2.114806017418844,4.0
25,Processed,Awake,60,1,25,13641056568145639160,0.5257480897935086,0.8082008066765216,0.5066948217113788,2.77695949500263,0.8876493461321149,39.0,0.43813888755579017,2.110135213220848,4.0
25,Processed,Awake,60,1,26,15146770281464101255,0.5167690313238963,0.8201208415362164,0.48586648749820033,2.7281056319051467,0.9137140057878191,44.0,0.4162067476124202,2.113182261208577,3.0
25,Processed,Awake,60,1,27,18127682534040760090,0.48260391101449585,0.8406436789846112,0.464318279982723,2.7017592851158896,0.872766522739844,41.0,0.419134232375102,2.128823887873248,4.0
25,Processed,Awake,60,1,28,17416887629479110470,0.5330868160701012,0.8054995414422269,0.44675337140663246,2.737941176470588,0.9077358960562993,37.0,0.3909631904784758,2.0936777178103316,3.0
25,Processed,Awake,60,1,29,3262086097958820772,0.4928792771865995,0.8289486327947194,0.4367231367279359,2.703505644682115,0.8796433411465099,28.0,0.3846043096415031,2.093521421107628,4.0
25,Processed,Awake,60,1,30,9992163824749288852,0.5274710585071356,0.807930684554808,0.46897346067092194,2.66412213740458,0.8466594363055926,36.0,0.42549311321207467,2.0954857007799577,3.0
